"mz","MDL_3.5","ResPow","refe","m1","SE","Sample1_masslistsMGC2101810_LSt_MA_FTMS_PB_4_01_1-2-13_1_21358.csv","Sample2_masslistsMGC2101810_LSt_MA_FTMS_PB_4_02_1-2-13_1_21368.csv","Sample3_masslistsMGC2101810_LSt_MA_FTMS_PB_4_03_1-2-13_1_21378.csv","Sample4_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_01_1-2-35_1_21574.csv","Sample5_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_02_1-2-35_1_21582.csv","Sample6_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_03_1-2-35_1_21590.csv","Sample7_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_01_1-2-33_1_21544.csv","Sample8_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_02_1-2-33_1_21554.csv","Sample9_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_03_1-2-33_1_21564.csv","Sample10_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_01_1-2-32_1_21542.csv","Sample11_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_02_1-2-32_1_21552.csv","Sample12_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_03_1-2-32_1_21562.csv","Sample13_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_01_1-2-37_1_21600.csv","Sample14_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_02_1-2-37_1_21608.csv","Sample15_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_03_1-2-37_1_21616.csv"
92.8299082,3265255.48416718,2303950,NA,92.8299082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3499489,NA
92.9280261223681,3265255.48416718,2111047.83333333,NA,92.928028121782,0.0214711522240976,3437796,3452086,3893161,7814028,8742271,8158748,NA,NA,NA,NA,NA,NA,NA,NA,NA
93.0567911274724,3265255.48416718,2377566,NA,93.0567911274724,0.0466477598628506,NA,NA,NA,NA,NA,NA,5679678,3972454,3417858,NA,NA,NA,NA,NA,NA
93.0568778080628,3265255.48416718,2156011.57142857,NA,93.0568779233402,0.0345924430925253,NA,NA,NA,3429320,NA,NA,9318748,6981880,6331047,NA,3442396,NA,4119556,3682317,NA
93.4936995,3265255.48416718,2395556,NA,93.4936995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3313235,NA
93.7272317,3265888.8272745,2011902,NA,93.7272317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3306127,NA
94.7264471,3266522.2932278,2237425,NA,94.7264471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367211,NA
94.831897129393,3266522.2932278,2135105,NA,94.8319015,NA,NA,NA,NA,NA,NA,3325641,NA,NA,NA,NA,NA,NA,NA,NA,NA
94.9250762820391,3266522.2932278,2165864.5,NA,94.9250789193342,0.029350141573018,4278823,3396696,NA,NA,7197581,6058124,NA,NA,NA,NA,NA,NA,NA,NA,NA
94.9361913,3266522.2932278,1686553,NA,94.9361913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400113
95.3970199,3266522.2932278,2261038,NA,95.3970199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3366744,NA
95.4794092,3266522.2932278,1988169,NA,95.4794092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3287276
95.5927295,3267155.88205089,1943646,NA,95.5927295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3379713
95.7368186,3267155.88205089,1691592,NA,95.7368186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3383104,NA
95.7404524,3267155.88205089,2239422,NA,95.7404524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3858826
95.7594327,3267155.88205089,1797648,NA,95.7594327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3406021
95.8481363,3267155.88205089,2284871,NA,95.8481363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3429823
95.8744673,3267155.88205089,1744005,NA,95.8744673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3438971
96.0142794,3267155.88205089,2370719,NA,96.0142794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3301283
96.0849914,3267155.88205089,1555788,NA,96.0849914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3551317
96.100305,3267155.88205089,1925721,NA,96.100305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285366,NA
96.1650525,3267155.88205089,2174050,NA,96.1650525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3313284,NA
96.348514,3267155.88205089,1667795,NA,96.348514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3376882
96.4597523,3267155.88205089,1862874,NA,96.4597523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3534047
96.5535479,3267789.59376762,2664577,NA,96.5535479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3295736,NA
96.7488553,3267789.59376762,2112443,NA,96.7488553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3309271
96.8054497,3267789.59376762,2204983,NA,96.8054497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3771120,NA
96.8583084,3267789.59376762,1571397,NA,96.8583084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3488512
96.8795936,3267789.59376762,1338992,NA,96.8795936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3423571
96.8961954,3267789.59376762,2119053,NA,96.8961954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3633293,NA
96.9281864,3267789.59376762,1970182,NA,96.9281864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3323578
96.9294463252314,3267789.59376762,1831372,NA,96.9294452,NA,NA,NA,NA,NA,NA,NA,NA,3342480,NA,NA,NA,NA,NA,NA,NA
96.9387962,3267789.59376762,1443640,NA,96.9387962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3605020,NA
96.9528028,3267789.59376762,1664949,NA,96.9528028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3417659,NA
97.1191771,3267789.59376762,1875947,NA,97.1191771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3351796
97.1201228,3267789.59376762,1829379,NA,97.1201228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3347660
97.1791041,3267789.59376762,1613494,NA,97.1791041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3467434
97.2083074,3267789.59376762,2200447,NA,97.2083074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4092937
97.2156762,3267789.59376762,2062905,NA,97.2156762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3991154,NA
97.2564076,3267789.59376762,2329744,NA,97.2564076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3335761,NA
97.2596512,3267789.59376762,1510867,NA,97.2596512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3369055
97.2832091,3267789.59376762,1704780,NA,97.2832091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328112,NA
97.3511273,3267789.59376762,1615944,NA,97.3511273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3368540
97.3734128,3267789.59376762,2342219,NA,97.3734128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310125,NA
97.3747026,3267789.59376762,1841614,NA,97.3747026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3427132,NA
97.4752547,3267789.59376762,1876753,NA,97.4752547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3923456
97.4772175,3267789.59376762,1953511,NA,97.4772175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3393904
97.5080169,3268423.42840182,1748608,NA,97.5080169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315087
97.5802049,3268423.42840182,1884576,NA,97.5802049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329589,NA
97.6021108,3268423.42840182,1712215,NA,97.6021108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307628
97.6056928,3268423.42840182,2754045,NA,97.6056928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275835
97.63167,3268423.42840182,2125541,NA,97.63167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3288411
97.7643192,3268423.42840182,2428899,NA,97.7643192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3322182
97.8463389,3268423.42840182,1741581,NA,97.8463389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3893035,NA
97.8480776,3268423.42840182,2051975,NA,97.8480776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947051,NA
97.9159754,3268423.42840182,2067960,NA,97.9159754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3289688,NA
97.9465622,3268423.42840182,1777819,NA,97.9465622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548407,NA
97.9861926,3268423.42840182,2243293,NA,97.9861926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715310
97.9960564,3268423.42840182,1792168,NA,97.9960564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3463701,NA
98.0092231,3268423.42840182,1458112,NA,98.0092231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3527157
98.0115994,3268423.42840182,1990306,NA,98.0115994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3395421
98.0225724,3268423.42840182,1985372,NA,98.0225724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3637293
98.0270949,3268423.42840182,2515908,NA,98.0270949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3487868
98.0357286,3268423.42840182,2190533,NA,98.0357286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3342259,NA
98.0374837,3268423.42840182,1436547,NA,98.0374837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3373148
98.0753447,3268423.42840182,1985808,NA,98.0753447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4052123
98.0979935,3268423.42840182,2351263,NA,98.0979935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3504314
98.168826,3268423.42840182,2217202,NA,98.168826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310823
98.1917875,3268423.42840182,1163302,NA,98.1917875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3465189,NA
98.2114386,3268423.42840182,2299520,NA,98.2114386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3308102
98.2286529,3268423.42840182,2237314,NA,98.2286529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441003,NA
98.2803152,3268423.42840182,1234021,NA,98.2803152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3578569,NA
98.3032817,3268423.42840182,2048888,NA,98.3032817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3646792,NA
98.363103,3268423.42840182,2344452,NA,98.363103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3339574,NA
98.4161148,3268423.42840182,1511403,NA,98.4161148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3524323,NA
98.4220703,3268423.42840182,2153505,NA,98.4220703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3379747,NA
98.4419282,3268423.42840182,1989999,NA,98.4419282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3306061
98.4558346,3268423.42840182,2012916,NA,98.4558346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490524
98.4948864,3268423.42840182,1877401,NA,98.4948864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3495307
98.5272626,3269057.38597733,2557602,NA,98.5272626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3628079,NA
98.5636125,3269057.38597733,1365604,NA,98.5636125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3820208
98.5641117,3269057.38597733,2338626,NA,98.5641117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3391528
98.5827962,3269057.38597733,1747344,NA,98.5827962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3720391
98.6029556,3269057.38597733,1838902,NA,98.6029556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3279211,NA
98.6043962,3269057.38597733,2006053,NA,98.6043962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3497190
98.6101761,3269057.38597733,1849128,NA,98.6101761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328854
98.6494173,3269057.38597733,1314896,NA,98.6494173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3507545,NA
98.6535737,3269057.38597733,1785991,NA,98.6535737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459333
98.6570545,3269057.38597733,1453233,NA,98.6570545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3322769,NA
98.6651591,3269057.38597733,2138490,NA,98.6651591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408089,NA
98.7100708,3269057.38597733,1996599,NA,98.7100708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3303458
98.7516202,3269057.38597733,1835129,NA,98.7516202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3288193
98.7658175,3269057.38597733,1625671,NA,98.7658175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3425412,NA
98.7892781,3269057.38597733,1654628,NA,98.7892781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367719
98.8134784,3269057.38597733,1755219,NA,98.8134784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3509742
98.8562886,3269057.38597733,1456543,NA,98.8562886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328444
98.8792448,3269057.38597733,2003715,NA,98.8792448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3464879,NA
98.8843911,3269057.38597733,1710092,NA,98.8843911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3286027
98.8986114,3269057.38597733,2373766,NA,98.8986114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367563
98.899677,3269057.38597733,1726928,NA,98.899677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3403934,NA
98.9482095,3269057.38597733,1865450,NA,98.9482095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3603164,NA
98.9848851,3269057.38597733,1978205,NA,98.9848851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3514986,NA
98.9856842,3269057.38597733,1317399,NA,98.9856842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3325882,NA
98.9957688,3269057.38597733,1697993,NA,98.9957688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370679
99.0400279,3269057.38597733,2472220,NA,99.0400279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459621
99.0406764,3269057.38597733,1412584,NA,99.0406764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459101
99.0451576,3269057.38597733,1843053,99.04515280705,99.0451576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408485
99.0504011,3269057.38597733,2034522,NA,99.0504011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3342295,NA
99.0709513623896,3269057.38597733,1272605,NA,99.0709522,NA,NA,NA,NA,3308068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.0893985,3269057.38597733,2206971,NA,99.0893985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3289315
99.0990585,3269057.38597733,2059399,NA,99.0990585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3411253,NA
99.1046408,3269057.38597733,1887468,NA,99.1046408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3350197,NA
99.1177805,3269057.38597733,1906567,NA,99.1177805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3272548,NA
99.1614229,3269057.38597733,1698968,NA,99.1614229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3324178,NA
99.1693862,3269057.38597733,1529486,NA,99.1693862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3278999
99.1925944,3269057.38597733,1555589,NA,99.1925944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3363905,NA
99.2085082,3269057.38597733,2102794,NA,99.2085082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3362846
99.2320567,3269057.38597733,1479221,NA,99.2320567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3542831,NA
99.2525891,3269057.38597733,1595974,NA,99.2525891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332526,NA
99.270444,3269057.38597733,1864519,NA,99.270444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3677197,NA
99.272028,3269057.38597733,1412217,NA,99.272028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3395907
99.2722571,3269057.38597733,1835314,NA,99.2722571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3645901,NA
99.2752229,3269057.38597733,1587345,NA,99.2752229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3379515
99.2808982,3269057.38597733,1925163,NA,99.2808982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3276203
99.2960325,3269057.38597733,2027025,NA,99.2960325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459596,NA
99.2980542,3269057.38597733,1733320,NA,99.2980542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3613050
99.3088978,3269057.38597733,1435137,NA,99.3088978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327145
99.3247445,3269057.38597733,1292170,NA,99.3247445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3364497
99.3343824,3269057.38597733,1881774,NA,99.3343824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3530810,NA
99.3346526,3269057.38597733,2096749,NA,99.3346526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3464202,NA
99.3450857,3269057.38597733,1722024,NA,99.3450857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4060712
99.3464021,3269057.38597733,1367239,NA,99.3464021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3449128
99.3631888,3269057.38597733,2264790,NA,99.3631888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3638089,NA
99.4608836,3269057.38597733,1063941,NA,99.4608836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3398912,NA
99.4622946,3269057.38597733,2156919,NA,99.4622946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3743155
99.4919099,3269057.38597733,1690366,NA,99.4919099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3753154,NA
99.4941274,3269057.38597733,2443932,NA,99.4941274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3381713
99.5104306,3269691.46651801,1599961,NA,99.5104306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3631858,NA
99.5656024,3269691.46651801,1612387,NA,99.5656024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3495759,NA
99.5772609,3269691.46651801,1698001,NA,99.5772609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3405902
99.5784169,3269691.46651801,1650139,NA,99.5784169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575694,NA
99.5806674689282,3269691.46651801,2120310,NA,99.5806686,NA,NA,NA,NA,NA,NA,NA,3338444,NA,NA,NA,NA,NA,NA,NA,NA
99.5941221,3269691.46651801,1223874,NA,99.5941221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330494,NA
99.6112988,3269691.46651801,2071208,NA,99.6112988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563916
99.6234024,3269691.46651801,1253173,NA,99.6234024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3461196
99.6352327,3269691.46651801,1571963,NA,99.6352327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3427836,NA
99.6509875,3269691.46651801,1678697,NA,99.6509875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3512331,NA
99.6639653,3269691.46651801,1106287,NA,99.6639653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479098
99.6696419,3269691.46651801,2309370,NA,99.6696419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3293626,NA
99.6776408,3269691.46651801,1880166,NA,99.6776408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3378729
99.6796634,3269691.46651801,1617283,NA,99.6796634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3569289,NA
99.684876,3269691.46651801,2113913,NA,99.684876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3663401
99.6850052809381,3269691.46651801,1480553.5,NA,99.6850052809381,0.200743550737058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3511673,3347785
99.6956286,3269691.46651801,2008846,NA,99.6956286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315769,NA
99.7016194,3269691.46651801,1854188,NA,99.7016194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3876024,NA
99.7188211,3269691.46651801,1962549,NA,99.7188211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3470263,NA
99.7333744,3269691.46651801,2198671,NA,99.7333744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315831,NA
99.7482415,3269691.46651801,1955976,NA,99.7482415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3271446,NA
99.7628972,3269691.46651801,2056336,NA,99.7628972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3484373,NA
99.7875504,3269691.46651801,2307436,NA,99.7875504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3289924
99.7932139,3269691.46651801,2012919,NA,99.7932139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3767236
99.7942687,3269691.46651801,1533100,NA,99.7942687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3342916
99.79727,3269691.46651801,1564081,NA,99.79727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3380132
99.8044644,3269691.46651801,1954043,NA,99.8044644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3790723
99.8048246,3269691.46651801,2466501,NA,99.8048246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3270547,NA
99.8496305,3269691.46651801,1786126,NA,99.8496305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3402881
99.856335,3269691.46651801,1956969,NA,99.856335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3678657
99.8660493,3269691.46651801,2392283,NA,99.8660493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3447760,NA
99.8741149,3269691.46651801,1412669,NA,99.8741149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3754576
99.8749327,3269691.46651801,1773403,NA,99.8749327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3402768
99.884232,3269691.46651801,1993940,NA,99.884232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3735680
99.8897139,3269691.46651801,1675561,NA,99.8897139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3310080
