"mz","MDL_3.5","ResPow","refe","m1","SE","Sample1_masslistsMGC2101810_LSt_MA_FTMS_PB_4_01_1-2-13_1_21358.csv","Sample2_masslistsMGC2101810_LSt_MA_FTMS_PB_4_02_1-2-13_1_21368.csv","Sample3_masslistsMGC2101810_LSt_MA_FTMS_PB_4_03_1-2-13_1_21378.csv","Sample4_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_01_1-2-35_1_21574.csv","Sample5_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_02_1-2-35_1_21582.csv","Sample6_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_03_1-2-35_1_21590.csv","Sample7_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_01_1-2-33_1_21544.csv","Sample8_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_02_1-2-33_1_21554.csv","Sample9_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_03_1-2-33_1_21564.csv","Sample10_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_01_1-2-32_1_21542.csv","Sample11_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_02_1-2-32_1_21552.csv","Sample12_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_03_1-2-32_1_21562.csv","Sample13_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_01_1-2-37_1_21600.csv","Sample14_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_02_1-2-37_1_21608.csv","Sample15_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_03_1-2-37_1_21616.csv"
103.7203435,3272229.01880939,2053695,NA,103.7203435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3302637,NA
103.724864,3272229.01880939,1801962,NA,103.724864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3477585
103.7373793,3272229.01880939,1535121,NA,103.7373793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3814187,NA
103.7382122,3272229.01880939,1499243,NA,103.7382122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3750865
103.7429142,3272229.01880939,1180882,NA,103.7429142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3506864
103.7677076,3272229.01880939,1537040,NA,103.7677076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4094537,NA
103.7700887,3272229.01880939,2009742,NA,103.7700887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3376425,NA
103.7703928,3272229.01880939,1565097,NA,103.7703928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475983
103.7777799,3272229.01880939,1916633,NA,103.7777799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285646
103.8010517,3272229.01880939,2464501,NA,103.8010517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3297575,NA
103.8148144,3272229.01880939,2115704,NA,103.8148144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459084
103.8151611,3272229.01880939,1943829,NA,103.8151611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3273254,NA
103.8178429,3272229.01880939,1924497,NA,103.8178429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3302092
103.8192109,3272229.01880939,1865263,NA,103.8192109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3806950,NA
103.8272186,3272229.01880939,1732960,NA,103.8272186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3305829,NA
103.8279281,3272229.01880939,1960032,NA,103.8279281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3751141,NA
103.833726,3272229.01880939,1430876,NA,103.833726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3430725,NA
103.8407302,3272229.01880939,1852880,NA,103.8407302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356363
103.8435993,3272229.01880939,1579704,NA,103.8435993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3372452,NA
103.8482326,3272229.01880939,2156783,NA,103.8482326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3494436,NA
103.8486743,3272229.01880939,2212845,NA,103.8486743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3305674
103.850891,3272229.01880939,1395009,NA,103.850891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3305706
103.8542497,3272229.01880939,1674253,NA,103.8542497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328138
103.8630617,3272229.01880939,1166314,NA,103.8630617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3340835,NA
103.8819824,3272229.01880939,1585615,NA,103.8819824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3601634,NA
103.8855229,3272229.01880939,1318157,NA,103.8855229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4180641,NA
103.8864729,3272229.01880939,2138720,NA,103.8864729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3286369,NA
103.8955196,3272229.01880939,2264699,NA,103.8955196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3365665,NA
103.8985928,3272229.01880939,1290964,NA,103.8985928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3309121,NA
103.9011268,3272229.01880939,1785720,NA,103.9011268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441223
103.9055116,3272229.01880939,1744677,NA,103.9055116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4009952,NA
103.9090987,3272229.01880939,2083872,NA,103.9090987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3432710
103.9147019,3272229.01880939,2141968,NA,103.9147019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3374752,NA
103.9207393,3272229.01880939,1877829,NA,103.9207393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3695775,NA
103.935907847667,3272229.01880939,1815422,NA,103.9359132,NA,NA,NA,NA,NA,3342394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.9361943,3272229.01880939,1796354,NA,103.9361943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3773765
103.940581,3272229.01880939,1183122,NA,103.940581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3423422,NA
103.9420718,3272229.01880939,1877600,NA,103.9420718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336158,NA
103.9484741,3272229.01880939,2103248,NA,103.9484741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3358596
103.9486108,3272229.01880939,1679617,NA,103.9486108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3288868
103.9506764,3272229.01880939,1645551,NA,103.9506764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3564477,NA
103.9728969,3272229.01880939,1685825,NA,103.9728969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3624476,NA
103.985192,3272229.01880939,2369264,NA,103.985192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3308059,NA
103.9968197,3272229.01880939,2198338,NA,103.9968197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3359386,NA
103.9973292,3272229.01880939,1995487,NA,103.9973292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3274010,NA
104.0056063,3272229.01880939,1824777,NA,104.0056063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3519961,NA
104.0075373,3272229.01880939,1323517,NA,104.0075373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3493184
104.0249926,3272229.01880939,1488448,NA,104.0249926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3485400,NA
104.0285906,3272229.01880939,2242251,NA,104.0285906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3358015
104.0293778,3272229.01880939,1358933,NA,104.0293778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3388152,NA
104.0388382,3272229.01880939,1584263,NA,104.0388382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3579710
104.0488433,3272229.01880939,2065210,NA,104.0488433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3373590,NA
104.0492198,3272229.01880939,2168975,NA,104.0492198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4097622,NA
104.0503796,3272229.01880939,1275636,NA,104.0503796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3661366,NA
104.0697105,3272229.01880939,1447344,NA,104.0697105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3891676
104.0746385,3272229.01880939,2373833,NA,104.0746385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3602069,NA
104.079196,3272229.01880939,2229906,NA,104.079196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3498004,NA
104.0929455,3272229.01880939,1670919,NA,104.0929455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332819,NA
104.1009836,3272229.01880939,1649204,NA,104.1009836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3677139,NA
104.1037038,3272229.01880939,1657436,NA,104.1037038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3313875,NA
104.1107918,3272229.01880939,1649158,NA,104.1107918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3279226
104.1210284,3272229.01880939,2169596,NA,104.1210284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3305234,NA
104.1217111,3272229.01880939,1564370,NA,104.1217111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700217
104.1292516,3272229.01880939,1745384,NA,104.1292516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3689937,NA
104.1303089,3272229.01880939,1589217,NA,104.1303089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3349425,NA
104.1435011,3272229.01880939,1892064,NA,104.1435011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526352,NA
104.1545578,3272229.01880939,1990884,NA,104.1545578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3549583,NA
104.1569172,3272229.01880939,1855868,NA,104.1569172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3994167
104.1582486,3272229.01880939,2040800,NA,104.1582486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3323447
104.1595695,3272229.01880939,1495189,NA,104.1595695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3671631,NA
104.1631218,3272229.01880939,1383844,NA,104.1631218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326806
104.1661587,3272229.01880939,1845251,NA,104.1661587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3364238,NA
104.1725417,3272229.01880939,1949237,NA,104.1725417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3735182,NA
104.1738294,3272229.01880939,2414221,NA,104.1738294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326454
104.1758518,3272229.01880939,1978797,NA,104.1758518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3277622
104.1796838,3272229.01880939,1883987,NA,104.1796838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3961269
104.193047129836,3272229.01880939,1599683,NA,104.1930475,NA,NA,NA,3746137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104.2134262,3272229.01880939,2097394,NA,104.2134262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3481547,NA
104.2176542,3272229.01880939,2268947,NA,104.2176542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3363595,NA
104.2200025,3272229.01880939,2065813,NA,104.2200025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3446643
104.2216632,3272229.01880939,2358774,NA,104.2216632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717835,NA
104.2575206,3272229.01880939,1818803,NA,104.2575206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475953
104.2577715,3272229.01880939,1657513,NA,104.2577715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3365585
104.2611515,3272229.01880939,2195112,NA,104.2611515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3287176,NA
104.2626589,3272229.01880939,2402024,NA,104.2626589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336968,NA
104.2711403,3272229.01880939,1991043,NA,104.2711403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3579975,NA
104.2750579,3272229.01880939,1596935,NA,104.2750579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408455,NA
104.2798601,3272229.01880939,2221938,NA,104.2798601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3422599,NA
104.2820193,3272229.01880939,1430504,NA,104.2820193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3538886,NA
104.2910676,3272229.01880939,1575638,NA,104.2910676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3389806
104.298389,3272229.01880939,1503990,NA,104.298389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3659886
104.2988468,3272229.01880939,1867988,NA,104.2988468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3609902
104.311927,3272229.01880939,1606884,NA,104.311927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326596,NA
104.314118,3272229.01880939,1259277,NA,104.314118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3969412,NA
104.3150869,3272229.01880939,1468558,NA,104.3150869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3681837
104.3194499,3272229.01880939,1643702,NA,104.3194499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3493252,NA
104.3211736,3272229.01880939,1381779,NA,104.3211736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3353197
104.3216195,3272229.01880939,1626883,NA,104.3216195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3301901
104.3281796,3272229.01880939,2011352,NA,104.3281796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3436204
104.3304182,3272229.01880939,1788187,NA,104.3304182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3322540
104.3328453,3272229.01880939,2033755,NA,104.3328453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3549571,NA
104.3456779,3272229.01880939,2393144,NA,104.3456779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3319915
104.3467207,3272229.01880939,2011417,NA,104.3467207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3735019
104.3554677,3272229.01880939,1643252,NA,104.3554677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3673514
104.3620849,3272229.01880939,2138680,NA,104.3620849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3283393,NA
104.364711,3272229.01880939,1584732,NA,104.364711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4211434
104.3733174,3272229.01880939,1378998,NA,104.3733174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3419936,NA
104.377625,3272229.01880939,1938356,NA,104.377625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3864809
104.3864123,3272229.01880939,2325721,NA,104.3864123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336233
104.3897688,3272229.01880939,1700505,NA,104.3897688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3917160
104.3949903,3272229.01880939,2164253,NA,104.3949903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3467455,NA
104.4103446,3272229.01880939,2039428,NA,104.4103446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3380775
104.4139944,3272229.01880939,2368667,NA,104.4139944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3375421,NA
104.4191466,3272229.01880939,2010834,NA,104.4191466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3568317,NA
104.4218897,3272229.01880939,1519503,NA,104.4218897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3296349,NA
104.4231329,3272229.01880939,1659776,NA,104.4231329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367421,NA
104.4282131,3272229.01880939,1880782,NA,104.4282131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3290022
104.4290825,3272229.01880939,1169674,NA,104.4290825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3509788,NA
104.4347637,3272229.01880939,1752135,NA,104.4347637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4002044,NA
104.4389025,3272229.01880939,1516897,NA,104.4389025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4082661
104.4472761,3272229.01880939,1447632,NA,104.4472761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3606203,NA
104.4532986,3272229.01880939,1616289,NA,104.4532986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327556
104.4639751,3272229.01880939,1610140,NA,104.4639751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3362106,NA
104.4647031,3272229.01880939,1186553,NA,104.4647031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3372356
104.46619858658,3272229.01880939,1912495,NA,104.46619858658,0.456214523942397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3550394,3351139
104.4754607,3272229.01880939,1179353,NA,104.4754607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3371609,NA
104.4805498,3272229.01880939,1010448,NA,104.4805498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3516099
104.4825847,3272229.01880939,1885737,NA,104.4825847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3381945,NA
104.4857913,3272229.01880939,1806708,NA,104.4857913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3661688,NA
104.4961927,3272229.01880939,2494100,NA,104.4961927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3321890
104.4975756,3272229.01880939,2015616,NA,104.4975756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387640,NA
104.5061377,3272863.71453371,1653509,NA,104.5061377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3391927,NA
104.5109898,3272863.71453371,1569824,NA,104.5109898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3618903,NA
104.5137482,3272863.71453371,1322634,NA,104.5137482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3868000
104.5140756,3272863.71453371,2022955,NA,104.5140756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3290870,NA
104.5147777,3272863.71453371,1746103,NA,104.5147777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3546230,NA
104.5157677,3272863.71453371,1960069,NA,104.5157677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4390838,NA
104.518588,3272863.71453371,1771145,NA,104.518588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3429622,NA
104.5374184,3272863.71453371,2426617,NA,104.5374184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285557,NA
104.5388738,3272863.71453371,1678407,NA,104.5388738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3341237,NA
104.542738,3272863.71453371,1557029,NA,104.542738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3466687
104.5444858,3272863.71453371,1685902,NA,104.5444858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479860,NA
104.5507722,3272863.71453371,2050721,NA,104.5507722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3681140,NA
104.552749,3272863.71453371,1881185,NA,104.552749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315550
104.5551986,3272863.71453371,2429930,NA,104.5551986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3277364,NA
104.5567759,3272863.71453371,2660299,NA,104.5567759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312499,NA
104.5638146,3272863.71453371,1629951,NA,104.5638146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500861
104.5655473,3272863.71453371,2214636,NA,104.5655473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387635,NA
104.5717628,3272863.71453371,1837882,NA,104.5717628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3631837
104.5731824,3272863.71453371,2081492,NA,104.5731824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479069
104.5755464,3272863.71453371,1203653,NA,104.5755464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3656146,NA
104.585339,3272863.71453371,1812253,NA,104.585339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3386353,NA
104.5890235,3272863.71453371,1435623,NA,104.5890235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3301233,NA
104.5899104,3272863.71453371,1461503,NA,104.5899104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3346769,NA
104.6050392,3272863.71453371,1610532,NA,104.6050392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4081883
104.6189699,3272863.71453371,1773410,NA,104.6189699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3470767,NA
104.6202106,3272863.71453371,1349180,NA,104.6202106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3718287,NA
104.6205497,3272863.71453371,2185845,NA,104.6205497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3375322
104.6208415,3272863.71453371,1394917,NA,104.6208415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4279674
104.6284651,3272863.71453371,1366494,NA,104.6284651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3779118,NA
104.6625152,3272863.71453371,2037636,NA,104.6625152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4141015
104.6779466,3272863.71453371,2089210,NA,104.6779466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3399083,NA
104.678162,3272863.71453371,2181657,NA,104.678162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408278
104.6786582,3272863.71453371,1725148,NA,104.6786582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3520854
104.685411,3272863.71453371,2090178,NA,104.685411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300694
104.6875435,3272863.71453371,1876840,NA,104.6875435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3277781
104.6907512,3272863.71453371,1568579,NA,104.6907512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3488810,NA
104.6988815,3272863.71453371,1886310,NA,104.6988815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521961,NA
104.7097842,3272863.71453371,1429972,NA,104.7097842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3934228
104.710793,3272863.71453371,1194164,NA,104.710793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3381161,NA
104.719428,3272863.71453371,1411986,NA,104.719428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275400,NA
104.7227981,3272863.71453371,1601401,NA,104.7227981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3398195
104.7261038,3272863.71453371,1578270,NA,104.7261038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3353459
104.7261672,3272863.71453371,1239946,NA,104.7261672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3458611
