"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3604.csv","Sample2_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3610.csv","Sample3_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3616.csv","Sample4_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3606.csv","Sample5_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3612.csv","Sample6_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3618.csv","Sample7_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3624.csv","Sample8_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3630.csv","Sample9_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3636.csv","Sample10_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3642.csv","Sample11_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3648.csv","Sample12_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3654.csv","Sample13_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3658.csv","Sample14_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3664.csv","Sample15_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3670.csv","Sample16_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3660.csv","Sample17_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3666.csv","Sample18_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3672.csv","Sample19_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3676.csv","Sample20_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3682.csv","Sample21_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3688.csv","Sample22_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3678.csv","Sample23_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3684.csv","Sample24_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3690.csv","Sample25_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3694.csv","Sample26_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3700.csv","Sample27_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3706.csv","Sample28_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3696.csv","Sample29_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3702.csv","Sample30_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3708.csv"
0,109.029512226522,0.0856077,110.036779238,"C_6 H_6 O_2","C6H6O2","C_6 H_5 O_2",1,6,1,0.333,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534994.58122851,1622375,109.029512226522,0.0419337502380809,3,0.5,0.6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,NA,NA,3221039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689458,2902651
0,111.000630968211,0.9354786,112.007802619,"C_5 H_5 O_1 P_1","C5H5OP","C_5 H_4 O_1 P_1",1,5,1,0.2,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535766.03042444,1471462.5,111.000630968211,0.677162374607076,2,0.67,0.71,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,3002154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975564,NA,NA,NA,NA,NA,NA,NA
0,112.004057998122,0.3678304,113.011292861,"C_4 H_3 O_3 N_1","C4H3NO3","C_4 H_2 O_3 N_1",1,4,0.75,0.75,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536151.84305567,1848267.5,112.004057998122,0.415410182762819,2,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2652771,NA,NA,NA,NA,NA,NA,NA,NA,2588452,NA,NA,NA,NA
0,113.02441591852,0.0132156,114.031693857,"C_5 H_6 O_3","C5H6O3","C_5 H_5 O_3",1,5,1.2,0.6,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536537.71438767,1888911.81818182,113.02441591852,0.116455626510639,11,0,0.43,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868983,NA,2639903,NA,3515150,NA,2978793,2969002,2927101,3298656,NA,2884451,NA,NA,NA,2834794,NA,2886700,2820973
0,115.003698964488,0.1458483,116.010958476,"C_4 H_4 O_4","C4H4O4","C_4 H_3 O_4",2,4,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537309.63318966,1889111.75,115.003698964488,0.391852614143852,4,0,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2798802,NA,NA,NA,NA,2811131,NA,NA,NA,NA,NA,2893131,NA,2565243,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,119.050237778011,0.0034067,120.057514619,"C_8 H_8 O_1","C8H8O","C_8 H_7 O_1",1,8,1,0.125,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538854.17559578,1584713.66666667,119.050237778011,0.0924908278949352,3,0.57,0.6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,FALSE,NA,NA,NA,3745745,NA,NA,2721659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,120.045488016677,0.0068152,121.052763623,"C_7 H_7 O_1 N_1","C7H7NO","C_7 H_6 O_1 N_1",6,7,1,0.143,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539240.45808323,1681329.93333333,120.045488015333,0.0170888261657312,30,0.6,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,5193036,6060240,4968354,4515263,3681296,3965386,12362757,10721631,10733206,11729988,11625184,11140025,19803644,20180286,18267268,15804984,15077601,15432600,20699234,17420580,17817604,11760940,12393727,11438152,11519109,10091682,11666845,14762518,14720084,12850889
-3,121.029502966268,0.0013111,122.036779238,"C_7 H_6 O_2","C7H6O2","C_7 H_5 O_2",5,7,0.857,0.286,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539626.79934292,1577929.16666667,121.029502965064,0.00552195189473954,30,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,501.44,-75.97,33.2,-47.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1363583726952,180.047993617801,136.918727579318,NA,NA,17,FALSE,NA,1220886784,1226390656,1327710080,1204108672,1210662912,1294678912,1158234112,1202142464,1322729088,1266368512,1151549056,1239105408,1690254848,1760771328,1689992320,1315126784,1400717440,1324826496,1442660352,1729708288,1562591232,867188992,923417792,976830464,947993664,923417728,927939968,1254309376,1357332480,1284324992
-1,122.032859439443,0.0146131,123.040134073,"C_6 H_6 O_2 C13_1","C7H6O2","C_6 H_5 O_2 C13_1",5,7,0.857,0.286,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540013.1993838,1554957.03333333,122.032859438058,0.00533031160373948,30,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,36.26,-75.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1363583726952,180.047993617801,NA,NA,NA,17,FALSE,NA,84820216,87948408,97402696,87301480,88661944,92404592,84639664,86138120,96575032,92717040,82083464,90783592,121028000,128105704,122190888,93625824,99573896,98721600,105070608,121569488,114040744,60563672,65969316,72286192,70032432,68533328,67845448,91102656,99082240,91922032
0,122.037628697027,0.0903166,123.044916242,"C_3 H_10 O_2 N_1 P_1","C3H10NO2P","C_3 H_9 O_2 N_1 P_1",1,3,3.333,0.667,3,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540013.1993838,1638539,122.037628697027,0.697038664870883,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,2631545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2587645,NA
-1,123.033748389727,0.0064334,124.041025619,"C_7 H_6 O_1 O18_1","C7H6O2","C_7 H_5 O_1 O18_1",5,7,0.857,0.286,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540399.65821481,1680554.56666667,123.033748388149,0.0374731601129879,30,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.92,NA,NA,-47.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.918727579318,NA,NA,17,FALSE,NA,6142165,5435472,5243170,4699452,3938193,4086082,4136327,3765983,4517390,5048774,4700767,4577602,6952311,7627963,6147070,4068792,5145700,4965658,5510119,7410853,5424002,3345074,3130747,4709832,4558852,4348197,3456288,4097172,5054933,3785285
-1,123.036213534167,0.0085293,124.043488908,"C_5 H_6 O_2 C13_2","C7H6O2","C_5 H_5 O_2 C13_2",5,7,0.857,0.286,5,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540399.65821481,1753378.56,123.036213532048,0.0578971365562534,25,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.4,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.047993617801,NA,NA,NA,17,FALSE,NA,3157461,2701392,3886369,3116348,3588753,4251458,2603911,4149215,3884558,3138757,3261535,3423554,4590967,4364987,3098622,NA,3818596,NA,3626983,4988581,3959938,NA,NA,3680712,2910467,3356965,NA,3770516,2631636,3116101
0,125.097188502228,0.0024979,126.104464619,"C_8 H_14 O_1","C8H14O","C_8 H_13 O_1",2,8,1.75,0.125,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541172.752283,1683184.36,125.097188498987,0.0241798165324831,25,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,NA,5202061,3520002,4673236,NA,NA,NA,3306810,3819154,3119036,5341049,3623441,5059835,NA,2581611,NA,9890155,11015192,9323214,6741405,7266391,6349620,12052583,11552811,9404283,8552373,7867353,7867605,8415558,6772615,8537588
0,129.019331728714,0.0024303,130.026608476,"C_5 H_6 O_4","C5H6O4","C_5 H_5 O_4",2,5,1.2,0.8,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542719.64629462,1676013.66666667,129.019331728714,0.00625368075281413,6,0,0.33,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3481863,3286942,3860625,7923887,7506933,7164726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,134.061137739548,0.0040572,135.068413623,"C_8 H_9 O_1 N_1","C8H9NO","C_8 H_8 O_1 N_1",6,8,1.125,0.125,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544654.58806374,1480462.55555556,134.061137721604,0.05881611467851,9,0.5,0.54,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2816198,NA,NA,3246698,2699698,2827249,NA,NA,NA,3185392,2680227,3292285,NA,NA,NA,3388671,NA,NA,2765456,NA,NA
0,135.04515364647,0.0061741,136.052429238,"C_8 H_8 O_2","C8H8O2","C_8 H_7 O_2",5,8,1,0.25,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545041.7530744,1387780.5,135.04515364647,0.0543182796653413,8,0.5,0.57,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975430,2948445,3204180,4116586,3472818,NA,NA,3281768,NA,NA,3189923,NA,NA,NA,NA,NA,NA,NA,NA,NA,2696762
0,137.024420099699,0.0193724,138.031693857,"C_7 H_6 O_3","C7H6O3","C_7 H_5 O_3",2,7,0.857,0.429,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545816.25982425,1364261.75,137.024420040008,0.0608779527361001,4,0.5,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2552062,NA,NA,NA,NA,NA,NA,NA,NA,6667423,5396194,5029193
0,138.019666120472,0.0022226,139.026942861,"C_6 H_5 O_3 N_1","C6H5NO3","C_6 H_4 O_3 N_1",1,6,0.833,0.5,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546203.60158136,1513988.16666667,138.019666120472,0.11787412900265,6,0.5,0.71,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,2902610,NA,2574160,NA,NA,NA,NA,NA,2650223,NA,3330512,NA,NA,NA,2873402,NA,NA,NA,2691031,NA,NA,NA,NA,NA,NA,NA,NA
0,139.112835511149,0.0190979,140.120114619,"C_9 H_16 O_1","C9H16O","C_9 H_15 O_1",2,9,1.778,0.111,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546591.00227189,1470529,139.112835511149,0.0379763057481948,3,0.12,0.18,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3102970,NA,NA,NA,NA,NA,NA,NA,NA,NA,2826200,2743986,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,141.038041821783,0.5747039,142.045236619,"C_7 H_10 O_1 S_1","C7H10OS","C_7 H_9 O_1 S_1",1,7,1.429,0.143,7,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547365.98048903,1334667.5,141.038041821783,0.64424619216598,2,0.2,0.27,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,NA,NA,2923661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,142.123734083673,0.0217144,143.131013623,"C_8 H_17 O_1 N_1","C8H17NO","C_8 H_16 O_1 N_1",1,8,2.125,0.125,8,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547753.5580336,1628591.66666667,142.123734083673,0.063955863417319,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2912253,2812083,NA,NA,NA,4047949,NA,2580832,2566041,NA,NA,NA,2663276,NA
0,145.065876315133,0.0812743,146.073164619,"C_10 H_10 O_1","C10H10O","C_10 H_9 O_1",1,10,1,0.1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548916.64451889,1198646.5,145.065876315133,0.0653167451145454,2,0.56,0.58,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,FALSE,NA,3140355,NA,NA,NA,NA,2648950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,146.061136666518,0.0035698,147.068413623,"C_9 H_9 O_1 N_1","C9H9NO","C_9 H_8 O_1 N_1",2,9,1,0.111,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549304.45799444,1384240.625,146.061136662726,0.0248466143483538,24,0.57,0.6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,FALSE,NA,NA,NA,NA,NA,NA,NA,9218041,8301906,7491208,12056632,12254931,10135469,19135984,19897648,18979958,7833131,9021652,8656779,13035605,14262552,13832183,4462880,4278514,4215867,6913144,6008982,5682576,5772809,5273672,7165628
0,148.076784684233,0.016816,149.084063623,"C_9 H_11 O_1 N_1","C9H11NO","C_9 H_10 O_1 N_1",6,9,1.222,0.111,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550080.26197005,1344054.5,148.07678467906,0.0609958173676186,20,0.43,0.47,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3826158,NA,2666195,2700144,NA,3405459,3457489,3707162,3997383,3027309,3286052,5803243,4153780,4915349,2848182,3144596,2855126,3292438,NA,3508776,4422311,4191972,4567390
0,149.02441840674,0.0065386,150.031693857,"C_8 H_6 O_3","C8H6O3","C_8 H_5 O_3",2,8,0.75,0.375,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550468.25248808,1495366.09090909,149.024418397923,0.0483795764423445,11,0.6,0.69,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,3780128,2909620,4058247,NA,NA,2618555,NA,3179074,3053447,NA,NA,NA,NA,2744872,NA,NA,NA,NA,NA,3118089,2605291,NA,NA,NA,NA,NA,NA,4305660,3259704,NA
0,151.040067252291,0.0011378,152.047343857,"C_8 H_8 O_3","C8H8O3","C_8 H_7 O_3",2,8,1,0.375,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551244.41062946,1382254.7,151.0400672487,0.0592096976179377,20,0.4,0.54,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE,NA,5309149,4591231,6183251,NA,NA,NA,3154350,2904845,4351070,NA,NA,NA,NA,2878713,NA,3289061,3979910,3547455,5649918,4855508,5579193,NA,3814077,2912757,3803705,2569288,NA,5691338,4997635,5750920
0,153.019327501068,0.0294949,154.026608476,"C_7 H_6 O_4","C7H6O4","C_7 H_5 O_4",1,7,0.857,0.571,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552020.80497119,1460121,153.019327424706,0.0293571454624179,2,0.33,0.6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3756213,3219180,NA
0,153.032212615365,0.0482279,154.039496476,"C_4 H_11 O_4 P_1","C4H11O4P","C_4 H_10 O_4 P_1",1,4,2.75,1,4,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552020.80497119,1285981,153.032212615365,0.0524898751299239,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,4095927,4655978,4510271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,156.021912707461,0.4910106,157.029266242,"C_6 H_8 O_2 N_1 P_1","C6H8NO2P","C_6 H_7 O_2 N_1 P_1",1,6,1.333,0.333,6,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553185.83951666,1244589.5,156.021912707461,0.552462888822698,2,0,0.33,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,NA,NA,NA,NA,NA,2998857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2639802,NA,NA,NA
0,157.087017242694,0.0011575,158.094293857,"C_8 H_14 O_3","C8H14O3","C_8 H_13 O_3",3,8,1.75,0.375,8,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553574.3025432,1336628.5,157.087017242694,0.100720794745898,10,0,0.08,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,FALSE,NA,3550683,NA,3261583,NA,NA,3132669,2729180,3115586,5019590,NA,NA,3271746,NA,3978823,2974116,NA,4010410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,157.12340700236,0.026535,158.130679238,"C_9 H_18 O_2","C9H18O2","C_9 H_17 O_2",12,9,2,0.222,9,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553574.3025432,1365369.07142857,157.12340700236,0.0424840141946093,14,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,FALSE,NA,3428833,4004285,6470806,NA,NA,3098883,2900193,2682440,8827852,3783975,NA,6153288,NA,2955854,NA,NA,11199920,NA,NA,4683283,NA,NA,NA,NA,2882945,3265907,NA,NA,NA,NA
