"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.3","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3454.csv","Sample2_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3462.csv","Sample3_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3470.csv","Sample4_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3456.csv","Sample5_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3464.csv","Sample6_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3592.csv","Sample7_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S1_1-1-6_1_3480.csv","Sample8_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S1_1-1-6_1_3488.csv","Sample9_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S1_1-1-6_1_3496.csv","Sample10_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S2_1-1-7_1_3482.csv","Sample11_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S2_1-1-7_1_3490.csv","Sample12_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S2_1-1-7_1_3498.csv","Sample13_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S3_1-1-8_1_3502.csv","Sample14_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S3_1-1-8_1_3510.csv","Sample15_masslistsMGC2102300_LSt_MALSt_FT-ICR-MS_AE-S3_1-1-8_1_3518.csv","Sample16_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-1_1-1-9_1_3504.csv","Sample17_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-1_1-1-9_1_3512.csv","Sample18_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-1_1-1-9_1_3520.csv","Sample19_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-2_1-1-10_1_3506.csv","Sample20_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-2_1-1-10_1_3514.csv","Sample21_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-2_1-1-10_1_3522.csv","Sample22_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-3_1-1-11_1_3528.csv","Sample23_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-3_1-1-11_1_3536.csv","Sample24_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-3_1-1-11_1_3544.csv","Sample25_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-4_1-1-12_1_3530.csv","Sample26_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-4_1-1-12_1_3538.csv","Sample27_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-4_1-1-12_1_3546.csv","Sample28_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-5_1-1-13_1_3532.csv","Sample29_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-5_1-1-13_1_3540.csv","Sample30_masslistsMGC2102301_LSt_MALSt_FT-ICR-MS_AE-5_1-1-13_1_3548.csv"
0,312.156493133493,0.0017307,313.163770107,"C_14 H_23 O_5 N_3","C14H23N3O5","C_14 H_22 O_5 N_3",13,14,1.643,0.357,14,23,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,664882.625,312.1564928542,0.0715404672821559,24,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,FALSE,NA,NA,NA,NA,NA,NA,NA,4849143,4689354,4574618,5855982,4897955,4609770,7935220,10135832,9692899,9105437,11185073,9336749,4825662,5349404,5595365,5155950,5084612,3921959,4937531,4748682,6244242,7162604,8737390,7917328
-1,312.171989031445,0.0166965,313.179270692,"C_16 H_28 O_3 S_1 C13_1","C17H28O3S","C_16 H_27 O_3 S_1 C13_1",16,17,1.647,0.176,16,28,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,631543.833333333,312.171989122961,0.0458369967799585,30,0,0.1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,5.03,-13.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.159668530376,1539.64411203583,NA,NA,NA,758,FALSE,NA,31439138,30652618,32128628,21102908,20152860,15976946,8412667,7183822,7355806,15469297,16534694,18810604,11900150,13584667,11986663,9433121,9399220,8714161,6849089,8036383,7848169,8445041,5125575,4603947,6641470,2958733,5302166,6134512,6566513,6868755
0,312.181655622553,0.0317859,313.188922099,"C_16 H_27 O_5 N_1","C16H27NO5","C_16 H_26 O_5 N_1",19,16,1.688,0.312,16,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,659040.0625,312.181655157746,0.0910418081306758,16,0,0.04,4,0,0,0,0,0,0,1,0,1,1,0,0,0,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,FALSE,NA,NA,NA,NA,6619453,7922206,6511093,NA,NA,2792864,5827316,4648104,5412590,NA,NA,NA,4968483,5847991,4429748,4911683,4845601,3490027,NA,NA,NA,NA,NA,NA,5802738,6206067,6053653
0,312.188795285499,0.4301235,313.195937004,"C_20 H_28 N_1 P_1","C20H28NP","C_20 H_27 N_1 P_1",1,20,1.4,0,20,28,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,755320,312.1887957747,0.247070116271473,7,0.33,0.33,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066,FALSE,NA,NA,NA,NA,NA,NA,NA,2948607,NA,NA,NA,NA,NA,NA,2586911,NA,NA,4332473,4061109,NA,NA,NA,NA,NA,NA,NA,NA,NA,3570420,4231797,4157207
-1,312.189758135391,0.0211911,313.19702793,"C_16 H_28 O_5 C13_1","C17H28O5","C_16 H_27 O_5 C13_1",22,17,1.647,0.294,16,28,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,624459.666666667,312.189757886811,0.0186502105785595,24,0,0.1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,16.93,-26.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6314716355654,308.226794931842,NA,NA,NA,182,FALSE,NA,NA,NA,NA,NA,NA,NA,20577792,21233106,21052834,20450038,22613162,21464816,49009912,46156064,44713708,94457896,95308728,89216952,26034756,26492962,26722540,19299444,20497866,18907182,20825922,22070672,21055386,77941488,81416824,76697368
0,312.192600856131,0.8882507,313.200155488,"C_15 H_27 O_4 N_3","C15H27N3O4","C_15 H_26 O_4 N_3",8,15,1.8,0.267,15,27,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,687621,312.192601879335,0.218037892753774,3,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2596790,NA,NA,NA,NA,NA,NA,NA,NA,NA,2515701,NA,2705176
-1,312.201001100671,0.0517643,313.208261319,"C_15 H_28 O_4 N_2 C13_1","C16H28N2O4","C_15 H_27 O_4 N_2 C13_1",19,16,1.75,0.25,15,28,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,750141.666666667,312.201002162561,0.0217423588453999,3,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.51,10.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.488411847867,NA,NA,NA,NA,75,FALSE,NA,NA,NA,NA,3365185,2900515,4680185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,312.218039915632,0.0283087,313.22530748,"C_17 H_31 O_4 N_1","C17H31NO4","C_17 H_30 O_4 N_1",22,17,1.824,0.235,17,31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,645493.266666667,312.218040171199,0.0622832392672815,15,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,4.12,-118.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.329585037185,NA,NA,NA,NA,249,FALSE,NA,NA,NA,NA,16613701,18547238,18893310,NA,NA,NA,10095356,9350320,10217205,NA,NA,NA,5128236,6388671,5801917,6062666,6602792,7905524,NA,NA,NA,NA,NA,NA,9718523,9204347,9072413
-1,312.226138695086,0.0057976,313.233413311,"C_17 H_32 O_4 C13_1","C18H32O4","C_17 H_31 O_4 C13_1",18,18,1.778,0.222,17,32,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,705092,312.22613861745,0.194379854644584,11,0,0.06,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,86.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.431787848015,NA,NA,NA,NA,74,FALSE,NA,NA,NA,NA,4727111,5374505,5564928,NA,NA,NA,4483838,2583730,2543351,NA,NA,NA,NA,NA,NA,3398219,3266601,2955510,2645115,NA,NA,NA,2428311,NA,NA,NA,NA
-2,312.254419157201,0.0087084,313.261692861,"C_18 H_35 O_3 N_1","C18H35NO3","C_18 H_34 O_3 N_1",31,18,1.944,0.167,18,35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422598.22515304,659934.653846154,312.254419240131,0.0646632354245489,26,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,14.59,-29.64,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2011330998061,63.6949069845701,NA,NA,NA,86,FALSE,NA,4811060,4454619,3841665,134365520,145900080,146819584,20282896,19250656,21020080,61295364,64638136,65947388,NA,NA,NA,3516469,NA,2817990,61686352,57884720,57753852,3370112,4261334,4358206,5842769,3106204,3876776,4934404,6304387,6524709
0,313.023310718568,0.5765044,314.03076819,"C_9 H_14 O_10 S_1","C9H14O10S","C_9 H_13 O_10 S_1",1,9,1.556,1.111,9,14,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423235.18903527,672469.5,313.023312919939,0.415255343205126,2,4,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2508182,NA,NA,NA,NA,NA,NA,NA,2640315,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,313.031406064652,0.1685047,314.038629579,"C_11 H_10 O_9 N_2","C11H10N2O9","C_11 H_9 O_9 N_2",1,11,0.909,0.818,11,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423235.18903527,556121,313.031409776586,0.363012606467795,2,0,0.33,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2920935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2633150,NA,NA
-1,313.078466297416,0.1241222,314.085781714,"C_11 H_22 O_6 S_2","C11H22O6S2","C_11 H_21 O_6 S_2",2,11,2,0.545,11,22,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423235.18903527,658214.285714286,313.078466503657,0.0937407907516546,21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.49,227.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.668124789551,NA,NA,NA,NA,378,TRUE,"C_21 H_15 O_1 P_1",13957599,15448461,19250956,20021752,12313327,3537616,4419296,3092117,2868835,5217210,4674920,3755926,NA,NA,NA,NA,NA,NA,4612852,4645075,4694473,24116498,4044393,4567286,10708999,5240374,6543457,NA,NA,NA
0,313.082961171965,0.1066541,314.090271103,"C_16 H_14 O_5 N_2","C16H14N2O5","C_16 H_13 O_5 N_2",5,16,0.875,0.312,16,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423235.18903527,704422.4,313.08296121132,0.378284588228375,5,0.44,0.57,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,FALSE,NA,NA,NA,NA,NA,NA,NA,2640609,NA,NA,NA,NA,2492311,NA,NA,3762137,3207423,NA,NA,NA,NA,NA,NA,NA,NA,NA,2426423,NA,NA,NA,NA
0,313.087754396838,0.8496983,314.095297714,"C_11 H_23 O_6 S_1 P_1","C11H23O6PS","C_11 H_22 O_6 S_1 P_1",1,11,2.091,0.545,11,23,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423235.18903527,592680.5,313.087751912882,0.693344629790194,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,FALSE,NA,NA,NA,NA,2482681,NA,NA,NA,NA,2737765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
