"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2101810_LSt_MA_FTMS_PB_4_01_1-2-13_1_21358.csv","Sample2_masslistsMGC2101810_LSt_MA_FTMS_PB_4_02_1-2-13_1_21368.csv","Sample3_masslistsMGC2101810_LSt_MA_FTMS_PB_4_03_1-2-13_1_21378.csv","Sample4_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_01_1-2-35_1_21574.csv","Sample5_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_02_1-2-35_1_21582.csv","Sample6_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_03_1-2-35_1_21590.csv","Sample7_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_01_1-2-33_1_21544.csv","Sample8_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_02_1-2-33_1_21554.csv","Sample9_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_03_1-2-33_1_21564.csv","Sample10_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_01_1-2-32_1_21542.csv","Sample11_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_02_1-2-32_1_21552.csv","Sample12_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_03_1-2-32_1_21562.csv","Sample13_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_01_1-2-37_1_21600.csv","Sample14_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_02_1-2-37_1_21608.csv","Sample15_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_03_1-2-37_1_21616.csv"
0,111.08154273182,0.0405393,112.088814619,"C_7 H_12 O_1","C7H12O","C_7 H_11 O_1",9,7,1.714,0.143,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3276674.47499059,1896802.66666667,111.081544008254,0.0324480073187524,6,0.17,0.23,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,FALSE,NA,3526079,NA,NA,NA,NA,NA,5555078,3914465,5156636,NA,NA,NA,3738492,4669176,NA
0,119.050229770369,0.0701081,120.057514619,"C_8 H_8 O_1","C8H8O","C_8 H_7 O_1",8,8,1,0.125,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281762.39192043,1762943.8,119.050232537933,0.0273347156952921,10,0.57,0.6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,FALSE,NA,NA,NA,NA,NA,NA,3422490,6336965,5112470,6749275,5280121,6316272,7025161,4872244,5539941,4019000
-2,121.029497904451,0.0401682,122.036779238,"C_7 H_6 O_2","C7H6O2","C_7 H_5 O_2",19,7,0.857,0.286,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283035.60510482,1571047.66666667,121.029500679483,0.0216253727745061,15,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,117.32,-157.44,NA,-22.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.054455450684,NA,12.7554446653978,NA,NA,29,FALSE,NA,149472304,93881064,64742332,234685328,143868992,140756144,554845504,625754688,658915328,987055360,999506560,818824128,96430024,133734864,75069616
0,121.065886397832,0.0146633,122.073164619,"C_8 H_10 O_1","C8H10O","C_8 H_9 O_1",7,8,1.25,0.125,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283035.60510482,1722103.08333333,121.065889557316,0.0356300299829905,12,0.43,0.47,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,FALSE,NA,NA,NA,NA,4091285,3351616,3590321,8511837,6082603,7272435,8199442,7662213,8472482,9399242,12802508,4774830
-1,122.032858649624,0.0081924,123.040134073,"C_6 H_6 O_2 C13_1","C7H6O2","C_6 H_5 O_2 C13_1",19,7,0.857,0.286,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283672.39692147,1569059.33333333,122.032861452277,0.0266287165896127,15,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,7.73,-157.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.054455450684,NA,NA,NA,NA,29,FALSE,NA,10276858,6688952,5787535,14089062,10674195,10124418,35587372,40989180,41889732,61031652,67084884,52622196,6865306,9763206,7494767
0,122.0611400111,0.0229141,123.068413623,"C_7 H_9 O_1 N_1","C7H9NO","C_7 H_8 O_1 N_1",5,7,1.286,0.143,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283672.39692147,1765170.8,122.061143131004,0.0374004310704392,5,0.4,0.45,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,FALSE,NA,NA,NA,NA,NA,NA,NA,3424044,NA,NA,3585762,3849811,NA,4687769,7641477,NA
0,123.008759447659,0.0643304,124.016043857,"C_6 H_4 O_3","C6H4O3","C_6 H_3 O_3",20,6,0.667,0.5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284309.31225302,1772715.5,123.008762401054,0.0613324202251146,2,0.67,0.78,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4038727,NA,4622148,NA
-1,123.033750574167,0.0111818,124.041025619,"C_7 H_6 O_1 O18_1","C7H6O2","C_7 H_5 O_1 O18_1",19,7,0.857,0.286,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284309.31225302,1838434,123.033754769783,0.0427766097370931,2,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.19,NA,NA,-22.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7554446653978,NA,NA,29,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3834037,3954724,NA,NA,NA,NA
0,123.045157585619,0.038524,124.052429238,"C_7 H_8 O_2","C7H8O2","C_7 H_7 O_2",13,7,1.143,0.286,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284309.31225302,1636918.77777778,123.045160772449,0.0264473943816631,9,0.4,0.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,FALSE,NA,NA,NA,NA,NA,3405542,NA,5747455,6241227,5594005,10764469,10228259,10106694,11930474,17551682,NA
0,123.081531113318,0.0570076,124.088814619,"C_8 H_12 O_1","C8H12O","C_8 H_11 O_1",6,8,1.5,0.125,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284309.31225302,1612980.23076923,123.081533693446,0.0764543232169915,13,0.29,0.33,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,FALSE,NA,3701195,3357322,5128033,NA,3506916,NA,9649405,10066377,8886163,8114355,7435810,7400260,8472424,13027647,4684334
0,124.040401813971,3.2e-05,125.047678242,"C_6 H_7 O_2 N_1","C6H7NO2","C_6 H_6 O_2 N_1",15,6,1.167,0.333,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284946.35112343,1616798.11111111,124.040405558637,0.0506442381839317,9,0.33,0.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,NA,NA,NA,NA,NA,3363772,NA,5112531,NA,3622249,7059594,9295350,7552795,7556925,10179841,3752949
0,124.076782522223,0.0373269,125.084063623,"C_7 H_11 O_1 N_1","C7H11NO","C_7 H_10 O_1 N_1",8,7,1.571,0.143,7,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284946.35112343,1565559.25,124.07678530667,0.0746089904347771,4,0.2,0.27,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,FALSE,NA,NA,NA,NA,NA,NA,NA,3625425,NA,NA,NA,NA,3856665,3557436,5138687,NA
0,125.024419716406,0.018178,126.031693857,"C_6 H_6 O_3","C6H6O3","C_6 H_5 O_3",16,6,1,0.5,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285583.51355665,1541210.9,125.024422685085,0.0384635808607829,10,0.33,0.56,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,NA,NA,NA,NA,4059876,NA,NA,6114986,5308788,6738752,8943713,9604556,11017970,11397908,15624389,4938175
0,125.060799582781,0.0255735,126.068079238,"C_7 H_10 O_2","C7H10O2","C_7 H_9 O_2",8,7,1.429,0.286,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285583.51355665,1592076,125.060802479721,0.0529994701204938,10,0.2,0.33,3,0,0,0,1,0,1,0,0,0,0,0,0,0,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,FALSE,NA,4100985,NA,NA,NA,NA,NA,8679592,9522546,9402174,14451808,12042699,11640561,12385042,14706883,4698045
-1,125.097183954111,0.0335674,126.104464619,"C_8 H_14 O_1","C8H14O","C_8 H_13 O_1",9,8,1.75,0.125,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3285583.51355665,1523811.93333333,125.097186276025,0.0207292682021986,15,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,31.4,-23.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.2439742402758,NA,NA,NA,NA,45,FALSE,NA,117195640,123257400,129991440,48526048,47481744,45810680,234865824,210583920,201015104,51078240,50758088,50529008,82224912,123232448,30980026
0,126.019668147376,0.0135247,127.026942861,"C_5 H_5 O_3 N_1","C5H5NO3","C_5 H_4 O_3 N_1",20,5,1,0.6,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286220.79957667,1568390.5,126.019671379265,0.0906149978741642,2,0,0.6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3649957,NA,NA,4890253,NA
0,126.056048230342,0.0281749,127.063328242,"C_6 H_9 O_2 N_1","C6H9NO2","C_6 H_8 O_2 N_1",19,6,1.5,0.333,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286220.79957667,1662696.33333333,126.056051562018,0.0272767937264512,6,0,0.25,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE,NA,NA,NA,NA,NA,NA,NA,3884162,NA,NA,3450426,3867556,4254924,4048620,3828875,NA
-1,126.1005387196,0.0338532,127.107819454,"C_7 H_14 O_1 C13_1","C8H14O","C_7 H_13 O_1 C13_1",9,8,1.75,0.125,7,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286220.79957667,1574732.69230769,126.100540780425,0.0259723364607478,13,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-23.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.2439742402758,NA,NA,NA,NA,45,FALSE,NA,10217299,10852886,11303660,5148348,NA,4320723,19920000,17738058,16060183,4383289,4515234,4353738,7542506,11978889,NA
0,127.076456336249,0.0275601,128.083729238,"C_7 H_12 O_2","C7H12O2","C_7 H_11 O_2",7,7,1.714,0.286,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286858.20920744,1546801.35714286,127.076458865858,0.0440753544219256,14,0,0.17,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,FALSE,NA,3892018,3586038,4411596,3895962,NA,4339633,6554719,7592231,6963445,4908567,6927743,6876840,4083399,8308823,3541338
0,127.112842190621,0.0312441,128.120114619,"C_8 H_16 O_1","C8H16O","C_8 H_15 O_1",2,8,2,0.125,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286858.20920744,1653759.5,127.112844104141,0.0439914243514843,10,0,0.07,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,FALSE,NA,4922161,4382197,4058827,NA,NA,NA,7301213,6189862,6656756,NA,4155262,3682983,3372230,3582037,NA
0,128.035317931072,0.0116396,129.042592861,"C_5 H_7 O_3 N_1","C5H7NO3","C_5 H_6 O_3 N_1",1,5,1.4,0.6,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287495.74247295,1636216.5,128.035321544116,0.00907813069418567,2,0,0.2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3306198,NA,NA,NA,NA,4947498,NA
0,128.10808254463,0.0359911,129.115363623,"C_7 H_15 O_1 N_1","C7H15NO","C_7 H_14 O_1 N_1",5,7,2.143,0.143,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287495.74247295,1541938,128.108084705125,0.0275844916201792,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,FALSE,NA,10063634,9414104,9617069,NA,NA,NA,19876926,17578246,16748244,5503991,5516638,6446729,8271526,12253223,5026095
0,129.019329439053,0.0200344,130.026608476,"C_5 H_6 O_4","C5H6O4","C_5 H_5 O_4",17,5,1.2,0.8,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288133.39939716,1555957.57142857,129.019333113347,0.0301417425285795,7,0,0.33,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,NA,3493413,NA,4850875,5687262,6510916,6179440,6980237,9001986,NA
0,129.055721630715,0.0323305,130.062993857,"C_6 H_10 O_3","C6H10O3","C_6 H_9 O_3",16,6,1.667,0.5,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288133.39939716,1603766.46153846,129.055724064693,0.0459669848608235,13,0,0.11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,NA,3502329,3315648,3373205,3318368,NA,NA,6012964,7848171,5216954,7713757,7044419,7233135,7731852,11155456,3653388
0,129.092098258033,0.0349579,130.099379238,"C_7 H_14 O_2","C7H14O2","C_7 H_13 O_2",17,7,2,0.286,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288133.39939716,1576726.5,129.092100414432,0.0322701834185526,12,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,FALSE,NA,4590328,4349375,5832340,3652191,NA,NA,13399075,12110058,12250809,5345244,5338434,4423790,6584971,12353535,NA
0,131.034979743235,0.0174262,132.042258476,"C_5 H_8 O_4","C5H8O4","C_5 H_7 O_4",18,5,1.6,0.8,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289409.08431771,1448496,131.034983587284,0.0485696949585711,5,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5289394,3507990,4092996,4886112,5290946,NA
0,131.046260597818,0.3420128,132.053491865,"C_4 H_8 O_3 N_2","C4H8N2O3","C_4 H_7 O_3 N_2",1,4,2,0.75,4,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289409.08431771,1363164.5,131.046263975339,0.622598697041672,2,3,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332801,3327186
0,131.0502383054,0.0008936,132.057514619,"C_9 H_8 O_1","C9H8O","C_9 H_7 O_1",8,9,0.889,0.111,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289409.08431771,1531715,131.050241546675,0.0188787014573291,2,0.62,0.65,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3802720,4501953,NA
0,131.071369443137,0.0152788,132.078643857,"C_6 H_12 O_3","C6H12O3","C_6 H_11 O_3",6,6,2,0.5,6,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289409.08431771,1553251,131.071371597553,0.0342502006091183,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,NA,NA,NA,NA,NA,NA,NA,3615736,NA,NA,NA,NA,NA,NA,3902400,NA
0,133.029505415777,0.0194648,134.036779238,"C_8 H_6 O_2","C8H6O2","C_8 H_5 O_2",14,8,0.75,0.25,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290685.26416099,1712887,133.029509144592,0.0130621482254548,2,0.67,0.71,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5068697,NA,NA,NA,4387740,NA
0,133.065888951675,0.0056984,134.073164619,"C_9 H_10 O_1","C9H10O","C_9 H_9 O_1",8,9,1.111,0.111,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290685.26416099,1492262.22222222,133.065892287385,0.0372206170759524,9,0.5,0.53,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,FALSE,NA,NA,NA,NA,NA,NA,NA,4699103,3895460,4519541,6547353,7003388,6875691,7510598,12361628,3803312
0,134.061140896478,0.0274305,135.068413623,"C_8 H_9 O_1 N_1","C8H9NO","C_8 H_8 O_1 N_1",4,8,1.125,0.125,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3291323.53973867,1487412.66666667,134.061144568357,0.0584495993929271,3,0.5,0.54,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950996,NA,3381286,NA,6530964,NA
0,135.045156642931,0.0282024,136.052429238,"C_8 H_8 O_2","C8H8O2","C_8 H_7 O_2",19,8,1,0.25,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3291961.93911904,1474416,135.045159891334,0.0258079873257382,14,0.5,0.57,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,NA,3983739,3635792,6051352,5731022,5597995,9356250,8581279,8313456,10511252,12167415,12077606,11609665,17911700,4502698
0,135.08153242603,0.0423327,136.088814619,"C_9 H_12 O_1","C9H12O","C_9 H_11 O_1",7,9,1.333,0.111,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3291961.93911904,1461589.9,135.081536008969,0.0332179737513777,10,0.38,0.41,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,FALSE,NA,NA,NA,NA,NA,3547086,NA,7476186,7065759,6902385,9614228,8902903,10064422,9383489,13662100,4638378
0,136.040404478938,0.019475,137.047678242,"C_7 H_7 O_2 N_1","C7H7NO2","C_7 H_6 O_2 N_1",8,7,1,0.286,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292600.46232613,1439680,136.040408659912,0.0372519619512547,8,0.5,0.6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,NA,NA,NA,NA,NA,3486419,NA,4439008,NA,3348598,6413209,5223677,7693868,6023750,8304541,NA
0,136.076775047488,0.088588,137.084063623,"C_8 H_11 O_1 N_1","C8H11NO","C_8 H_10 O_1 N_1",5,8,1.375,0.125,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292600.46232613,1524476.42857143,136.076778295894,0.0521635493114326,7,0.33,0.38,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4400293,NA,4839322,4110077,4198444,4032071,5919645,3317425
0,137.024412043059,0.038991,138.031693857,"C_7 H_6 O_3","C7H6O3","C_7 H_5 O_3",20,7,0.857,0.429,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3293239.10938394,1395989.42857143,137.02441506101,0.047797842789493,14,0.5,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,4150978,3662218,4157023,3438120,3535582,NA,6796267,5352624,6872705,10216356,10639624,10203702,11200082,17919916,4438208
0,137.060795431345,0.0534157,138.068079238,"C_8 H_10 O_2","C8H10O2","C_8 H_9 O_2",13,8,1.25,0.25,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3293239.10938394,1449040.91666667,137.060799137234,0.0411154746595579,12,0.33,0.43,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,FALSE,NA,NA,NA,NA,4761129,5085918,4632380,7832555,8292529,8021634,12870565,14076168,13388343,14437970,18964398,4628673
0,137.097181130956,0.0510918,138.104464619,"C_9 H_14 O_1","C9H14O","C_9 H_13 O_1",6,9,1.556,0.111,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3293239.10938394,1497105.64285714,137.097183918805,0.0484581979441228,14,0.25,0.29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,FALSE,NA,4895427,4705675,5277280,3690537,3657439,NA,12592108,10856625,10266242,6706086,7960841,7804472,7546451,12662702,4562625
