"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2101810_LSt_MA_FTMS_PB_4_01_1-2-13_1_21358.csv","Sample2_masslistsMGC2101810_LSt_MA_FTMS_PB_4_02_1-2-13_1_21368.csv","Sample3_masslistsMGC2101810_LSt_MA_FTMS_PB_4_03_1-2-13_1_21378.csv","Sample4_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_01_1-2-35_1_21574.csv","Sample5_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_02_1-2-35_1_21582.csv","Sample6_masslistsMGC2101826_LSt_MA_FTMS_NSW_B1_03_1-2-35_1_21590.csv","Sample7_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_01_1-2-33_1_21544.csv","Sample8_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_02_1-2-33_1_21554.csv","Sample9_masslistsMGC2101826_LSt_MA_FTMS_NSW_B2_03_1-2-33_1_21564.csv","Sample10_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_01_1-2-32_1_21542.csv","Sample11_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_02_1-2-32_1_21552.csv","Sample12_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B1_03_1-2-32_1_21562.csv","Sample13_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_01_1-2-37_1_21600.csv","Sample14_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_02_1-2-37_1_21608.csv","Sample15_masslistsMGC2101828_LSt_MA_FTMS_NSWpH2_B2_03_1-2-37_1_21616.csv"
-1,424.169395794171,0.0333508,425.176686406,"C_20 H_28 O_9 C13_1","C21H28O9","C_20 H_27 O_9 C13_1",32,21,1.333,0.429,20,28,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479976.11513648,430313.5,424.169404221284,0.0715367246418785,12,0,0.21,8,0,0,0,1,0,1,0,0,0,0,0,0,0,4.32,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.0625922340477,NA,NA,NA,NA,309,FALSE,NA,NA,NA,NA,18295380,21343346,18294972,10318223,9718629,8326511,18194828,16406360,18605122,14325382,20797712,5731158
0,424.197702427478,0.0303454,425.204965956,"C_21 H_31 O_8 N_1","C21H31NO8","C_21 H_30 O_8 N_1",12,21,1.476,0.381,21,31,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479976.11513648,511759.6,424.197711288027,0.12396336675541,10,0,0.12,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,FALSE,NA,NA,NA,NA,3730013,4193402,4458693,4137366,NA,4562294,4563347,3778399,4396104,4093581,4962584,NA
0,424.201062192822,0.001571,425.208337956,"C_18 H_35 O_8 N_1 S_1","C18H35NO8S","C_18 H_34 O_8 N_1 S_1",1,18,1.944,0.444,18,35,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479976.11513648,484314.5,424.201072985231,0.105438800722886,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4452756,NA,4240457,NA,NA,NA
-1,424.205797916169,0.0060229,425.213071787,"C_21 H_32 O_8 C13_1","C22H32O8","C_21 H_31 O_8 C13_1",32,22,1.455,0.364,21,32,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479976.11513648,449204.818181818,424.205807044282,0.0827255865415599,11,0,0.17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,2.1,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.587703380901,NA,NA,NA,NA,198,FALSE,NA,NA,NA,NA,8571488,6507645,9095368,5325208,5020527,6274424,7512469,8197985,7693385,6280847,9885978,NA
0,424.234040987011,0.0797618,425.241351337,"C_22 H_35 O_7 N_1","C22H35NO7","C_22 H_34 O_7 N_1",21,22,1.591,0.318,22,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479976.11513648,493932.625,424.234046694138,0.136622711415927,8,0,0.09,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,FALSE,NA,NA,3587181,NA,NA,NA,3651793,6631839,6466422,6122879,3987868,NA,NA,4396693,6084897,NA
0,424.245391830785,0.1964385,425.252584726,"C_21 H_35 O_6 N_3","C21H35N3O6","C_21 H_34 O_6 N_3",1,21,1.667,0.286,21,35,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3479976.11513648,510432.5,424.245398898271,0.0397941450493874,2,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3537785,NA,NA,NA,NA,NA,3725604,NA
0,425.037841140541,0.7980023,426.044777587,"C_18 H_10 O_9 N_4","C18H10N4O9","C_18 H_9 O_9 N_4",1,18,0.556,0.5,18,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,451490,425.037853900493,0.0252954232529086,3,0.6,0.79,16,1,0,1,0,0,0,0,0,0,0,0,0,0,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,FALSE,NA,NA,NA,NA,11430765,10579327,11782616,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,425.058082170708,0.1914917,426.06544019,"C_15 H_22 O_10 S_2","C15H22O10S2","C_15 H_21 O_10 S_2",1,15,1.467,0.667,15,22,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,487384.666666667,425.058093273964,0.105409280382095,3,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,TRUE,"C_25 H_15 O_5 P_1",NA,NA,NA,NA,NA,NA,6607462,5639240,5520971,NA,NA,NA,NA,NA,NA
0,425.072529543432,0.0456558,426.079825428,"C_18 H_18 O_12","C18H18O12","C_18 H_17 O_12",28,18,1,0.667,18,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,475847.4,425.072535298694,0.0721141345441286,5,0,0.33,10,0,0,0,1,1,0,0,0,0,0,0,0,0,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11919988,8566818,10224885,7993177,10836467,NA
0,425.073865565991,0.049216,426.081162968,"C_19 H_14 O_8 N_4","C19H14N4O8","C_19 H_13 O_8 N_4",1,19,0.737,0.421,19,14,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,538925,425.073876810404,0.0347311853936397,2,0.43,0.64,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655,TRUE,"C_29 H_15 O_2 P_1",NA,NA,NA,NA,NA,NA,4457065,NA,3907151,NA,NA,NA,NA,NA,NA
0,425.083778825806,0.008355,426.091058817,"C_17 H_18 O_11 N_2","C17H18N2O11","C_17 H_17 O_11 N_2",7,17,1.059,0.647,17,18,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,463646.5,425.083786340549,0.101919071144177,4,0,0.26,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4076151,3708964,3556599,NA,3717622,NA
0,425.091113370589,0.1496579,426.098453571,"C_19 H_22 O_9 S_1","C19H22O9S","C_19 H_21 O_9 S_1",5,19,1.158,0.474,19,22,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,503700.166666667,425.091120887833,0.176049386352202,6,0,0.26,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,FALSE,NA,NA,NA,NA,4332415,4013456,4274665,NA,NA,NA,NA,4007974,NA,4048734,4184568,NA
0,425.098394074062,0.4741312,426.105468476,"C_23 H_23 O_4 S_1 P_1","C23H23O4PS","C_23 H_22 O_4 S_1 P_1",5,23,1,0.174,23,23,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,508370.666666667,425.098407124493,0.0563399082138799,3,0.41,0.47,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,FALSE,NA,NA,NA,NA,7400321,6352274,6752748,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,425.10894250658,0.019077,426.116210809,"C_19 H_22 O_11","C19H22O11","C_19 H_21 O_11",30,19,1.158,0.579,19,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,465285.833333333,425.108950262343,0.0281991561614195,12,0,0.26,9,0,0,0,1,1,0,0,0,0,0,0,0,0,7.2,-84.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.622638014836,NA,NA,NA,NA,406,FALSE,NA,NA,NA,NA,23980932,24997270,23914992,8196722,6515797,6958680,42852988,39999528,41116924,30234466,42244604,9634789
0,425.120209725693,0.0984658,426.127444198,"C_18 H_22 O_10 N_2","C18H22N2O10","C_18 H_21 O_10 N_2",8,18,1.222,0.556,18,22,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,465900.428571429,425.120217281124,0.14206305008718,7,0,0.18,9,0,0,0,1,1,0,0,0,0,0,0,0,0,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414,FALSE,NA,NA,NA,NA,4549512,NA,4901363,NA,NA,NA,10216064,9992236,10216702,6797157,12950015,NA
0,425.124221525277,0.0727592,426.131466952,"C_23 H_22 O_8","C23H22O8","C_23 H_21 O_8",9,23,0.957,0.348,23,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,467006.8,425.124224702933,0.146545153002709,5,0.33,0.47,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,FALSE,NA,NA,NA,NA,NA,5676442,4983284,NA,NA,NA,NA,3823661,NA,5265254,4413952,NA
0,425.127613528653,0.1196992,426.134838952,"C_20 H_26 O_8 S_1","C20H26O8S","C_20 H_25 O_8 S_1",7,20,1.3,0.4,20,26,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,415326.75,425.127623516835,0.275520023598091,4,0,0.2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,FALSE,NA,NA,NA,NA,6523787,NA,5851637,NA,NA,NA,NA,3891246,NA,NA,4372993,NA
0,425.137277271702,0.4663934,426.144354952,"C_20 H_27 O_8 P_1","C20H27O8P","C_20 H_26 O_8 P_1",7,20,1.35,0.4,20,27,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,409359.333333333,425.137289625216,0.0420844988624763,3,0,0.2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,TRUE,"C_31 H_22 S_1",NA,NA,NA,4955022,4148638,6138361,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,425.145330850311,0.0260282,426.15259619,"C_20 H_26 O_10","C20H26O10","C_20 H_25 O_10",31,20,1.3,0.5,20,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,453182.916666667,425.145338957584,0.0195785744506032,12,0,0.2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,16.13,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.880089739904,NA,NA,NA,NA,310,FALSE,NA,NA,NA,NA,69987216,67693984,70511096,25776762,25119838,24825440,77456008,73848880,74966272,60741484,83991048,18883564
0,425.156594637867,0.0973569,426.163829579,"C_19 H_26 O_9 N_2","C19H26N2O9","C_19 H_25 O_9 N_2",7,19,1.368,0.474,19,26,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,537300.285714286,425.156599967821,0.154361803504388,7,0,0.12,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,FALSE,NA,NA,NA,NA,NA,4562341,4741631,NA,NA,NA,6374026,4945973,5522694,5543789,5896712,NA
0,425.160536698228,0.0919896,426.167852333,"C_24 H_26 O_7","C24H26O7","C_24 H_25 O_7",11,24,1.083,0.292,24,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,498392.909090909,425.160545577467,0.159069362414868,11,0.29,0.41,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,FALSE,NA,NA,NA,NA,4647829,3775910,5507584,4731518,4996195,3567204,3752587,5138486,3859718,3741550,6994441,NA
-1,425.181670092683,0.0822335,426.188981571,"C_21 H_30 O_9","C21H30O9","C_21 H_29 O_9",31,21,1.429,0.429,21,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,454305,425.181678316934,0.0264519306020208,12,0,0.15,7,0,0,0,1,0,1,0,0,0,0,0,0,0,11.38,-22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0441503800306,NA,NA,NA,NA,199,FALSE,NA,NA,NA,NA,48622492,50195884,50391560,29151876,25873512,25120362,44622480,44128316,44623116,39671668,60070416,13018097
0,425.197053178854,0.2156149,426.204237714,"C_25 H_30 O_6","C25H30O6","C_25 H_29 O_6",13,25,1.2,0.24,25,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,463364,425.197060515368,0.140461468611045,3,0.26,0.36,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,FALSE,NA,NA,NA,NA,NA,NA,NA,3601031,NA,NA,3519124,NA,NA,NA,4708882,NA
0,425.218109625712,0.0448237,426.225366952,"C_22 H_34 O_8","C22H34O8","C_22 H_33 O_8",24,22,1.545,0.364,22,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,477963.636363636,425.218118647014,0.0561225194638404,11,0,0.11,6,0,0,0,0,0,0,1,0,1,0,0,0,0,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,FALSE,NA,NA,NA,NA,12544936,11873719,12478995,11440780,10243185,9424498,10224281,11409474,10847505,10557307,14031383,NA
0,425.229367480215,0.1022226,426.236600341,"C_21 H_34 O_7 N_2","C21H34N2O7","C_21 H_33 O_7 N_2",15,21,1.619,0.333,21,34,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,483677.7,425.229375919832,0.0859321540483328,10,0,0.03,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13695.2499124336,NA,NA,687,FALSE,NA,NA,NA,NA,5065644,4890043,4909591,8721039,9563252,7278197,3654300,4462661,NA,6461310,7830042,NA
0,425.257808336813,0.0928178,426.265124333,"C_20 H_42 O_7 S_1","C20H42O7S","C_20 H_41 O_7 S_1",1,20,2.1,0.35,20,42,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,486077.666666667,425.257813631514,0.170744095823793,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511002,4028293,5954082,NA
0,425.265671111976,0.0895623,426.272985722,"C_22 H_38 O_6 N_2","C22H38N2O6","C_22 H_37 O_6 N_2",18,22,1.727,0.273,22,38,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480624.93221703,462196.7,425.265679542086,0.104779482103538,10,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,FALSE,NA,NA,NA,3932370,8350647,10153414,7440931,10162840,9120893,8588926,NA,3692621,NA,6059911,9640483,NA
0,426.104158608774,0.0580013,427.111459813,"C_18 H_21 O_11 N_1","C18H21NO11","C_18 H_20 O_11 N_1",7,18,1.167,0.611,18,21,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,477315.833333333,426.104163275436,0.074279047512167,6,0,0.22,9,0,0,0,1,1,0,0,0,0,0,0,0,0,2.11,NA,NA,NA,NA,119865.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21117.9279602512,457,FALSE,NA,NA,NA,NA,NA,NA,3980086,NA,NA,NA,8668030,8214793,7464385,7419980,8297206,NA
-1,426.112323517346,0.0803171,427.119565644,"C_18 H_22 O_11 C13_1","C19H22O11","C_18 H_21 O_11 C13_1",30,19,1.158,0.579,18,22,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,480555.5,426.112331252791,0.13887139035761,8,0,0.26,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1.88,-84.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.622638014836,NA,NA,NA,NA,406,FALSE,NA,NA,NA,NA,4918475,4533967,4999993,NA,NA,NA,8905600,6887691,7792067,7370830,6978296,NA
0,426.140613149712,0.1039148,427.147845194,"C_19 H_25 O_10 N_1","C19H25NO10","C_19 H_24 O_10 N_1",15,19,1.316,0.526,19,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,415482.1,426.14062159431,0.133034267377694,10,0,0.15,8,0,0,0,1,1,0,0,0,0,0,0,0,0,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,FALSE,NA,NA,NA,NA,7064788,5783256,6400835,4264812,3888478,NA,10355592,10148113,9102792,8091733,10337023,NA
0,426.141714978624,0.0103149,427.148987004,"C_30 H_22 N_1 P_1","C30H22NP","C_30 H_21 N_1 P_1",1,30,0.733,0,30,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,509628,426.141720530431,0.113774724486383,3,0.68,0.68,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,FALSE,NA,NA,NA,3715391,NA,NA,NA,3638124,NA,NA,NA,NA,NA,NA,4416256,NA
-1,426.148686370226,0.0275707,427.155951025,"C_19 H_26 O_10 C13_1","C20H26O10","C_19 H_25 O_10 C13_1",31,20,1.3,0.5,19,26,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,470993.416666667,426.148694228188,0.064837514993185,12,0,0.2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,3.62,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.880089739904,NA,NA,NA,NA,310,FALSE,NA,NA,NA,NA,14871767,17280730,14871365,6034286,6131040,5705562,16556938,15816979,16491978,12933206,19389186,5170311
0,426.168338460828,0.8765599,427.175989337,"C_20 H_30 O_7 N_1 P_1","C20H30NO7P","C_20 H_29 O_7 N_1 P_1",1,20,1.5,0.35,20,30,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,497882.25,426.168347656139,0.165285557794832,4,0,0.1,7,0,0,0,0,0,0,1,0,1,1,0,0,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,FALSE,NA,NA,NA,NA,NA,NA,NA,5395315,5250405,3907423,NA,NA,NA,NA,3959558,NA
0,426.176970320213,0.0378689,427.184230575,"C_20 H_29 O_9 N_1","C20H29NO9","C_20 H_28 O_9 N_1",15,20,1.45,0.45,20,29,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,463088.833333333,426.176976557902,0.160647820532893,6,0,0.1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,FALSE,NA,NA,NA,NA,NA,NA,5114703,NA,NA,5259105,5444497,5093658,4625871,NA,7416584,NA
-1,426.185041820684,0.0424961,427.192336406,"C_20 H_30 O_9 C13_1","C21H30O9","C_20 H_29 O_9 C13_1",31,21,1.429,0.429,20,30,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,473546.636363636,426.185050644638,0.119347322097865,11,0,0.15,7,0,0,0,1,0,1,0,0,0,0,0,0,0,2.77,-22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0441503800306,NA,NA,NA,NA,199,FALSE,NA,NA,NA,NA,11988194,10161893,10980177,7656311,5774698,5803875,10445715,10991899,10388945,8869983,13081354,NA
0,426.213335854516,0.0085904,427.220615956,"C_21 H_33 O_8 N_1","C21H33NO8","C_21 H_32 O_8 N_1",14,21,1.571,0.381,21,33,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,459626.285714286,426.213343715858,0.209640671798312,7,0,0.06,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,FALSE,NA,NA,NA,NA,3949804,NA,NA,4182909,4517233,5091178,NA,NA,NA,4175974,6380306,3855505
0,426.216576968839,0.3149543,427.223987956,"C_18 H_37 O_8 N_1 S_1","C18H37NO8S","C_18 H_36 O_8 N_1 S_1",1,18,2.056,0.444,18,37,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,467344,426.216581597151,0.236479995570637,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3752859,NA,NA,NA,4381458,NA
-1,426.249724436357,0.0010977,427.257001337,"C_22 H_37 O_7 N_1","C22H37NO7","C_22 H_36 O_7 N_1",23,22,1.682,0.318,22,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,486298.428571429,426.24973150081,0.134391268805564,14,0,0.03,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.86,647.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.317742315268,NA,NA,NA,NA,153,FALSE,NA,3770466,4648306,4591948,5737720,4890362,5565287,11948934,10546554,9375603,4035492,5359914,3831262,6862958,9657114,NA
0,426.260858999895,0.2323951,427.268234726,"C_21 H_37 O_6 N_3","C21H37N3O6","C_21 H_36 O_6 N_3",3,21,1.762,0.286,21,37,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481273.74192943,475827.857142857,426.260869337498,0.289763390252783,7,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,FALSE,NA,NA,NA,NA,4582651,3821309,4713322,4518793,3636605,3657590,NA,NA,NA,NA,5401374,NA
