"mz","MDL_3.5","ResPow","refe","m1","SE","Sample1_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3604.csv","Sample2_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3610.csv","Sample3_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3616.csv","Sample4_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3606.csv","Sample5_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3612.csv","Sample6_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3618.csv","Sample7_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3622.csv","Sample8_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3628.csv","Sample9_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3634.csv","Sample10_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3640.csv","Sample11_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3646.csv","Sample12_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3652.csv"
93.4648373,2485078.55764786,1940190,NA,93.4648373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2506248,NA,NA
93.4695865,2485078.55764786,2158380,NA,93.4695865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2671693,NA,NA
95.1475722,2486097.86037129,1985858,NA,95.1475722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2510248
95.2255717,2486097.86037129,2148662,NA,95.2255717,NA,NA,NA,2543699,NA,NA,NA,NA,NA,NA,NA,NA,NA
95.2922896,2486097.86037129,1746792,NA,95.2922896,NA,NA,NA,NA,NA,NA,2751789,NA,NA,NA,NA,NA,NA
95.406968,2486097.86037129,1901752,NA,95.406968,NA,NA,NA,NA,NA,2817502,NA,NA,NA,NA,NA,NA,NA
95.7780985,2486607.66850477,1846406,NA,95.7780985,NA,NA,NA,NA,NA,NA,NA,NA,2489958,NA,NA,NA,NA
95.8670389,2486607.66850477,1999245,NA,95.8670389,NA,NA,NA,NA,NA,NA,NA,NA,NA,2712532,NA,NA,NA
95.9256442,2486607.66850477,2209998,NA,95.9256442,NA,NA,NA,NA,NA,NA,NA,NA,2508583,NA,NA,NA,NA
95.9522760890909,2486607.66850477,2106550.33333333,NA,95.9522760890909,0.0266182502622811,NA,NA,NA,NA,NA,NA,7156005,6620407,7361627,NA,NA,NA
95.9604079,2486607.66850477,1746272,NA,95.9604079,NA,NA,NA,NA,NA,NA,NA,NA,2629983,NA,NA,NA,NA
96.2743085916136,2486607.66850477,2095958.83333333,NA,96.2743085916136,0.0455704789702955,5288770,5585548,5295443,4833206,6148912,5993442,2551767,3849938,3847685,4630306,4505341,4742828
96.2744078261787,2486607.66850477,1982452.33333333,NA,96.2744078261787,0.0403134241535554,2671985,2585960,NA,2653846,NA,NA,NA,NA,NA,NA,NA,NA
96.3926281,2486607.66850477,1714172,NA,96.3926281,NA,NA,3038946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96.4346354,2486607.66850477,2236036,NA,96.4346354,NA,NA,NA,NA,NA,2716389,NA,NA,NA,NA,NA,NA,NA
96.5313596,2487117.58118132,1427530,NA,96.5313596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756329,NA,NA
96.6322602,2487117.58118132,1734237,NA,96.6322602,NA,NA,NA,NA,NA,NA,NA,NA,NA,2990447,NA,NA,NA
96.6700937,2487117.58118132,2005987,NA,96.6700937,NA,NA,NA,NA,NA,2594281,NA,NA,NA,NA,NA,NA,NA
96.6765119,2487117.58118132,1774852,NA,96.6765119,NA,NA,NA,NA,NA,2763792,NA,NA,NA,NA,NA,NA,NA
96.8522003,2487117.58118132,1994206,NA,96.8522003,NA,NA,NA,NA,NA,NA,2553791,NA,NA,NA,NA,NA,NA
96.8706962,2487117.58118132,1837547,NA,96.8706962,NA,NA,NA,NA,NA,NA,NA,NA,2557111,NA,NA,NA,NA
96.8815927,2487117.58118132,2089049,NA,96.8815927,NA,NA,NA,NA,NA,NA,NA,NA,2612246,NA,NA,NA,NA
96.9289045,2487117.58118132,1702998,NA,96.9289045,NA,NA,NA,NA,NA,2520968,NA,NA,NA,NA,NA,NA,NA
96.9364538,2487117.58118132,1984405,NA,96.9364538,NA,NA,NA,NA,NA,NA,NA,2598618,NA,NA,NA,NA,NA
96.9600141652619,2487117.58118132,2365529.72727273,NA,96.9600141652619,0.0207676881763031,6321861,7162735,NA,8995448,8960227,7094533,12190625,12005765,13254744,7145941,8042977,6715439
96.9601040536945,2487117.58118132,1944598.5,NA,96.9601040536945,0.0171686392835649,92465896,93833904,86870408,116122552,114437088,102793192,155568672,164476608,166765984,96941560,100578592,105534448
97.0223924,2487117.58118132,2281980,NA,97.0223924,NA,NA,NA,NA,NA,NA,NA,2492608,NA,NA,NA,NA,NA
97.0517748,2487117.58118132,2108153,NA,97.0517748,NA,NA,NA,NA,NA,2533377,NA,NA,NA,NA,NA,NA,NA
97.0733435,2487117.58118132,1678106,NA,97.0733435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497614,NA
97.2565557,2487117.58118132,2225603,NA,97.2565557,NA,2531247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.2714884,2487117.58118132,1265604,NA,97.2714884,NA,NA,NA,NA,NA,NA,2537722,NA,NA,NA,NA,NA,NA
97.30232,2487117.58118132,1879988,NA,97.30232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2624319
97.3544402,2487117.58118132,2196620,NA,97.3544402,NA,NA,NA,NA,NA,2544347,NA,NA,NA,NA,NA,NA,NA
97.4120038,2487117.58118132,1425038,NA,97.4120038,NA,NA,2754029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.4868677,2487117.58118132,1867828,NA,97.4868677,NA,NA,NA,NA,NA,NA,NA,NA,2880482,NA,NA,NA,NA
97.4913289,2487117.58118132,1712378,NA,97.4913289,NA,NA,NA,2697786,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.4925588,2487117.58118132,1948111,NA,97.4925588,NA,NA,NA,NA,NA,NA,2507512,NA,NA,NA,NA,NA,NA
97.5823993,2487627.5984224,2149084,NA,97.5823993,NA,NA,NA,2576576,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.5907359,2487627.5984224,1697143,NA,97.5907359,NA,NA,NA,2567160,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.64201,2487627.5984224,1542202,NA,97.64201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2494107,NA
97.6591012,2487627.5984224,1846172,NA,97.6591012,NA,NA,NA,2571630,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.6737994,2487627.5984224,1856992,NA,97.6737994,NA,NA,NA,NA,2959265,NA,NA,NA,NA,NA,NA,NA,NA
97.7010331,2487627.5984224,1986710,NA,97.7010331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800197,NA,NA
97.7149278,2487627.5984224,2196734,NA,97.7149278,NA,NA,NA,NA,NA,NA,NA,NA,2563813,NA,NA,NA,NA
97.7532824,2487627.5984224,1866537,NA,97.7532824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2517789
97.7592773,2487627.5984224,1666512,NA,97.7592773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513117
97.76149,2487627.5984224,1499418,NA,97.76149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534083,NA,NA
97.762984,2487627.5984224,1788981,NA,97.762984,NA,2551813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.7748516,2487627.5984224,1039146,NA,97.7748516,NA,NA,NA,NA,NA,NA,NA,NA,2734156,NA,NA,NA,NA
97.8001202,2487627.5984224,1612984,NA,97.8001202,NA,NA,NA,NA,NA,NA,NA,NA,2730883,NA,NA,NA,NA
97.806574,2487627.5984224,2423605,NA,97.806574,NA,NA,NA,NA,2734598,NA,NA,NA,NA,NA,NA,NA,NA
97.8137241,2487627.5984224,1742485,NA,97.8137241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525290,NA,NA
97.8170673,2487627.5984224,1964364,NA,97.8170673,NA,2953732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.8571999,2487627.5984224,2275028,NA,97.8571999,NA,NA,NA,NA,NA,NA,NA,2496653,NA,NA,NA,NA,NA
97.8896763,2487627.5984224,1897709,NA,97.8896763,NA,NA,NA,2516097,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.8967837,2487627.5984224,2271900,NA,97.8967837,NA,NA,NA,2627969,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.9292041,2487627.5984224,1887294,NA,97.9292041,NA,NA,NA,NA,NA,NA,2681574,NA,NA,NA,NA,NA,NA
97.9313356925954,2487627.5984224,2236114.66666667,NA,97.9313356925954,0.0164791903697415,NA,NA,NA,3155538,3896238,3539950,6694700,5419504,6071267,3519871,3395436,3583529
97.9363467,2487627.5984224,1792141,NA,97.9363467,NA,NA,NA,2551176,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.939388,2487627.5984224,2264177,NA,97.939388,NA,NA,NA,NA,2594114,NA,NA,NA,NA,NA,NA,NA,NA
97.9403245,2487627.5984224,1973422,NA,97.9403245,NA,NA,NA,2829056,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.9508132,2487627.5984224,1538424,NA,97.9508132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2521324,NA
98.0027065,2487627.5984224,1975869,NA,98.0027065,NA,NA,NA,NA,2496897,NA,NA,NA,NA,NA,NA,NA,NA
98.077408,2487627.5984224,1908162,NA,98.077408,NA,NA,NA,2555621,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.0925006,2487627.5984224,1587044,NA,98.0925006,NA,NA,NA,2499228,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.1004216,2487627.5984224,1492733,NA,98.1004216,NA,NA,2646349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.1357929,2487627.5984224,1699138,NA,98.1357929,NA,NA,NA,NA,NA,NA,2500224,NA,NA,NA,NA,NA,NA
98.1817614,2487627.5984224,1635390,NA,98.1817614,NA,NA,NA,NA,NA,NA,2606943,NA,NA,NA,NA,NA,NA
98.1830451,2487627.5984224,1945960,NA,98.1830451,NA,NA,NA,2665402,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.1911284,2487627.5984224,1410256,NA,98.1911284,NA,NA,NA,NA,NA,NA,NA,NA,2587562,NA,NA,NA,NA
98.2131554,2487627.5984224,2192959,NA,98.2131554,NA,NA,NA,NA,NA,NA,2524358,NA,NA,NA,NA,NA,NA
98.2238207,2487627.5984224,1835877,NA,98.2238207,NA,NA,NA,NA,NA,NA,2523990,NA,NA,NA,NA,NA,NA
98.2834792,2487627.5984224,2108228,NA,98.2834792,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495690,NA,NA,NA
98.3019768,2487627.5984224,2099146,NA,98.3019768,NA,NA,NA,NA,2516201,NA,NA,NA,NA,NA,NA,NA,NA
98.3081189,2487627.5984224,1647809,NA,98.3081189,NA,2539441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.3209036,2487627.5984224,2251286,NA,98.3209036,NA,NA,NA,NA,NA,2639508,NA,NA,NA,NA,NA,NA,NA
98.3230764,2487627.5984224,1588234,NA,98.3230764,NA,NA,NA,2634566,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.3235254,2487627.5984224,2340898,NA,98.3235254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2527999
98.348412,2487627.5984224,1813590,NA,98.348412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2532606
98.3558307,2487627.5984224,1788446,NA,98.3558307,NA,NA,NA,NA,NA,NA,NA,NA,NA,2550192,NA,NA,NA
98.3609706,2487627.5984224,1932704,NA,98.3609706,NA,NA,NA,2700629,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.3621485,2487627.5984224,2092380,NA,98.3621485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2692638
98.3781332,2487627.5984224,1876032,NA,98.3781332,NA,2597415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.4003569,2487627.5984224,1762670,NA,98.4003569,NA,NA,NA,NA,NA,NA,2624393,NA,NA,NA,NA,NA,NA
98.4084111,2487627.5984224,1776892,NA,98.4084111,NA,2535670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.4367714,2487627.5984224,1670905,NA,98.4367714,NA,NA,NA,2907844,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.4487206,2487627.5984224,2016960,NA,98.4487206,NA,NA,NA,2579731,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.4496089,2487627.5984224,1684068,NA,98.4496089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2662178,NA,NA
98.4660925,2487627.5984224,1627576,NA,98.4660925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594603
98.4718647,2487627.5984224,1966421,NA,98.4718647,NA,2540389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.4781625,2487627.5984224,2269830,NA,98.4781625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2509378,NA,NA
98.5148041,2488137.72024944,2010969,NA,98.5148041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2675967,NA
98.517945,2488137.72024944,2152144,NA,98.517945,NA,NA,NA,NA,NA,NA,2890014,NA,NA,NA,NA,NA,NA
98.531361,2488137.72024944,1997670,NA,98.531361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2539584,NA,NA
98.5337859,2488137.72024944,1557917,NA,98.5337859,NA,NA,2652010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.5449924,2488137.72024944,1400005,NA,98.5449924,NA,NA,NA,2490177,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.5625559,2488137.72024944,1724494,NA,98.5625559,NA,2590987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.5951209,2488137.72024944,1330866,NA,98.5951209,NA,NA,NA,NA,NA,NA,NA,NA,2789664,NA,NA,NA,NA
98.5996569,2488137.72024944,1880858,NA,98.5996569,NA,NA,2558641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.6317121,2488137.72024944,1929417,NA,98.6317121,NA,NA,NA,NA,NA,NA,NA,NA,NA,2637153,NA,NA,NA
98.6824676,2488137.72024944,1745720,NA,98.6824676,NA,NA,NA,NA,2531535,NA,NA,NA,NA,NA,NA,NA,NA
98.6947423,2488137.72024944,1552619,NA,98.6947423,NA,2601287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.7024425,2488137.72024944,1366710,NA,98.7024425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2602613
98.7028706,2488137.72024944,1967588,NA,98.7028706,NA,NA,NA,NA,2602031,NA,NA,NA,NA,NA,NA,NA,NA
98.7039633,2488137.72024944,1445615,NA,98.7039633,NA,2679351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.707089,2488137.72024944,1686667,NA,98.707089,NA,2597887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.710625,2488137.72024944,2266052,NA,98.710625,NA,NA,NA,NA,NA,NA,2495177,NA,NA,NA,NA,NA,NA
98.7359815,2488137.72024944,1766847,NA,98.7359815,NA,NA,NA,NA,NA,NA,NA,2499399,NA,NA,NA,NA,NA
98.7389428,2488137.72024944,1955525,NA,98.7389428,NA,NA,2597077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.7698777,2488137.72024944,2031916,NA,98.7698777,NA,NA,NA,NA,NA,NA,NA,NA,2713595,NA,NA,NA,NA
98.7885486,2488137.72024944,2535241,NA,98.7885486,NA,NA,NA,NA,2514076,NA,NA,NA,NA,NA,NA,NA,NA
98.7938806,2488137.72024944,1618517,NA,98.7938806,NA,NA,NA,2633722,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.7959047,2488137.72024944,2257601,NA,98.7959047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2490195
98.8051195,2488137.72024944,2158861,NA,98.8051195,NA,NA,NA,NA,NA,NA,NA,NA,NA,2555292,NA,NA,NA
98.8112801,2488137.72024944,1733169,NA,98.8112801,NA,NA,NA,NA,NA,NA,NA,NA,NA,2632876,NA,NA,NA
98.8318596,2488137.72024944,1865369,NA,98.8318596,NA,2671628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.8380232,2488137.72024944,1580103,NA,98.8380232,NA,NA,2566026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.8455395,2488137.72024944,1999345,NA,98.8455395,NA,2581708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.858331,2488137.72024944,1583405,NA,98.858331,NA,NA,NA,NA,2521226,NA,NA,NA,NA,NA,NA,NA,NA
98.8626309,2488137.72024944,1803829,NA,98.8626309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2511942,NA
98.8755828,2488137.72024944,1602678,NA,98.8755828,NA,NA,NA,2653624,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.8927657,2488137.72024944,1726247,NA,98.8927657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2512608
98.901025,2488137.72024944,2034299,NA,98.901025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2670343,NA,NA
98.9035731,2488137.72024944,1894738,NA,98.9035731,NA,NA,NA,NA,NA,NA,NA,2853074,NA,NA,NA,NA,NA
98.9159208,2488137.72024944,1832756,NA,98.9159208,NA,NA,NA,NA,NA,NA,2517955,NA,NA,NA,NA,NA,NA
98.9176112,2488137.72024944,1746584,NA,98.9176112,NA,NA,NA,NA,NA,2696229,NA,NA,NA,NA,NA,NA,NA
98.9256049,2488137.72024944,1064236,NA,98.9256049,NA,NA,NA,2573703,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.9260126,2488137.72024944,1346651,NA,98.9260126,NA,NA,NA,NA,NA,NA,NA,2489705,NA,NA,NA,NA,NA
98.9292443,2488137.72024944,2268531,NA,98.9292443,NA,NA,NA,NA,NA,NA,NA,NA,2667607,NA,NA,NA,NA
98.9391592755341,2488137.72024944,2176317,NA,98.9391592755341,0.0344041665126058,NA,NA,NA,2689544,3136372,NA,5002737,5090071,5148265,2979926,NA,3919327
98.9405674,2488137.72024944,1908395,NA,98.9405674,NA,NA,NA,NA,NA,2695444,NA,NA,NA,NA,NA,NA,NA
98.9512911,2488137.72024944,1574977,NA,98.9512911,NA,NA,NA,NA,2665136,NA,NA,NA,NA,NA,NA,NA,NA
98.9559004486048,2488137.72024944,2022309.58333333,NA,98.9559004486048,0.0340615845242883,5367993,4489439,5263926,7288776,5359924,5618450,7746481,9965910,8610152,4141861,5755124,5061534
98.9696851,2488137.72024944,1618993,NA,98.9696851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2740958
98.9902818,2488137.72024944,2244189,NA,98.9902818,NA,NA,NA,NA,NA,NA,NA,2594240,NA,NA,NA,NA,NA
99.0248965,2488137.72024944,2253909,NA,99.0248965,NA,NA,NA,NA,2579398,NA,NA,NA,NA,NA,NA,NA,NA
99.0710532,2488137.72024944,1435698,NA,99.0710532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520385,NA
99.0722974,2488137.72024944,1593675,NA,99.0722974,NA,NA,NA,NA,NA,NA,NA,NA,2921923,NA,NA,NA,NA
99.0820158,2488137.72024944,2070208,NA,99.0820158,NA,NA,NA,NA,2491700,NA,NA,NA,NA,NA,NA,NA,NA
99.0883632,2488137.72024944,2140109,NA,99.0883632,NA,NA,2624124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.0888358,2488137.72024944,2366066,NA,99.0888358,NA,NA,NA,NA,NA,NA,NA,NA,NA,2853669,NA,NA,NA
99.090976,2488137.72024944,1293077,NA,99.090976,NA,NA,NA,NA,NA,2540584,NA,NA,NA,NA,NA,NA,NA
99.0917704,2488137.72024944,1869285,NA,99.0917704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2641168,NA
99.1007504,2488137.72024944,1642364,NA,99.1007504,NA,NA,NA,NA,NA,NA,NA,2723132,NA,NA,NA,NA,NA
99.1071654,2488137.72024944,1735044,NA,99.1071654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2711018
99.1237282,2488137.72024944,1636872,NA,99.1237282,NA,NA,NA,NA,2681635,NA,NA,NA,NA,NA,NA,NA,NA
99.1251863,2488137.72024944,2248163,NA,99.1251863,NA,NA,NA,NA,NA,NA,2498781,NA,NA,NA,NA,NA,NA
99.1381671,2488137.72024944,1248864,NA,99.1381671,NA,NA,NA,NA,NA,NA,NA,2742443,NA,NA,NA,NA,NA
99.1472814,2488137.72024944,2024584,NA,99.1472814,NA,2491044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.1511559,2488137.72024944,2113118,NA,99.1511559,NA,NA,NA,2564544,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.154269,2488137.72024944,1822128,NA,99.154269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2799295,NA
99.1580284,2488137.72024944,1970742,NA,99.1580284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2628921
99.1648451,2488137.72024944,1475827,NA,99.1648451,NA,NA,NA,NA,NA,NA,2588284,NA,NA,NA,NA,NA,NA
99.1664011,2488137.72024944,2342525,NA,99.1664011,NA,NA,NA,NA,2497378,NA,NA,NA,NA,NA,NA,NA,NA
99.1720496,2488137.72024944,1906551,NA,99.1720496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2825119,NA,NA
99.1773536,2488137.72024944,2001033,NA,99.1773536,NA,NA,NA,2496752,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.2171896,2488137.72024944,1667358,NA,99.2171896,NA,NA,NA,NA,NA,NA,NA,2930665,NA,NA,NA,NA,NA
99.2671761,2488137.72024944,1709629,NA,99.2671761,NA,NA,2558534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.2687521,2488137.72024944,1980911,NA,99.2687521,NA,NA,2669782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.277543,2488137.72024944,1745363,NA,99.277543,NA,NA,2510582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.2878841,2488137.72024944,2123761,NA,99.2878841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2604795,NA
99.2886367,2488137.72024944,1821566,NA,99.2886367,NA,NA,NA,NA,2625230,NA,NA,NA,NA,NA,NA,NA,NA
99.3133102,2488137.72024944,2159413,NA,99.3133102,NA,2606320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.3187668,2488137.72024944,1967325,NA,99.3187668,NA,NA,NA,NA,NA,3208474,NA,NA,NA,NA,NA,NA,NA
99.3195466,2488137.72024944,1893199,NA,99.3195466,NA,NA,2700965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.3253781,2488137.72024944,1514745,NA,99.3253781,NA,2562199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.3331574,2488137.72024944,1967333,NA,99.3331574,NA,NA,NA,NA,NA,2519593,NA,NA,NA,NA,NA,NA,NA
99.3340204,2488137.72024944,1707242,NA,99.3340204,NA,NA,NA,NA,2560893,NA,NA,NA,NA,NA,NA,NA,NA
99.3494971,2488137.72024944,2082309,NA,99.3494971,NA,NA,NA,NA,NA,2519145,NA,NA,NA,NA,NA,NA,NA
99.3545626,2488137.72024944,2180011,NA,99.3545626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566474,NA,NA
99.360324,2488137.72024944,1994218,NA,99.360324,NA,NA,NA,NA,NA,NA,NA,NA,NA,2567485,NA,NA,NA
99.3622147,2488137.72024944,1519393,NA,99.3622147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2583482,NA,NA
99.3714115,2488137.72024944,1795985,NA,99.3714115,NA,NA,2654500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.3729788,2488137.72024944,2187627,NA,99.3729788,NA,NA,NA,NA,NA,2510024,NA,NA,NA,NA,NA,NA,NA
99.3795116,2488137.72024944,2010310,NA,99.3795116,NA,NA,NA,NA,NA,NA,2578037,NA,NA,NA,NA,NA,NA
99.3934676,2488137.72024944,1641591,NA,99.3934676,NA,NA,NA,NA,NA,2871144,NA,NA,NA,NA,NA,NA,NA
99.4060442,2488137.72024944,1894524,NA,99.4060442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2789848,NA
99.4121119,2488137.72024944,1605480,NA,99.4121119,NA,2728301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.4133374,2488137.72024944,1488720,NA,99.4133374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2573712,NA,NA
99.4337562,2488137.72024944,2023434,NA,99.4337562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535441
99.4385813,2488137.72024944,1804635,NA,99.4385813,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558363,NA,NA,NA
99.4394494,2488137.72024944,1811678,NA,99.4394494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2512216,NA,NA
99.4610459,2488137.72024944,1927788,NA,99.4610459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518823,NA
99.4676761,2488137.72024944,1999566,NA,99.4676761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588838,NA
99.475001,2488137.72024944,1801133,NA,99.475001,NA,2538555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.4943076,2488137.72024944,1617259,NA,99.4943076,NA,NA,NA,NA,NA,NA,NA,NA,2525976,NA,NA,NA,NA
99.4956032,2488137.72024944,1907015,NA,99.4956032,NA,NA,NA,NA,NA,NA,NA,NA,2622920,NA,NA,NA,NA
99.5086774,2488647.94668389,1677771,NA,99.5086774,NA,NA,NA,2506950,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.5186924,2488647.94668389,1716334,NA,99.5186924,NA,NA,NA,NA,NA,2673604,NA,NA,NA,NA,NA,NA,NA
99.5235147,2488647.94668389,1842930,NA,99.5235147,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646296,NA,NA,NA
99.5280802,2488647.94668389,1661188,NA,99.5280802,NA,NA,NA,NA,NA,NA,2673681,NA,NA,NA,NA,NA,NA
99.5391325,2488647.94668389,2063420,NA,99.5391325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2687316,NA
99.5633271,2488647.94668389,1790499,NA,99.5633271,NA,NA,NA,NA,NA,NA,NA,2525695,NA,NA,NA,NA,NA
99.5733896,2488647.94668389,2005900,NA,99.5733896,NA,NA,NA,2628708,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.5773044,2488647.94668389,2011739,NA,99.5773044,NA,NA,NA,NA,NA,2916610,NA,NA,NA,NA,NA,NA,NA
99.5793958,2488647.94668389,1735487,NA,99.5793958,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625527,NA,NA,NA
