"mz","MDL_3.5","ResPow","refe","m1","SE","Sample1_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3604.csv","Sample2_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3610.csv","Sample3_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3616.csv","Sample4_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3606.csv","Sample5_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3612.csv","Sample6_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3618.csv","Sample7_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3622.csv","Sample8_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3628.csv","Sample9_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3634.csv","Sample10_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3640.csv","Sample11_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3646.csv","Sample12_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3652.csv"
163.3527557,2521004.04056411,1176525,NA,163.3527557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2757037,NA,NA
163.3559309,2521004.04056411,1184692,NA,163.3559309,NA,NA,NA,NA,NA,NA,NA,NA,NA,2563424,NA,NA,NA
163.3724876,2521004.04056411,1286245,NA,163.3724876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2660806
163.3801635,2521004.04056411,1355073,NA,163.3801635,NA,NA,NA,NA,NA,NA,NA,NA,2603621,NA,NA,NA,NA
163.3841067,2521004.04056411,843473,NA,163.3841067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940046,NA
163.387996,2521004.04056411,693286,NA,163.387996,NA,NA,NA,NA,NA,2550170,NA,NA,NA,NA,NA,NA,NA
163.3911522,2521004.04056411,1000136,NA,163.3911522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540490
163.4002133,2521004.04056411,1170712,NA,163.4002133,NA,NA,NA,NA,NA,NA,2561034,NA,NA,NA,NA,NA,NA
163.4019188,2521004.04056411,1512566,NA,163.4019188,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588010,NA,NA,NA
163.4110035,2521004.04056411,1137643,NA,163.4110035,NA,NA,NA,NA,NA,2577824,NA,NA,NA,NA,NA,NA,NA
163.4178707,2521004.04056411,1010517,NA,163.4178707,NA,NA,NA,NA,NA,2614177,NA,NA,NA,NA,NA,NA,NA
163.419473,2521004.04056411,847976,NA,163.419473,NA,NA,NA,NA,2545072,NA,NA,NA,NA,NA,NA,NA,NA
163.4244894,2521004.04056411,1289469,NA,163.4244894,NA,NA,NA,NA,NA,NA,NA,2678299,NA,NA,NA,NA,NA
163.43778,2521004.04056411,1007168,NA,163.43778,NA,NA,2585219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.4463473,2521004.04056411,1212903,NA,163.4463473,NA,NA,NA,NA,NA,NA,NA,NA,NA,2682228,NA,NA,NA
163.4552493,2521004.04056411,1297391,NA,163.4552493,NA,NA,NA,NA,NA,2658729,NA,NA,NA,NA,NA,NA,NA
163.4682356,2521004.04056411,928162,NA,163.4682356,NA,NA,NA,NA,NA,NA,NA,NA,NA,2732921,NA,NA,NA
163.4685584,2521004.04056411,1005788,NA,163.4685584,NA,2581591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.4745071,2521004.04056411,1026833,NA,163.4745071,NA,3086937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.4888791,2521004.04056411,885742,NA,163.4888791,NA,3482716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.4911347,2521004.04056411,1644610,NA,163.4911347,NA,NA,NA,NA,2663361,NA,NA,NA,NA,NA,NA,NA,NA
163.4953708,2521004.04056411,1112279,NA,163.4953708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2654885,NA
163.4995444,2521004.04056411,1169638,NA,163.4995444,NA,NA,NA,NA,NA,NA,NA,NA,2658431,NA,NA,NA,NA
163.5137059,2521521.00668394,978382,NA,163.5137059,NA,NA,NA,2552178,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.525426,2521521.00668394,1443796,NA,163.525426,NA,NA,2583191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.5346212,2521521.00668394,929418,NA,163.5346212,NA,NA,NA,NA,NA,NA,NA,2901556,NA,NA,NA,NA,NA
163.5366736,2521521.00668394,1255476,NA,163.5366736,NA,NA,2561689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.5427025,2521521.00668394,766074,NA,163.5427025,NA,NA,NA,NA,NA,NA,2531627,NA,NA,NA,NA,NA,NA
163.5433501,2521521.00668394,1167952,NA,163.5433501,NA,NA,NA,NA,NA,NA,NA,NA,NA,2998665,NA,NA,NA
163.5564996,2521521.00668394,1072415,NA,163.5564996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3873458,NA
163.581258,2521521.00668394,1365084,NA,163.581258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694133
163.591649,2521521.00668394,677092,NA,163.591649,NA,NA,NA,NA,NA,NA,NA,2851393,NA,NA,NA,NA,NA
163.6013486,2521521.00668394,1322571,NA,163.6013486,NA,NA,NA,NA,NA,NA,NA,NA,NA,2863510,NA,NA,NA
163.6062914,2521521.00668394,1064155,NA,163.6062914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2609125,NA,NA
163.6450831,2521521.00668394,1178476,NA,163.6450831,NA,NA,NA,2734991,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.6594831,2521521.00668394,1262841,NA,163.6594831,NA,NA,NA,NA,NA,2589654,NA,NA,NA,NA,NA,NA,NA
163.6645593,2521521.00668394,922269,NA,163.6645593,NA,NA,NA,NA,NA,2532567,NA,NA,NA,NA,NA,NA,NA
163.6688544,2521521.00668394,860238,NA,163.6688544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525939,NA,NA
163.6757015,2521521.00668394,974263,NA,163.6757015,NA,NA,NA,2864022,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.679306,2521521.00668394,1347016,NA,163.679306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2560715,NA
163.6799677,2521521.00668394,1311756,NA,163.6799677,NA,NA,NA,2899351,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.684177,2521521.00668394,1257673,NA,163.684177,NA,NA,NA,NA,NA,NA,NA,2615894,NA,NA,NA,NA,NA
163.6852971,2521521.00668394,1421697,NA,163.6852971,NA,NA,NA,NA,NA,NA,NA,2564694,NA,NA,NA,NA,NA
163.6954259,2521521.00668394,1221788,NA,163.6954259,NA,NA,NA,NA,2675695,NA,NA,NA,NA,NA,NA,NA,NA
163.7004709,2521521.00668394,1331844,NA,163.7004709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2552528,NA
163.7050781,2521521.00668394,1110032,NA,163.7050781,NA,NA,NA,NA,2585586,NA,NA,NA,NA,NA,NA,NA,NA
163.7181509,2521521.00668394,1269582,NA,163.7181509,NA,NA,2613954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.7191366,2521521.00668394,1371767,NA,163.7191366,NA,2841227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.7211843,2521521.00668394,1021002,NA,163.7211843,NA,NA,NA,NA,2795509,NA,NA,NA,NA,NA,NA,NA,NA
163.7381058,2521521.00668394,872525,NA,163.7381058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2563586,NA,NA
163.7395299,2521521.00668394,1010307,NA,163.7395299,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566069,NA,NA,NA
163.7448693,2521521.00668394,1365188,NA,163.7448693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2590746
163.7603692,2521521.00668394,943778,NA,163.7603692,NA,NA,NA,NA,NA,NA,NA,NA,NA,2629562,NA,NA,NA
163.7675239,2521521.00668394,876367,NA,163.7675239,NA,NA,NA,NA,NA,NA,2717792,NA,NA,NA,NA,NA,NA
163.7829601,2521521.00668394,904579,NA,163.7829601,NA,NA,NA,NA,NA,2623217,NA,NA,NA,NA,NA,NA,NA
163.790957,2521521.00668394,973227,NA,163.790957,NA,NA,NA,NA,NA,NA,NA,NA,NA,2687937,NA,NA,NA
163.7927932,2521521.00668394,1213893,NA,163.7927932,NA,NA,NA,NA,NA,NA,NA,NA,NA,2563521,NA,NA,NA
163.8117021,2521521.00668394,1251651,NA,163.8117021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2862311,NA
163.826413,2521521.00668394,1182936,NA,163.826413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615341
163.8360744,2521521.00668394,747371,NA,163.8360744,NA,2793636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.8367625,2521521.00668394,1103891,NA,163.8367625,NA,2575012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.8411672,2521521.00668394,1132577,NA,163.8411672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2571801,NA,NA
163.8551741,2521521.00668394,984273,NA,163.8551741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3529456,NA
163.8583761,2521521.00668394,588858,NA,163.8583761,NA,NA,NA,NA,NA,NA,NA,NA,2569677,NA,NA,NA,NA
163.8688193,2521521.00668394,1230852,NA,163.8688193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2561055,NA,NA
163.8734573,2521521.00668394,1192448,NA,163.8734573,NA,NA,NA,NA,NA,NA,2628218,NA,NA,NA,NA,NA,NA
163.8884726,2521521.00668394,1076318,NA,163.8884726,NA,NA,NA,NA,NA,NA,NA,2885253,NA,NA,NA,NA,NA
163.8949134,2521521.00668394,865454,NA,163.8949134,NA,NA,NA,2599367,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.9077955,2521521.00668394,1368283,NA,163.9077955,NA,NA,NA,NA,NA,NA,NA,NA,NA,2579931,NA,NA,NA
163.9122621,2521521.00668394,1043827,NA,163.9122621,NA,NA,NA,NA,NA,3033102,NA,NA,NA,NA,NA,NA,NA
163.9132037,2521521.00668394,892266,NA,163.9132037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2620992
163.916405,2521521.00668394,730630,NA,163.916405,NA,2755252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.917078,2521521.00668394,998858,NA,163.917078,NA,2696373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.9431841,2521521.00668394,1301143,NA,163.9431841,NA,NA,NA,NA,NA,2763285,NA,NA,NA,NA,NA,NA,NA
163.9476803,2521521.00668394,1155678,NA,163.9476803,NA,NA,NA,NA,NA,NA,NA,NA,3071713,NA,NA,NA,NA
163.958247,2521521.00668394,1232746,NA,163.958247,NA,NA,NA,2586070,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.961529,2521521.00668394,1280745,NA,163.961529,NA,NA,NA,NA,NA,NA,2654863,NA,NA,NA,NA,NA,NA
163.9683072,2521521.00668394,1132432,NA,163.9683072,NA,2542271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.9696876,2521521.00668394,777807,NA,163.9696876,NA,NA,NA,NA,NA,2597403,NA,NA,NA,NA,NA,NA,NA
163.9748368,2521521.00668394,969483,NA,163.9748368,NA,NA,NA,2527193,NA,NA,NA,NA,NA,NA,NA,NA,NA
163.9847415,2521521.00668394,876765,NA,163.9847415,NA,NA,NA,NA,NA,NA,NA,2677403,NA,NA,NA,NA,NA
164.0193285,2521521.00668394,1275164,NA,164.0193285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2526483,NA
164.0212027,2521521.00668394,1195261,NA,164.0212027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2614361
164.0223233,2521521.00668394,1333178,NA,164.0223233,NA,NA,NA,NA,NA,NA,3060381,NA,NA,NA,NA,NA,NA
164.037314,2521521.00668394,876144,NA,164.037314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2757399,NA
164.0403006,2521521.00668394,1129171,NA,164.0403006,NA,2832591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.0429497,2521521.00668394,889645,NA,164.0429497,NA,2645711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.044713,2521521.00668394,1250076,NA,164.044713,NA,2524879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.0530747,2521521.00668394,948224,NA,164.0530747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2678345,NA,NA
164.0592901,2521521.00668394,954699,NA,164.0592901,NA,NA,2570511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.0646299,2521521.00668394,1506392,NA,164.0646299,NA,NA,NA,NA,NA,NA,NA,2523822,NA,NA,NA,NA,NA
164.0651429,2521521.00668394,936188,NA,164.0651429,NA,NA,NA,NA,NA,NA,NA,NA,2729722,NA,NA,NA,NA
164.0739447,2521521.00668394,1007424,NA,164.0739447,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648577,NA,NA,NA
164.0888069,2521521.00668394,997668,NA,164.0888069,NA,NA,NA,2757619,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.0983917,2521521.00668394,728178,NA,164.0983917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2637092,NA
164.0985765,2521521.00668394,1242681,NA,164.0985765,NA,2879195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.0987769,2521521.00668394,1012009,NA,164.0987769,NA,NA,NA,NA,NA,NA,NA,NA,NA,2572294,NA,NA,NA
164.1157114,2521521.00668394,1272528,NA,164.1157114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2573423
164.1164427,2521521.00668394,1180853,NA,164.1164427,NA,NA,NA,NA,NA,2582076,NA,NA,NA,NA,NA,NA,NA
164.1259028,2521521.00668394,1089591,NA,164.1259028,NA,2909921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.1547505,2521521.00668394,859339,NA,164.1547505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2659704
164.1679143,2521521.00668394,1288200,NA,164.1679143,NA,NA,NA,NA,2631773,NA,NA,NA,NA,NA,NA,NA,NA
164.1921072,2521521.00668394,1019857,NA,164.1921072,NA,NA,NA,NA,NA,NA,2605766,NA,NA,NA,NA,NA,NA
164.2040725,2521521.00668394,1371420,NA,164.2040725,NA,NA,NA,2545166,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.208777,2521521.00668394,1258261,NA,164.208777,NA,NA,2559281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.2094057,2521521.00668394,1214561,NA,164.2094057,NA,NA,NA,2546191,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.2116061,2521521.00668394,1345051,NA,164.2116061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2631813
164.2124568,2521521.00668394,878945,NA,164.2124568,NA,NA,NA,NA,NA,NA,2574539,NA,NA,NA,NA,NA,NA
164.2419437,2521521.00668394,959542,NA,164.2419437,NA,NA,2530616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.242833,2521521.00668394,1306799,NA,164.242833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2554996,NA,NA
164.2527456,2521521.00668394,879438,NA,164.2527456,NA,NA,NA,NA,NA,NA,NA,NA,NA,2897450,NA,NA,NA
164.2581641,2521521.00668394,866745,NA,164.2581641,NA,NA,NA,NA,NA,2710620,NA,NA,NA,NA,NA,NA,NA
164.2624113,2521521.00668394,864125,NA,164.2624113,NA,NA,NA,NA,NA,NA,2550487,NA,NA,NA,NA,NA,NA
164.267281,2521521.00668394,1121427,NA,164.267281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2631496,NA
164.2785513,2521521.00668394,1214745,NA,164.2785513,NA,NA,NA,NA,2645111,NA,NA,NA,NA,NA,NA,NA,NA
164.3259917,2521521.00668394,1081786,NA,164.3259917,NA,2607883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.328676,2521521.00668394,986395,NA,164.328676,NA,NA,NA,NA,2634883,NA,NA,NA,NA,NA,NA,NA,NA
164.331593,2521521.00668394,1161105,NA,164.331593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755414,NA
164.3354111,2521521.00668394,1016489,NA,164.3354111,NA,NA,NA,NA,NA,NA,2641641,NA,NA,NA,NA,NA,NA
164.335707415051,2521521.00668394,1162192,NA,164.335707415051,0.575286881629452,NA,NA,NA,NA,NA,NA,2710765,NA,NA,NA,2594135,NA
164.3385484,2521521.00668394,1116442,NA,164.3385484,NA,NA,2976590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.3408843,2521521.00668394,1254970,NA,164.3408843,NA,NA,NA,NA,NA,2709614,NA,NA,NA,NA,NA,NA,NA
164.3489848,2521521.00668394,801542,NA,164.3489848,NA,NA,NA,NA,NA,2635888,NA,NA,NA,NA,NA,NA,NA
164.3834529,2521521.00668394,1327041,NA,164.3834529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2836116,NA,NA
164.3857463,2521521.00668394,1295619,NA,164.3857463,NA,NA,NA,NA,NA,NA,NA,2603257,NA,NA,NA,NA,NA
164.3992633,2521521.00668394,1265894,NA,164.3992633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2638512
164.4179344,2521521.00668394,1414172,NA,164.4179344,NA,NA,NA,NA,2659480,NA,NA,NA,NA,NA,NA,NA,NA
164.420543,2521521.00668394,1175488,NA,164.420543,NA,NA,NA,3015231,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.4217258,2521521.00668394,822374,NA,164.4217258,NA,2789152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.4302939,2521521.00668394,1243187,NA,164.4302939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2628971,NA
164.4317149,2521521.00668394,677380,NA,164.4317149,NA,NA,NA,NA,NA,NA,NA,NA,NA,2699347,NA,NA,NA
164.4336551,2521521.00668394,952153,NA,164.4336551,NA,NA,2525028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.4395868,2521521.00668394,1111591,NA,164.4395868,NA,NA,NA,NA,NA,NA,2742530,NA,NA,NA,NA,NA,NA
164.4401057,2521521.00668394,1217862,NA,164.4401057,NA,NA,NA,NA,NA,NA,2760962,NA,NA,NA,NA,NA,NA
164.4475036,2521521.00668394,955597,NA,164.4475036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2741410,NA,NA
164.45043,2521521.00668394,991356,NA,164.45043,NA,NA,NA,NA,NA,NA,NA,NA,2734416,NA,NA,NA,NA
164.4537584,2521521.00668394,1106774,NA,164.4537584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2573168,NA
164.4545098,2521521.00668394,1154817,NA,164.4545098,NA,NA,NA,NA,NA,NA,NA,NA,2666321,NA,NA,NA,NA
164.4558381,2521521.00668394,985218,NA,164.4558381,NA,NA,NA,NA,NA,NA,2567942,NA,NA,NA,NA,NA,NA
164.4564847,2521521.00668394,911736,NA,164.4564847,NA,NA,2975593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.4594952,2521521.00668394,1074834,NA,164.4594952,NA,NA,NA,NA,NA,NA,NA,NA,2547026,NA,NA,NA,NA
164.4674333,2521521.00668394,1349571,NA,164.4674333,NA,NA,NA,NA,NA,NA,NA,2521868,NA,NA,NA,NA,NA
164.4699591,2521521.00668394,1381268,NA,164.4699591,NA,NA,NA,NA,NA,2579084,NA,NA,NA,NA,NA,NA,NA
164.4715689,2521521.00668394,1115977,NA,164.4715689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2742977
164.4819554,2521521.00668394,1176496,NA,164.4819554,NA,NA,NA,NA,NA,NA,2554125,NA,NA,NA,NA,NA,NA
164.4880752,2521521.00668394,1246229,NA,164.4880752,NA,2617646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.489537,2521521.00668394,771351,NA,164.489537,NA,NA,NA,2661711,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.4947945,2521521.00668394,1212996,NA,164.4947945,NA,NA,NA,NA,NA,2994833,NA,NA,NA,NA,NA,NA,NA
164.5069468,2522038.0788147,1166808,NA,164.5069468,NA,NA,NA,NA,NA,NA,NA,2748694,NA,NA,NA,NA,NA
164.5338412,2522038.0788147,1173679,NA,164.5338412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2615681,NA
164.5509043,2522038.0788147,999145,NA,164.5509043,NA,NA,NA,NA,NA,2551966,NA,NA,NA,NA,NA,NA,NA
164.554069,2522038.0788147,917608,NA,164.554069,NA,NA,NA,NA,NA,2570399,NA,NA,NA,NA,NA,NA,NA
164.5634193,2522038.0788147,999104,NA,164.5634193,NA,NA,NA,NA,NA,NA,2736417,NA,NA,NA,NA,NA,NA
164.5686051,2522038.0788147,1032352,NA,164.5686051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2560728
164.5690211,2522038.0788147,938985,NA,164.5690211,NA,2567487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.5791391,2522038.0788147,1014545,NA,164.5791391,NA,NA,NA,NA,NA,2871973,NA,NA,NA,NA,NA,NA,NA
164.5882337,2522038.0788147,878346,NA,164.5882337,NA,NA,NA,NA,NA,NA,NA,2739497,NA,NA,NA,NA,NA
164.5912607,2522038.0788147,1218573,NA,164.5912607,NA,NA,NA,NA,NA,NA,NA,2635562,NA,NA,NA,NA,NA
164.5960366,2522038.0788147,1146796,NA,164.5960366,NA,NA,NA,NA,NA,2584744,NA,NA,NA,NA,NA,NA,NA
164.5969486,2522038.0788147,1142444,NA,164.5969486,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534009,NA,NA,NA
164.5974939,2522038.0788147,558711,NA,164.5974939,NA,NA,NA,NA,NA,NA,NA,NA,2595697,NA,NA,NA,NA
164.6002613,2522038.0788147,1289901,NA,164.6002613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586309,NA,NA
164.6313306,2522038.0788147,1075305,NA,164.6313306,NA,NA,NA,NA,NA,NA,2537265,NA,NA,NA,NA,NA,NA
164.6327795,2522038.0788147,1006835,NA,164.6327795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2606823
164.6420478,2522038.0788147,1253452,NA,164.6420478,NA,NA,NA,NA,NA,NA,NA,2651446,NA,NA,NA,NA,NA
164.644064237027,2522038.0788147,1140854.5,NA,164.644064237027,0.643784560401988,2584911,NA,NA,NA,NA,2652980,NA,NA,NA,NA,NA,NA
164.644798,2522038.0788147,1050808,NA,164.644798,NA,NA,NA,2626163,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.6516445,2522038.0788147,1123093,NA,164.6516445,NA,2695505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.6531875,2522038.0788147,994876,NA,164.6531875,NA,2672977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.6560142,2522038.0788147,1084914,NA,164.6560142,NA,NA,NA,NA,NA,2811574,NA,NA,NA,NA,NA,NA,NA
164.6581153,2522038.0788147,966117,NA,164.6581153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2569965
164.6601355,2522038.0788147,1486808,NA,164.6601355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2707693
164.663491,2522038.0788147,1261988,NA,164.663491,NA,2630483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.664172,2522038.0788147,1107456,NA,164.664172,NA,2634580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.6653947,2522038.0788147,1360999,NA,164.6653947,NA,NA,NA,NA,NA,NA,NA,NA,2861440,NA,NA,NA,NA
164.6713306,2522038.0788147,1310317,NA,164.6713306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2988758,NA,NA
164.6815121,2522038.0788147,1110489,NA,164.6815121,NA,NA,NA,NA,NA,2620092,NA,NA,NA,NA,NA,NA,NA
164.6819138,2522038.0788147,887307,NA,164.6819138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822360,NA,NA
164.6912887,2522038.0788147,1187782,NA,164.6912887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2659546,NA,NA
164.6915471,2522038.0788147,1075328,NA,164.6915471,NA,2811225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.6932092,2522038.0788147,916734,NA,164.6932092,NA,2606426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.6939551,2522038.0788147,1171934,NA,164.6939551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2536181
164.706315448785,2522038.0788147,1142493,NA,164.706315448785,0.179882441304669,NA,NA,NA,NA,2871490,NA,NA,NA,NA,NA,2610599,NA
164.7096756,2522038.0788147,1125004,NA,164.7096756,NA,NA,NA,NA,NA,NA,NA,2640710,NA,NA,NA,NA,NA
164.7103914,2522038.0788147,1470392,NA,164.7103914,NA,NA,NA,NA,NA,NA,NA,2678598,NA,NA,NA,NA,NA
164.7219326,2522038.0788147,1186717,NA,164.7219326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2711292
164.7335444,2522038.0788147,1231202,NA,164.7335444,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525849,NA,NA,NA
164.7372456,2522038.0788147,1263568,NA,164.7372456,NA,NA,NA,NA,2532067,NA,NA,NA,NA,NA,NA,NA,NA
164.7443584,2522038.0788147,1174062,NA,164.7443584,NA,NA,NA,NA,2560229,NA,NA,NA,NA,NA,NA,NA,NA
164.7501519,2522038.0788147,1209666,NA,164.7501519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2608049,NA
164.7585701,2522038.0788147,1290068,NA,164.7585701,NA,NA,NA,NA,NA,NA,2642768,NA,NA,NA,NA,NA,NA
164.7592348,2522038.0788147,1326567,NA,164.7592348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2913540
164.7675932,2522038.0788147,907144,NA,164.7675932,NA,NA,2677169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.7688053,2522038.0788147,1022742,NA,164.7688053,NA,NA,NA,NA,NA,NA,2710867,NA,NA,NA,NA,NA,NA
164.7921579,2522038.0788147,1291503,NA,164.7921579,NA,NA,2538935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.7939426,2522038.0788147,1359964,NA,164.7939426,NA,NA,NA,2659990,NA,NA,NA,NA,NA,NA,NA,NA,NA
164.8009871,2522038.0788147,906935,NA,164.8009871,NA,NA,NA,NA,NA,NA,2557787,NA,NA,NA,NA,NA,NA
164.8027703,2522038.0788147,925477,NA,164.8027703,NA,NA,NA,NA,NA,2539992,NA,NA,NA,NA,NA,NA,NA
164.8149338,2522038.0788147,961523,NA,164.8149338,NA,NA,NA,NA,NA,NA,2546270,NA,NA,NA,NA,NA,NA
164.8256482,2522038.0788147,1370280,NA,164.8256482,NA,NA,NA,NA,NA,3415773,NA,NA,NA,NA,NA,NA,NA
