"mz","MDL_3.6","ResPow","refe","m1","SE","Sample1_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3552.csv","Sample2_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3560.csv","Sample3_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3568.csv","Sample4_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3554.csv","Sample5_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3562.csv","Sample6_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3570.csv","Sample7_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3556.csv","Sample8_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3564.csv","Sample9_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3572.csv","Sample10_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3576.csv","Sample11_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3582.csv","Sample12_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3588.csv","Sample13_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3578.csv","Sample14_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3584.csv","Sample15_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3590.csv"
95.9522807016027,2682406.75386934,2031659.13333333,NA,95.9522807655615,0.0294802837329931,15669502,16084512,15336033,6897958,6935047,6683601,12712084,13448518,13912493,10358459,11179435,11355085,9382571,11546235,10923077
96.3777775,2682406.75386934,1961734,NA,96.3777775,NA,NA,NA,NA,NA,NA,NA,NA,NA,2888453,NA,NA,NA,NA,NA,NA
96.7988624,2682658.33410772,1770850,NA,96.7988624,NA,NA,NA,NA,NA,NA,NA,NA,NA,2724933,NA,NA,NA,NA,NA,NA
96.8387642,2682658.33410772,2007017,NA,96.8387642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2803661
96.960015762291,2682658.33410772,2354303.21428571,NA,96.9600158319112,0.0232697963675377,14256012,12993326,13733870,7633858,NA,6107358,13240512,12040563,13810202,8190537,9209976,9321882,6954840,7776874,7515827
96.9601052537949,2682658.33410772,1945151.53333333,NA,96.9601053226322,0.0247308145427037,188578512,186436784,185792368,95060416,92087832,93194464,185377472,183589232,184502496,124183496,126771576,130822936,99157624,98859720,106027952
97.0324322,2682658.33410772,1588580,NA,97.0324322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030463,NA,NA,NA,NA,NA
97.0658912161174,2682658.33410772,2150740.66666667,NA,97.0658915116793,0.0124303719388706,NA,NA,NA,NA,NA,NA,3289950,3042201,2850983,NA,NA,NA,NA,NA,NA
97.1432238,2682658.33410772,2039772,NA,97.1432238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2788398,NA,NA,NA,NA,NA,NA
97.2366072,2682658.33410772,1435814,NA,97.2366072,NA,NA,NA,NA,2697612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.7619017,2682909.93794156,1748970,NA,97.7619017,NA,NA,2687493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97.9313374386595,2682909.93794156,2014972.73333333,NA,97.9313375034655,0.0257002458441311,12105783,11679385,12632793,8026220,8216575,7273993,10959786,11793885,11563395,11978995,11936032,11068867,7605090,7071093,8293790
98.1840441,2682909.93794156,1867099,NA,98.1840441,NA,NA,NA,NA,NA,2777512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.2031695,2682909.93794156,1333909,NA,98.2031695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2729096
98.2313576,2682909.93794156,1565058,NA,98.2313576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880169,NA,NA,NA,NA
98.2440455,2682909.93794156,2092452,NA,98.2440455,NA,NA,2696914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.3013734,2682909.93794156,1743006,NA,98.3013734,NA,NA,NA,NA,NA,2836358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.3340392,2682909.93794156,1906293,NA,98.3340392,NA,NA,NA,NA,NA,NA,NA,NA,NA,2709865,NA,NA,NA,NA,NA,NA
98.3381109993018,2682909.93794156,1759003,NA,98.3381119,NA,NA,NA,NA,NA,NA,NA,NA,2691139,NA,NA,NA,NA,NA,NA,NA
98.3689467,2682909.93794156,1941865,NA,98.3689467,NA,NA,NA,2743982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.3769981,2682909.93794156,2038200,NA,98.3769981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2821579,NA
98.4453756,2682909.93794156,1892672,NA,98.4453756,NA,NA,NA,NA,2799535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.4961834,2682909.93794156,1371434,NA,98.4961834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2815293,NA,NA,NA
98.8665828,2683161.56537306,1922487,NA,98.8665828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2708159,NA
98.8694218,2683161.56537306,1963130,NA,98.8694218,NA,NA,2692818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98.92383,2683161.56537306,1960035,NA,98.92383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798106,NA,NA,NA,NA,NA
98.9292487101232,2683161.56537306,2161434.5,NA,98.9292488259318,0.0256719342003516,NA,NA,3447743,3664977,NA,NA,3411120,3635299,3671673,NA,NA,NA,3886663,2697821,3471173
98.9391615022378,2683161.56537306,1967664.46666667,NA,98.9391615671641,0.0281483748579744,11447454,11696000,12179903,7884881,8626021,8820527,12813455,11967491,12414249,11298841,12469189,12501736,7742599,7606045,7534725
98.9559017238602,2683161.56537306,2053250.26666667,NA,98.9559017982174,0.028128420109096,9438302,9565888,9813822,5266513,3383300,5207503,10345871,10766722,9426472,5287481,7145413,7503528,5586887,5119036,5645765
98.9643585,2683161.56537306,1879673,NA,98.9643585,NA,3412510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.0336524,2683161.56537306,2099837,NA,99.0336524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2714582,NA,NA,NA,NA,NA,NA
99.1230028,2683161.56537306,1999489,NA,99.1230028,NA,NA,NA,2727642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.1470222,2683161.56537306,1998700,NA,99.1470222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734423,NA
99.1797236,2683161.56537306,1911550,NA,99.1797236,NA,NA,NA,2783768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.1955874,2683161.56537306,1535360,NA,99.1955874,NA,NA,NA,2818760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.2524291,2683161.56537306,1666974,NA,99.2524291,NA,NA,NA,NA,NA,2875196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.2716038,2683161.56537306,1963949,NA,99.2716038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2692111,NA,NA,NA
99.3152503,2683161.56537306,1775517,NA,99.3152503,NA,NA,NA,NA,NA,NA,NA,NA,NA,2910878,NA,NA,NA,NA,NA,NA
99.3182583,2683161.56537306,1821127,NA,99.3182583,NA,NA,NA,2687124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.3296911,2683161.56537306,1536335,NA,99.3296911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2792878,NA,NA,NA,NA,NA
99.3604918,2683161.56537306,1244010,NA,99.3604918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753152,NA,NA,NA,NA
99.3808398,2683161.56537306,2220771,NA,99.3808398,NA,NA,NA,NA,NA,2721400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.4147595,2683161.56537306,1473108,NA,99.4147595,NA,3126193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.4219235,2683161.56537306,1534529,NA,99.4219235,NA,2785153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.4374174,2683161.56537306,2054300,NA,99.4374174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066456
99.4827639,2683161.56537306,1609948,NA,99.4827639,NA,NA,NA,NA,NA,2857925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.5404046,2683413.21640446,2196004,NA,99.5404046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2733811,NA,NA,NA,NA
99.5583716,2683413.21640446,1814609,NA,99.5583716,NA,NA,NA,NA,2892783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.6045514,2683413.21640446,2123096,NA,99.6045514,NA,NA,NA,2747836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.6131339,2683413.21640446,1838245,NA,99.6131339,NA,NA,NA,NA,NA,NA,NA,2731068,NA,NA,NA,NA,NA,NA,NA,NA
99.6171547,2683413.21640446,1453265,NA,99.6171547,NA,2847308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.6719999,2683413.21640446,1458140,NA,99.6719999,NA,2794618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.860718,2683413.21640446,1542649,NA,99.860718,NA,NA,2691006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.8615994,2683413.21640446,2142337,NA,99.8615994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2707628,NA,NA
99.8734567,2683413.21640446,1479223,NA,99.8734567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722843,NA,NA
99.8856395,2683413.21640446,2036830,NA,99.8856395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2691371,NA,NA
99.918333,2683413.21640446,1382225,NA,99.918333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3152396,NA,NA,NA,NA,NA,NA
99.9257033409577,2683413.21640446,2167658.86666667,NA,99.9257034062645,0.0250122211905732,19241858,18739044,19919138,12738931,12637128,12807059,18804850,18690342,19766668,17299836,18690342,18742474,13113642,12510722,13182441
99.9257983247872,2683413.21640446,1895153.46666667,NA,99.9257983906387,0.0238199508152544,257442432,256864352,274141984,181009264,173321168,181467792,260870768,261812512,266120336,249992064,249924384,250437840,179503664,178347136,177539440
99.9300909,2683413.21640446,1595971,NA,99.9300909,NA,NA,NA,NA,NA,2719096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.9918542,2683413.21640446,1578387,NA,99.9918542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2706340,NA,NA,NA,NA
100.0125186,2683413.21640446,1784463,NA,100.0125186,NA,NA,NA,2821360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.0625274,2683413.21640446,2031485,NA,100.0625274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2819717,NA,NA
100.067789283459,2683413.21640446,1750085,NA,100.0677902,NA,NA,NA,NA,NA,NA,NA,NA,3017553,NA,NA,NA,NA,NA,NA,NA
100.0833728,2683413.21640446,2152232,NA,100.0833728,NA,NA,2780608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.0965617,2683413.21640446,1844007,NA,100.0965617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3451844,NA,NA
100.1334123,2683413.21640446,2039659,NA,100.1334123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2863548,NA
100.1422262,2683413.21640446,1211448,NA,100.1422262,NA,2725372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.2067356,2683413.21640446,1836496,NA,100.2067356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2716970,NA
100.2206326,2683413.21640446,1482641,NA,100.2206326,NA,NA,NA,NA,2776234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.2230935,2683413.21640446,1399722,NA,100.2230935,NA,2896298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.233154881945,2683413.21640446,1696576,NA,100.2331558,NA,NA,NA,NA,NA,NA,NA,NA,2689468,NA,NA,NA,NA,NA,NA,NA
100.3159119,2683413.21640446,1277376,NA,100.3159119,NA,NA,NA,NA,NA,NA,NA,NA,NA,2901727,NA,NA,NA,NA,NA,NA
100.339743680968,2683413.21640446,1334969,NA,100.3397446,NA,NA,NA,NA,NA,NA,NA,NA,3513673,NA,NA,NA,NA,NA,NA,NA
100.3715635,2683413.21640446,1689782,NA,100.3715635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2758373,NA
100.3745042,2683413.21640446,1717365,NA,100.3745042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2683416,NA,NA,NA,NA
100.382909280573,2683413.21640446,1424386,NA,100.3829102,NA,NA,NA,NA,NA,NA,NA,NA,2708055,NA,NA,NA,NA,NA,NA,NA
100.3929238,2683413.21640446,2043775,NA,100.3929238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2792622,NA,NA,NA,NA,NA
100.4318992,2683413.21640446,1997584,NA,100.4318992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2685818,NA,NA,NA
100.434281880103,2683413.21640446,1900891,NA,100.4342828,NA,NA,NA,NA,NA,NA,NA,NA,2730326,NA,NA,NA,NA,NA,NA,NA
100.4608992,2683413.21640446,1894446,NA,100.4608992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2718073
100.4664252,2683413.21640446,1838472,NA,100.4664252,NA,NA,NA,NA,NA,NA,NA,2804065,NA,NA,NA,NA,NA,NA,NA,NA
100.4754719,2683413.21640446,2029212,NA,100.4754719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2745049,NA,NA,NA
100.509282779416,2683664.89103795,1643493,NA,100.5092837,NA,NA,NA,NA,NA,NA,NA,NA,2739395,NA,NA,NA,NA,NA,NA,NA
100.5187858,2683664.89103795,1473569,NA,100.5187858,NA,2704161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.5693655,2683664.89103795,1476509,NA,100.5693655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2989718
100.5726235,2683664.89103795,2074386,NA,100.5726235,NA,NA,NA,NA,NA,NA,2838399,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.5864421,2683664.89103795,1636817,NA,100.5864421,NA,NA,NA,NA,NA,NA,NA,2710109,NA,NA,NA,NA,NA,NA,NA,NA
100.607280178518,2683664.89103795,1476219,NA,100.6072811,NA,NA,NA,NA,NA,NA,NA,NA,2876992,NA,NA,NA,NA,NA,NA,NA
100.6216161,2683664.89103795,1561361,NA,100.6216161,NA,NA,NA,2724253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.6224725,2683664.89103795,2001079,NA,100.6224725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3059663,NA,NA,NA,NA
100.6380924,2683664.89103795,1613490,NA,100.6380924,NA,NA,NA,2751292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.720462,2683664.89103795,2361657,NA,100.720462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753169
100.728556,2683664.89103795,1823933,NA,100.728556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710755,NA,NA,NA,NA,NA
100.7387279,2683664.89103795,1425023,NA,100.7387279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689328,NA,NA,NA
100.787941,2683664.89103795,1923619,NA,100.787941,NA,NA,NA,NA,NA,NA,NA,2749014,NA,NA,NA,NA,NA,NA,NA,NA
100.7982315,2683664.89103795,1532308,NA,100.7982315,NA,NA,NA,NA,NA,NA,NA,2741637,NA,NA,NA,NA,NA,NA,NA,NA
100.8198281,2683664.89103795,2117651,NA,100.8198281,NA,NA,NA,2848934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.830584,2683664.89103795,1437368,NA,100.830584,NA,NA,3088009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.8357842,2683664.89103795,1544272,NA,100.8357842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2751868,NA,NA,NA
100.866194,2683664.89103795,1600369,NA,100.866194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2835334,NA,NA,NA,NA
100.8689429,2683664.89103795,1882979,NA,100.8689429,NA,NA,NA,NA,NA,NA,2911030,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.870544,2683664.89103795,1745758,NA,100.870544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2962783,NA,NA,NA,NA,NA
100.8816864,2683664.89103795,1616414,NA,100.8816864,NA,NA,NA,NA,2872868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.884159,2683664.89103795,1948272,NA,100.884159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2955358,NA,NA,NA,NA,NA
100.8875213,2683664.89103795,2136730,NA,100.8875213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2969516
100.9040059,2683664.89103795,1976261,NA,100.9040059,NA,NA,NA,NA,NA,NA,NA,3026642,NA,NA,NA,NA,NA,NA,NA,NA
100.9141415,2683664.89103795,1528440,NA,100.9141415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2956315
100.9203281,2683664.89103795,1552878,NA,100.9203281,NA,NA,NA,2919491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.925845537054,2683664.89103795,1939073.66666667,NA,100.925845537054,0.0594605968503358,NA,NA,3203587,NA,NA,NA,NA,NA,3205227,NA,NA,3253577,NA,NA,NA
100.925940502162,2683664.89103795,1897905.93333333,NA,100.925940567551,0.0245297826692046,31392356,31456326,33157378,21922386,21902760,22059124,30929488,31056646,32378986,31005532,31452932,30859946,22196488,23293540,21717834
100.9335269403,2683664.89103795,2161860.66666667,NA,100.933527007986,0.0231845137449973,19049316,19090758,19100674,13477970,12443560,13130867,20414288,20270342,20683370,19417948,19060996,20251304,13201928,12060516,13098826
100.933624176605,2683664.89103795,1875268.53333333,NA,100.933624244583,0.0236477437555315,261567072,258584640,267866880,179290960,179176352,187021936,277635680,283795712,284267616,262746976,265741056,264945840,189006352,183907424,183896400
100.9378024,2683664.89103795,2209128,NA,100.9378024,NA,NA,NA,NA,NA,NA,NA,NA,NA,2735242,NA,NA,NA,NA,NA,NA
100.9640107,2683664.89103795,2154203,NA,100.9640107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2797223,NA,NA
100.9873572,2683664.89103795,1840578,NA,100.9873572,NA,NA,2824868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.0061951,2683664.89103795,1891649,NA,101.0061951,NA,NA,NA,NA,NA,2692581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.0207941,2683664.89103795,1160853,NA,101.0207941,NA,NA,NA,NA,NA,NA,2825313,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.0294715,2683664.89103795,1710398,NA,101.0294715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2711417,NA,NA,NA,NA,NA
101.0993638,2683664.89103795,1366966,NA,101.0993638,NA,NA,NA,NA,NA,NA,NA,NA,NA,2797237,NA,NA,NA,NA,NA,NA
101.1067228,2683664.89103795,2146958,NA,101.1067228,NA,NA,2740576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.1273301,2683664.89103795,1920309,NA,101.1273301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2890626,NA,NA,NA
101.134758,2683664.89103795,2265042,NA,101.134758,NA,NA,2693791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.146817073576,2683664.89103795,2014804,NA,101.146818,NA,NA,NA,NA,NA,NA,NA,NA,2814462,NA,NA,NA,NA,NA,NA,NA
101.1670056,2683664.89103795,1597472,NA,101.1670056,NA,NA,NA,NA,NA,NA,NA,2738905,NA,NA,NA,NA,NA,NA,NA,NA
101.1689857,2683664.89103795,1962747,NA,101.1689857,NA,NA,NA,2698970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.1793199,2683664.89103795,1789763,NA,101.1793199,NA,NA,NA,NA,NA,NA,2693867,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.1806815,2683664.89103795,1609639,NA,101.1806815,NA,2792027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.2134323,2683664.89103795,1739740,NA,101.2134323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2938363,NA
101.2171363,2683664.89103795,2028560,NA,101.2171363,NA,NA,NA,NA,2727688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.2282117,2683664.89103795,1756697,NA,101.2282117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2764897
101.23273,2683664.89103795,2011002,NA,101.23273,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694304,NA,NA,NA,NA,NA,NA
101.2571364,2683664.89103795,2120675,NA,101.2571364,NA,NA,NA,NA,NA,NA,2781673,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.2733693,2683664.89103795,1856452,NA,101.2733693,NA,NA,NA,NA,NA,2714236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.2774601,2683664.89103795,1734255,NA,101.2774601,NA,NA,NA,NA,2761702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.2832025,2683664.89103795,1128834,NA,101.2832025,NA,NA,NA,2726215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.2839429,2683664.89103795,1834589,NA,101.2839429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750204,NA,NA
101.2954926,2683664.89103795,1712149,NA,101.2954926,NA,2729624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.300520472168,2683664.89103795,1909986,NA,101.3005214,NA,NA,NA,NA,NA,NA,NA,NA,2848505,NA,NA,NA,NA,NA,NA,NA
101.311531772068,2683664.89103795,1820980,NA,101.3115327,NA,NA,NA,NA,NA,NA,NA,NA,3459896,NA,NA,NA,NA,NA,NA,NA
101.3149979,2683664.89103795,1581484,NA,101.3149979,NA,NA,2808665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.3240009,2683664.89103795,1920641,NA,101.3240009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2829974,NA,NA,NA,NA
101.3256734,2683664.89103795,1185179,NA,101.3256734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2703931,NA,NA,NA
101.3348202,2683664.89103795,1622512,NA,101.3348202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2684759,NA
101.3482921,2683664.89103795,1567813,NA,101.3482921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2974030,NA,NA,NA,NA,NA
101.3611933,2683664.89103795,1564958,NA,101.3611933,NA,NA,NA,NA,NA,NA,NA,2842386,NA,NA,NA,NA,NA,NA,NA,NA
101.3644141,2683664.89103795,1309835,NA,101.3644141,NA,NA,2964151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.3701624,2683664.89103795,1306645,NA,101.3701624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2857929,NA,NA
101.3828582,2683664.89103795,1478114,NA,101.3828582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2824985,NA,NA,NA
101.3847284,2683664.89103795,1725554,NA,101.3847284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2738061,NA,NA,NA,NA,NA
101.3923929,2683664.89103795,1491868,NA,101.3923929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2766264,NA,NA
101.4136242,2683664.89103795,1652262,NA,101.4136242,NA,NA,NA,NA,NA,NA,2863011,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.4164366,2683664.89103795,1973521,NA,101.4164366,NA,NA,NA,2709554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.4263539,2683664.89103795,1843649,NA,101.4263539,NA,NA,NA,NA,NA,2820247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.4451104,2683664.89103795,2142931,NA,101.4451104,NA,NA,NA,NA,NA,NA,NA,NA,NA,2762233,NA,NA,NA,NA,NA,NA
101.4514721,2683664.89103795,1991301,NA,101.4514721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2817594
101.4609902,2683664.89103795,1652786,NA,101.4609902,NA,NA,NA,2690496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.4803391,2683664.89103795,1341424,NA,101.4803391,NA,NA,2813299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.4990802,2683664.89103795,1582896,NA,101.4990802,NA,NA,NA,NA,NA,2911989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.5234375,2683916.58927575,1673671,NA,101.5234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2797480,NA,NA,NA,NA,NA
101.5331045,2683916.58927575,1601572,NA,101.5331045,NA,2694544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.540793569968,2683916.58927575,1380891,NA,101.5407945,NA,NA,NA,NA,NA,NA,NA,NA,2710416,NA,NA,NA,NA,NA,NA,NA
101.5539651,2683916.58927575,1504664,NA,101.5539651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2794525,NA,NA,NA,NA
101.5917047,2683916.58927575,2026329,NA,101.5917047,NA,NA,NA,NA,NA,2750129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.5978281,2683916.58927575,2159810,NA,101.5978281,NA,NA,NA,NA,3039035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.614466994158,2683916.58927575,1878271,NA,101.614466994158,0.420306781640122,NA,NA,NA,3008954,NA,NA,NA,NA,NA,NA,NA,NA,2851472,NA,NA
101.6366705,2683916.58927575,1701281,NA,101.6366705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2838157,NA
101.652432868945,2683916.58927575,1609173,NA,101.6524338,NA,NA,NA,NA,NA,NA,NA,NA,2943468,NA,NA,NA,NA,NA,NA,NA
