"mz","MDL_3.7","ResPow","refe","m1","SE","Sample1_masslistsMGC2101811_LSt_MA_FTMS_PB_5_01_1-2-31_1_21540.csv","Sample2_masslistsMGC2101811_LSt_MA_FTMS_PB_5_02_1-2-31_1_21550.csv","Sample3_masslistsMGC2101811_LSt_MA_FTMS_PB_5_03_1-2-31_1_21560.csv","Sample4_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_01_1-2-11_1_21332.csv","Sample5_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_02_1-2-11_1_21342.csv","Sample6_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_03_1-2-11_1_21350.csv","Sample7_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_01_1-2-2_1_21252.csv","Sample8_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_02_1-2-2_1_21260.csv","Sample9_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_03_1-2-2_1_21270.csv","Sample10_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_01_1-2-15_1_21362.csv","Sample11_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_02_1-2-15_1_21372.csv","Sample12_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_03_1-2-15_1_21382.csv","Sample13_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_01_1-2-17_1_21390.csv","Sample14_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_02_1-2-17_1_21400.csv","Sample15_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_03_1-2-17_1_21410.csv","Sample16_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_01_1-2-4_1_21276.csv","Sample17_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_02_1-2-4_1_21286.csv","Sample18_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_03_1-2-4_1_21294.csv","Sample19_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_01_1-2-10_1_21330.csv","Sample20_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_02_1-2-10_1_21340.csv","Sample21_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_03_1-2-10_1_21348.csv"
92.2634974215291,3232669.54633762,2643687,NA,92.2634974215291,0.0320790973900071,NA,NA,NA,NA,NA,NA,4430123,4285847,4207142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92.9280276960126,3233532.76179132,2099174.8,NA,92.9280288615679,0.0213553877489634,NA,NA,NA,5706222,4896541,5337965,8115408,8120598,8919518,11621445,11358437,11511228,11605320,10532870,11930149,NA,NA,NA,8947783,9458559,10479609
93.0568778530207,3233532.76179132,2025880,NA,93.0568778530207,0.026595280166846,NA,3336315,NA,NA,3313359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93.2565145878014,3233532.76179132,2422701,NA,93.2565145878014,0.029274945333028,6214063,5583180,6447701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94.8318947547794,3235259.8842701,2188509,NA,94.8318961734213,0.0310341121239792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3568905,3661809,NA,3964851,NA,NA,NA,NA,NA,NA
94.9250742385811,3235259.8842701,2080282.46666667,NA,94.9250754299673,0.0228913132461677,NA,NA,NA,4037543,4909325,4499810,7431988,7000141,7318808,10582898,9199518,8689703,10387516,9602331,9555013,NA,NA,NA,8449273,8662049,8869927
95.5911000518797,3236123.7914183,2291866.5,NA,95.5911000518797,0.0036986015383101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3670420,3782486,NA,NA,NA
96.274587150377,3236123.7914183,2399891.66666667,NA,96.2745882305663,0.0161438928978471,7593340,7609097,7471548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.3702604250559,3238716.89723718,1628714,NA,99.3702603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3239017,NA,NA,NA,NA,NA,NA,NA
99.6930595101536,3239581.72750695,1586989,NA,99.6930625,NA,NA,NA,NA,NA,NA,NA,NA,NA,3439087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.046519666993,3239581.72750695,1916215.2,NA,100.046520558654,0.0331492995467858,NA,NA,NA,4592223,5121999,5106581,4009982,4721202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.228967842898,3239581.72750695,1653784,NA,100.228971,NA,3248737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100.9336285,3240446.78871121,2323940,NA,100.9336285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3388342,NA,NA,NA
101.02442061772,3240446.78871121,2024032.66666667,101.02441742661,101.02442061772,0.0166520171131957,NA,NA,NA,3577629,3345326,3466612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.65373284194,3241312.0809116,1890649,NA,101.6537348,NA,NA,NA,NA,NA,NA,NA,NA,3323352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101.961822800864,3241312.0809116,2109493,NA,101.9618246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3422070,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.011770770828,3241312.0809116,1426765,NA,102.0117713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3423370
102.21959625572,3241312.0809116,1921949,NA,102.2195964,NA,NA,3651890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.219742166254,3241312.0809116,1772559.66666667,NA,102.219743167496,1.10539497870384,6436199,9621042,10150990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.219781026451,3241312.0809116,1864021.66666667,NA,102.219782121681,0.00577754532995126,12180903,12666546,15424334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.219806819164,3241312.0809116,1601257.33333333,NA,102.21980808239,1.05362476756456,10053287,6215475,8172238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.219997635731,3241312.0809116,2060534.33333333,NA,102.2199987637,0.0199064145016576,5957927,5780147,6698958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.2634578,3241312.0809116,1308146,NA,102.2634578,NA,NA,NA,NA,3496783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102.507892912454,3242177.60416983,1904215,NA,102.5078939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3270614,NA,NA,NA,NA,NA,NA
102.752436210098,3242177.60416983,1191173,NA,102.7524372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3249436,NA,NA,NA,NA,NA,NA
103.041136589609,3242177.60416983,1869130,NA,103.0411387,NA,NA,NA,NA,NA,NA,26956712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.041149214802,3242177.60416983,1983064,NA,103.04115165887,1.22091945589074,NA,NA,NA,NA,3870689,3297208,27980938,NA,28262690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.041176996842,3242177.60416983,2111073.625,NA,103.041179130199,0.880665502576588,NA,NA,NA,24303888,24609440,3572712,3369226,26985216,3706785,NA,NA,3618058,3455177,NA,NA,NA,NA,NA,NA,NA,NA
103.041239678914,3242177.60416983,1888730.54545455,NA,103.041241848949,0.0387304356089373,NA,NA,NA,38878992,40157856,42006440,47340168,45729024,48588064,4009945,4763882,4928202,3824073,NA,4495361,NA,NA,NA,NA,NA,NA
103.121120365073,3242177.60416983,1612837,NA,103.1211209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3250779
103.542816430998,3243043.35854758,2006192.2,NA,103.542818681406,0.0201209116492961,NA,NA,NA,3439995,4434956,4549716,NA,3646570,4209804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.542918894207,3243043.35854758,1922411.66666667,NA,103.542921277144,0.0227024510504968,NA,NA,NA,4889979,5025420,5696788,8002804,7960042,7970316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103.880247929929,3243043.35854758,1799066,NA,103.880248,NA,NA,NA,3595147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104.8058023,3243909.34410657,1224341,NA,104.8058023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326423,NA,NA,NA,NA
104.887645696155,3243909.34410657,1686651,NA,104.887649,NA,3277747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104.983776051482,3243909.34410657,1701041,NA,104.9837792,NA,NA,NA,NA,NA,NA,NA,NA,NA,3446155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104.985103683152,3243909.34410657,1745595,NA,104.9851062,NA,NA,NA,NA,3323707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105.019723925413,3243909.34410657,1711715,NA,105.0197258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3351285,NA,NA,NA,NA,NA,NA,NA,NA
105.373955053387,3243909.34410657,1866767,NA,105.3739556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3731344
106.457539507283,3244775.56090853,1289975,NA,106.4575427,NA,NA,NA,NA,NA,NA,NA,NA,NA,3252291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106.57340969768,3245642.00901522,1377362,NA,106.5734116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315245,NA,NA,NA,NA,NA,NA,NA,NA
106.673436046646,3245642.00901522,1654380,NA,106.6734366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3292750
106.779298673915,3245642.00901522,1292967,NA,106.7793003,NA,NA,NA,NA,NA,3255418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.1631763,3245642.00901522,1601740,NA,107.1631763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3390585,NA,NA,NA,NA,NA
107.376536439961,3245642.00901522,2116758,NA,107.3765377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4452327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.37657198598,3245642.00901522,1941877,NA,107.37657410272,0.828798588630242,NA,NA,NA,40575560,40198620,39433960,27505082,28728372,29498452,5331538,4333031,4827135,NA,3992595,5086525,NA,NA,NA,NA,NA,NA
107.376644729332,3245642.00901522,1551051.83333333,NA,107.376646858711,0.0274263844701651,NA,NA,NA,54304328,54503900,54640360,38536632,38359092,39858260,5641426,5472871,6096767,5414471,5097620,3962813,NA,NA,NA,NA,NA,NA
107.376878663212,3245642.00901522,1887860,NA,107.3768816,NA,NA,NA,NA,NA,NA,NA,3589626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.541840012136,3246508.68848839,1646348,NA,107.5418418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3508486,NA,NA
107.710993038203,3246508.68848839,1699228.5,NA,107.710995426664,0.035950198291156,NA,NA,NA,3888441,NA,4385495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.71104995259,3246508.68848839,1655937.66666667,NA,107.71105206402,0.491060234641355,NA,NA,NA,3307577,4996685,4336727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107.711173289888,3246508.68848839,2061105.33333333,NA,107.711175722209,0.0181940960518485,NA,NA,NA,6272569,7227341,6432983,4369833,3869219,6017860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108.136107075612,3246508.68848839,1514909,NA,108.1361084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3482814,NA
108.285526,3246508.68848839,1652362,NA,108.285526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3421307,NA,NA,NA,NA
108.3158884,3246508.68848839,1766472,NA,108.3158884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3448123,NA,NA,NA
108.449717564188,3246508.68848839,1543881,NA,108.4497195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3316498,NA,NA,NA,NA,NA,NA,NA,NA
108.685212559984,3247375.59938983,1368357,NA,108.6852145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3281350,NA,NA,NA,NA,NA,NA,NA,NA
108.808338651756,3247375.59938983,1541447,NA,108.8083397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3355957,NA,NA,NA,NA,NA,NA
109.051698046725,3247375.59938983,1847485.8,NA,109.051700529425,0.0442609299923791,NA,NA,NA,NA,4018313,3291924,5346145,7082205,6196222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109.051814691464,3247375.59938983,1836075.33333333,NA,109.051817201362,0.0102935307128668,NA,NA,NA,3607157,4625929,4916884,6741857,7342045,7788798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109.134895751957,3247375.59938983,1745867,NA,109.1348977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3313135,NA,NA,NA,NA,NA,NA,NA,NA
109.206712976339,3247375.59938983,1598068,NA,109.2067146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3918837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109.285521337534,3247375.59938983,1595222,NA,109.2855212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327540,NA,NA,NA,NA,NA,NA,NA
109.947913059948,3248242.74178134,1260661,NA,109.947915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3249144,NA,NA,NA,NA,NA,NA,NA,NA,NA
110.064516229055,3248242.74178134,1619943,NA,110.0645168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3299092
110.90611184304,3249110.11572473,1602307,NA,110.9061138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3284804,NA,NA,NA,NA,NA,NA,NA,NA,NA
110.960013197909,3249110.11572473,1657362,NA,110.9600145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3281200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.0006987036,3249110.11572473,1937142,NA,111.0007022,NA,4025593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.081541814256,3249110.11572473,1670101.66666667,NA,111.081543292769,0.0199883186567456,NA,NA,NA,3528202,NA,NA,NA,NA,NA,4452242,3627562,NA,NA,NA,NA,NA,NA,NA,10953615,11653028,11593818
111.1281819,3249110.11572473,1104621,NA,111.1281819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3262461,NA,NA,NA,NA,NA
111.282518320817,3249110.11572473,1507980,NA,111.2825206,NA,NA,NA,NA,NA,NA,3343010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111.639937051861,3249977.72128183,1544829,NA,111.6399404,NA,NA,NA,NA,NA,NA,NA,NA,NA,3390321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.026165023277,3249977.72128183,1986018,NA,112.026167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3368327,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.380358423631,3249977.72128183,1569192,NA,112.3803598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328351,NA
112.510078456057,3250845.55851449,1534283,NA,112.510082,NA,3351846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.568219726361,3250845.55851449,1739766,NA,112.5682214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3294274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.992673942199,3250845.55851449,1536445,NA,112.9926738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901426,NA,NA,NA,NA,NA,NA,NA
113.1487026,3250845.55851449,1257659,NA,113.1487026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3531972,NA,NA,NA
113.317120740056,3250845.55851449,1515325,NA,113.3171209,NA,NA,3302913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.629220969601,3251713.62748457,1538375,NA,113.6292227,NA,NA,NA,NA,NA,3257881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.758495806752,3251713.62748457,1544665,NA,113.7584972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3615637,NA
113.826170323221,3251713.62748457,1562305,NA,113.8261704,NA,NA,NA,3321246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113.9970225,3251713.62748457,1841906,NA,113.9970225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285282,NA,NA,NA,NA
114.205815302643,3251713.62748457,1933535,NA,114.2058189,NA,3389000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.341190998379,3251713.62748457,1541791,NA,114.3411946,NA,3740864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.62979234426,3252581.92825396,1577263,NA,114.6297922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3318427,NA,NA,NA,NA,NA,NA,NA
114.722763359405,3252581.92825396,1599724,NA,114.7227668,NA,NA,NA,NA,NA,NA,NA,NA,NA,3257798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114.9641032,3252581.92825396,1496977,NA,114.9641032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490673,NA,NA,NA,NA
115.020831889896,3252581.92825396,1726549,NA,115.0208336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3348413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.047653791648,3252581.92825396,1536725,NA,115.0476549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459629,NA,NA,NA,NA,NA,NA
115.3187940018,3252581.92825396,1687082,NA,115.3187946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332197
115.470370362503,3252581.92825396,1383802,NA,115.4703724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3267401,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.640836685933,3253450.46088455,1208136,NA,115.6408378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3293710,NA,NA,NA,NA,NA,NA
115.706377326127,3253450.46088455,1589292,NA,115.7063801,NA,NA,NA,NA,3259922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.920706853601,3253450.46088455,1802144.25,NA,115.92070806157,0.0432972575218625,3898090,NA,3424432,4002439,4772128,5028655,NA,NA,NA,NA,NA,NA,NA,NA,NA,6881105,7552066,7109300,NA,NA,NA
115.9688162,3253450.46088455,1690653,NA,115.9688162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352754,NA,NA,NA
116.390203927555,3253450.46088455,1216104,NA,116.3902057,NA,NA,NA,NA,NA,3376135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116.500784513942,3254319.22543825,1366488,NA,116.5007869,NA,NA,NA,NA,NA,NA,3283345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116.920854577961,3254319.22543825,1850782.4,NA,116.920855644403,0.0291939256491924,NA,NA,3900796,4042322,NA,3765756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730721,3726097,NA,NA,NA,NA
