"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3552.csv","Sample2_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3560.csv","Sample3_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3568.csv","Sample4_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3554.csv","Sample5_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3562.csv","Sample6_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3570.csv","Sample7_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3556.csv","Sample8_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3564.csv","Sample9_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3572.csv","Sample10_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3576.csv","Sample11_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3582.csv","Sample12_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3588.csv","Sample13_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3578.csv","Sample14_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3584.csv","Sample15_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3590.csv"
0,111.081540562263,0.0211886,112.088814619,"C_7 H_12 O_1","C7H12O","C_7 H_11 O_1",5,7,1.714,0.143,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635199.45775122,1891487.85714286,111.081540669001,0.0388778244479298,14,0.17,0.23,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,10057396,9409689,8715591,4196999,3582955,2782014,16940168,17305410,16724643,7393184,9161514,9124570,NA,3752130,3179295
0,113.097203593782,0.1350166,114.104464619,"C_7 H_14 O_1","C7H14O","C_7 H_13 O_1",3,7,2,0.143,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635648.95670253,1837332,113.097203593782,0.0550193946365691,2,0,0.08,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA,NA,NA,2895262,NA,NA,2658618,NA,NA,NA,NA,NA
0,115.076455430019,0.0226044,116.083729238,"C_6 H_12 O_2","C6H12O2","C_6 H_11 O_2",21,6,2,0.333,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636098.53232709,1915534.4,115.076455661708,0.0397685785171585,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,3068797,NA,NA,NA,2856119,3884405,3628627,NA,NA,2717448,NA,NA,NA
0,121.029502141202,0.0054492,122.036779238,"C_7 H_6 O_2","C7H6O2","C_7 H_5 O_2",1,7,0.857,0.286,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637447.71937106,1742137.6,121.029502231388,0.0149490233621969,15,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,5361883,4088002,5629280,6681486,5922307,6522589,8227472,9369939,9855150,6416312,5847329,4994270,5012552,5340407,6441418
0,123.081538647378,0.003707,124.088814619,"C_8 H_12 O_1","C8H12O","C_8 H_11 O_1",3,8,1.5,0.125,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637897.60181944,1529493,123.081539199623,0.0074704971925497,2,0.29,0.33,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3037948,NA,2992482,NA,NA,NA,NA,NA
-1,125.097188598186,0.0032592,126.104464619,"C_8 H_14 O_1","C8H14O","C_8 H_13 O_1",5,8,1.75,0.125,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638347.56100647,1544607,125.097188693811,0.0211944810533336,15,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13.5,-27.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.872042283467,NA,NA,NA,5,FALSE,NA,35380796,34569252,33832636,43507428,43761504,44371516,56229352,57711792,57524232,32161558,32951924,33389620,9766304,10097758,9102637
-1,126.100542274451,0.0058848,127.107819454,"C_7 H_14 O_1 C13_1","C8H14O","C_7 H_13 O_1 C13_1",5,8,1.75,0.125,7,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638572.56938107,1655049.75,126.100542376466,0.031448309237594,12,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.39,-27.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.872042283467,NA,NA,NA,5,FALSE,NA,2772764,3514885,2743964,2990275,3798334,3412507,4511686,4572812,6366693,3309300,3275343,2694673,NA,NA,NA
0,127.1128369715,0.0094911,128.120114619,"C_8 H_16 O_1","C8H16O","C_8 H_15 O_1",3,8,2,0.125,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638797.59694526,1797560.75,127.112837273416,0.0392098758521988,4,0,0.07,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA,NA,NA,3393958,4744301,4479941,NA,NA,2776561,NA,NA,NA
0,128.108084685411,0.019409,129.115363623,"C_7 H_15 O_1 N_1","C7H15NO","C_7 H_14 O_1 N_1",4,7,2.143,0.143,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639022.64370065,1576758.4,128.108084818523,0.0568242059874932,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,NA,4449763,4301260,3529313,NA,NA,4145121,8736137,8049745,7770024,3112121,5871120,4321748,NA,NA,NA
0,129.092106634221,0.0294237,130.099379238,"C_7 H_14 O_2","C7H14O2","C_7 H_13 O_2",21,7,2,0.286,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639247.70964889,1591284.8,129.092106890496,0.0432515996371092,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA,2672363,NA,3398512,5002296,3525007,NA,NA,3083707,NA,NA,NA
0,131.090051128604,0.420599,132.097272,"C_7 H_16 S_1","C7H16S","C_7 H_15 S_1",1,7,2.286,0,7,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639697.89913047,1270385,131.090051128604,0.353564484873529,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,NA,3048080,NA,NA,NA,NA,NA,NA,NA,NA,2691278,2799507,NA,NA,NA
0,137.097180594605,0.0549801,138.104464619,"C_9 H_14 O_1","C9H14O","C_9 H_13 O_1",3,9,1.556,0.111,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641048.92837382,1581589.66666667,137.097180923024,0.0912990112786028,3,0.25,0.29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,NA,NA,NA,NA,NA,NA,NA,3121982,2693639,2858845,NA,NA,NA,NA,NA,NA
0,138.019663879527,0.0183418,139.026942861,"C_6 H_5 O_3 N_1","C6H5NO3","C_6 H_4 O_3 N_1",1,6,0.833,0.5,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641274.16713137,1277822.66666667,138.019663879527,0.0218203985942568,3,0.5,0.71,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,3105831,NA,NA,NA,NA,NA,NA,3263614,2791890,NA,NA,NA,NA
0,139.112839133501,0.0067514,140.120114619,"C_9 H_16 O_1","C9H16O","C_9 H_15 O_1",5,9,1.778,0.111,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641499.42509814,1501056.5,139.112839242477,0.0477087790919483,12,0.12,0.18,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,5071297,6877098,6958654,3164769,3435232,3761086,11218277,10863660,10221444,6466198,6375915,5823407,NA,NA,NA
0,140.108083267545,0.027807,141.115363623,"C_8 H_15 O_1 N_1","C8H15NO","C_8 H_14 O_1 N_1",5,8,1.875,0.125,8,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641724.70227578,1368797,140.108083267545,0.0739361624906297,3,0,0.08,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,NA,NA,3513945,NA,NA,NA,3156865,NA,2800032,NA,NA,NA,NA,NA,NA
0,141.092096219414,0.0463549,142.099379238,"C_8 H_14 O_2","C8H14O2","C_8 H_13 O_2",4,8,1.75,0.25,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641949.99866591,1542360.8,141.092096421508,0.064089195976769,5,0,0.14,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,NA,NA,NA,2833530,NA,NA,NA,2714530,2963049,3073985,2642129,NA,NA,NA,NA,NA
0,141.128484710895,0.0244625,142.135764619,"C_9 H_18 O_1","C9H18O","C_9 H_17 O_1",3,9,2,0.111,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641949.99866591,1369001.5,141.128484710895,0.0622050513693453,4,0,0.06,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA,NA,NA,4396964,NA,3471299,3264723,NA,3031023,NA,NA,NA
0,142.087359172185,0.0514485,143.094628242,"C_7 H_13 O_2 N_1","C7H13NO2","C_7 H_12 O_2 N_1",12,7,1.857,0.286,7,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642175.31427019,1462706.5,142.087359415064,0.0443376960393388,4,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA,NA,NA,4055499,4043921,5700586,NA,2944084,NA,NA,NA,NA
0,142.123738360118,0.0081673,143.131013623,"C_8 H_17 O_1 N_1","C8H17NO","C_8 H_16 O_1 N_1",4,8,2.125,0.125,8,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642175.31427019,1391955.75,142.12373845871,0.0245949039793306,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,NA,8736290,8330251,9860770,10432201,11599684,11595297,13389260,15494291,14331883,8163066,8418902,9116696,NA,NA,NA
0,143.10775526234,0.0170419,144.115029238,"C_8 H_16 O_2","C8H16O2","C_8 H_15 O_2",21,8,2,0.25,8,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642400.64909024,1403146.13333333,143.107755348324,0.0507287244752815,15,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,6021711,5705783,5312208,4434680,3385202,3918414,11544059,10951873,11706394,6883112,7184006,7879751,4819378,3861615,3930430
0,145.087024590676,0.0490437,146.094293857,"C_7 H_14 O_3","C7H14O3","C_7 H_13 O_3",4,7,2,0.429,7,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642851.37638422,1442852.14285714,145.087024722739,0.101612639893448,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,3036858,2696866,2842431,NA,NA,NA,3187310,3474738,3570828,NA,NA,3710139,NA,NA,NA
0,148.983220895583,0.3872845,149.990439238,"C_4 H_7 O_2 S_1 P_1","C4H7O2PS","C_4 H_6 O_2 S_1 P_1",1,4,1.75,0.5,4,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643527.6114845,1485615.5,148.983220895583,0.0246803314013596,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3530589,3506676,NA
0,149.060799001895,0.0253552,150.068079238,"C_9 H_10 O_2","C9H10O2","C_9 H_9 O_2",1,9,1.111,0.222,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643753.06163363,1374110.58333333,149.060799058041,0.0575333321649152,12,0.43,0.5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,NA,5054439,6278605,6074484,4339884,4562200,5484525,4996013,4629100,6396362,4519117,4087880,5472766,NA,NA,NA
0,151.112839153951,0.0063568,152.120114619,"C_10 H_16 O_1","C10H16O","C_10 H_15 O_1",3,10,1.6,0.1,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644204.01961529,1384955.8,151.112839269217,0.0261753371283896,5,0.22,0.26,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,NA,NA,3009175,NA,NA,NA,NA,5366917,3604288,3685024,NA,4943144,NA,NA,NA,NA
0,153.092101643104,0.0075471,154.099379238,"C_9 H_14 O_2","C9H14O2","C_9 H_13 O_2",1,9,1.556,0.222,9,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644655.05451907,1341990.33333333,153.092101832212,0.0383858779617135,3,0.14,0.25,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,NA,NA,NA,NA,NA,NA,2712952,3704879,NA,2853514,NA,NA,NA,NA,NA
0,153.128489917282,0.0112239,154.135764619,"C_10 H_18 O_1","C10H18O","C_10 H_17 O_1",5,10,1.8,0.1,10,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644655.05451907,1321566.76923077,153.128489970225,0.0395172301834176,13,0.11,0.16,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,4313500,4376447,5419573,5343869,5888730,5966248,9544060,10539060,10021783,4250255,5558824,5108691,NA,NA,2983044
0,154.087345058345,0.0435347,155.094628242,"C_8 H_13 O_2 N_1","C8H13NO2","C_8 H_12 O_2 N_1",15,8,1.625,0.25,8,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644880.60082086,1344451.25,154.087345180305,0.0785465612907193,4,0,0.17,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,NA,NA,3146233,NA,NA,NA,NA,5997056,4904117,4221978,NA,NA,NA,NA,NA,NA
0,154.123736554691,0.0041062,155.131013623,"C_9 H_17 O_1 N_1","C9H17NO","C_9 H_16 O_1 N_1",5,9,1.889,0.111,9,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644880.60082086,1245736.8,154.123736611491,0.0529633524322058,10,0,0.07,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,3057180,3399678,4956857,NA,NA,2833451,6980101,7526586,7341087,4639507,6139573,5164124,NA,NA,NA
0,155.107749156699,0.0233802,156.115029238,"C_9 H_16 O_2","C9H16O2","C_9 H_15 O_2",4,9,1.778,0.222,9,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645106.16635809,1395743.375,155.107749220646,0.0563122655381971,8,0,0.12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,NA,2808483,NA,3646276,NA,NA,NA,5868181,5742920,4401326,2757534,3050314,2886381,NA,NA,NA
0,156.103000360414,0.0092292,157.110278242,"C_8 H_15 O_2 N_1","C8H15NO2","C_8 H_14 O_2 N_1",12,8,1.875,0.25,8,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645331.75113242,1288637.93333333,156.10300039834,0.0452806762934319,15,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,12022581,12374294,10593242,3366962,3755136,4603721,18805552,17805792,21046600,12657717,12878827,12456330,3174631,3335471,3194395
0,156.139389274553,0.0132551,157.146663623,"C_9 H_19 O_1 N_1","C9H19NO","C_9 H_18 O_1 N_1",4,9,2.111,0.111,9,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645331.75113242,1131946.5,156.139389274553,0.134954941045266,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,NA,NA,NA,2723808,NA,NA,2817102,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,157.087017885029,0.0029097,158.094293857,"C_8 H_14 O_3","C8H14O3","C_8 H_13 O_3",4,8,1.75,0.375,8,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645557.35514549,1339339.36363636,157.087017934052,0.0242845758430248,11,0,0.08,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE,NA,NA,3498414,3200120,NA,NA,NA,7627731,8379009,8164843,3604691,4994196,3649071,2917258,3510724,3118771
0,157.123403830679,0.0064757,158.130679238,"C_9 H_18 O_2","C9H18O2","C_9 H_17 O_2",21,9,2,0.222,9,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645557.35514549,1258654.6,157.123403861342,0.0229127520840099,15,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5.96,1169.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.397001701391,NA,NA,NA,3,FALSE,NA,13738964,15507892,15320190,10523867,9381156,11604970,22242264,20652678,22062576,15377625,17388698,16540213,15098768,15459785,15671992
0,158.082265347296,0.0068012,159.089542861,"C_7 H_13 O_3 N_1","C7H13NO3","C_7 H_12 O_3 N_1",23,7,1.857,0.429,7,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645782.97839892,1299629,158.082265394574,0.0361105924658027,12,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,11072626,9486929,8408353,3150212,3965384,3056779,15746177,16487212,15591064,8385916,8586568,8016607,NA,NA,NA
0,158.118651831825,0.000132,159.125928242,"C_8 H_17 O_2 N_1","C8H17NO2","C_8 H_16 O_2 N_1",1,8,2.125,0.25,8,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645782.97839892,1211559,158.118651973786,0.0633304379459393,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,NA,NA,NA,NA,NA,NA,NA,3410055,3580723,3136671,NA,NA,NA,NA,NA,NA
0,158.126764425061,0.0426307,159.134034073,"C_8 H_18 O_2 C13_1","C9H18O2","C_8 H_17 O_2 C13_1",21,9,2,0.222,8,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645782.97839892,1255263,158.126764425061,0.0789982053015656,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.19,1169.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.397001701391,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA,NA,2997907,NA,NA,NA,NA,NA,3406567,3036225,NA,NA
0,159.066304743356,0.1418035,160.073558476,"C_7 H_12 O_4","C7H12O4","C_7 H_11 O_4",5,7,1.714,0.571,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646008.62089437,1156719.5,159.066304967636,0.133240752318399,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA,NA,NA,2701622,3306975,NA,NA,NA,NA,NA,NA,NA
0,159.102666572437,0.0053276,160.109943857,"C_8 H_16 O_3","C8H16O3","C_8 H_15 O_3",4,8,2,0.375,8,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646008.62089437,1319470.125,159.102666633563,0.0451806723621795,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,4238082,2945495,NA,NA,NA,5690685,6210534,7024468,4119091,3683851,4744094,NA,NA,NA
0,166.087356083472,0.0255723,167.094628242,"C_9 H_13 O_2 N_1","C9H13NO2","C_9 H_12 O_2 N_1",4,9,1.444,0.222,9,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647588.65727679,870510,166.087356283521,0.182224533622157,2,0.17,0.29,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2765274,NA,2722833,NA,NA,NA,NA,NA
0,168.103002170235,0.0021288,169.110278242,"C_9 H_15 O_2 N_1","C9H15NO2","C_9 H_14 O_2 N_1",15,9,1.667,0.222,9,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648040.26951489,1206241.53333333,168.103002203889,0.0269081528207123,15,0,0.14,3,0,0,0,0,0,0,1,0,1,1,0,0,0,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,NA,9362629,10156696,9989551,10665570,12459613,10890496,17493334,15821792,17244004,8982032,8965742,8534989,2967823,3142261,3263383
