"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3552.csv","Sample2_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3560.csv","Sample3_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A1_1-1-14_1_3568.csv","Sample4_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3554.csv","Sample5_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3562.csv","Sample6_masslistsMGC2102290_LSt_MALSt_FT-ICR-MS_PB-A2_1-1-15_1_3570.csv","Sample7_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3556.csv","Sample8_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3564.csv","Sample9_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-1_1-1-16_1_3572.csv","Sample10_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3576.csv","Sample11_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3582.csv","Sample12_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-2_1-1-17_1_3588.csv","Sample13_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3578.csv","Sample14_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3584.csv","Sample15_masslistsMGC2102296_LSt_MALSt_FT-ICR-MS_Alc-3_1-1-18_1_3590.csv"
0,293.212206843224,0.0359663,294.219493857,"C_18 H_30 O_3","C18H30O3","C_18 H_29 O_3",1,18,1.667,0.167,18,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676448.72763551,683201.5,293.212208289855,0.160394892347663,6,0.07,0.15,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,FALSE,NA,NA,3523917,3467595,NA,NA,NA,3404069,4548451,3333224,NA,NA,NA,NA,3827331,NA
-1,293.231561132723,0.0152495,294.238833077,"C_17 H_31 O_2 N_1 C13_1","C18H31NO2","C_17 H_30 O_2 N_1 C13_1",4,18,1.722,0.111,17,31,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676448.72763551,690639.153846154,293.231561899434,0.0807075941403678,13,0.07,0.12,4,0,0,0,0,0,0,1,0,1,1,0,0,0,4.44,-14.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.0130414832613,NA,NA,NA,76,FALSE,NA,11935654,12303699,13287760,NA,NA,3731792,19687724,17901416,19393646,14853476,15001958,15443567,3844190,3704457,3552842
0,294.171057047231,0.0813102,295.17835748,"C_16 H_25 O_4 N_1","C16H25NO4","C_16 H_24 O_4 N_1",5,16,1.562,0.25,16,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676678.42906383,735951.333333333,294.171060052169,0.0102289224577732,3,0,0.15,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,FALSE,NA,NA,NA,NA,NA,NA,NA,2724421,4438158,2833809,NA,NA,NA,NA,NA,NA
-1,294.179181992464,0.0165556,295.186463311,"C_16 H_26 O_4 C13_1","C17H26O4","C_16 H_25 O_4 C13_1",3,17,1.529,0.235,16,26,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676678.42906383,749570.857142857,294.179182591377,0.086972950775686,14,0.08,0.2,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.47,-81.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.96072533323,NA,NA,NA,102,FALSE,NA,4194502,2748023,2962013,4298021,4242174,4489834,4278855,4573328,3833235,NA,4606558,2735995,4540791,4009907,3731311
-1,294.18255318023,0.0193062,295.189835311,"C_13 H_30 O_4 S_1 C13_1","C14H30O4S","C_13 H_29 O_4 S_1 C13_1",2,14,2.143,0.286,13,30,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676678.42906383,697794.166666667,294.18255426579,0.0901812239381912,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.3,-31.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.219433691783,NA,NA,NA,62,FALSE,NA,NA,NA,NA,NA,NA,NA,6179400,4253841,3894676,NA,NA,NA,8530296,5996468,8134512
0,294.207463982922,0.0082889,295.214742861,"C_17 H_29 O_3 N_1","C17H29NO3","C_17 H_28 O_3 N_1",7,17,1.706,0.176,17,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676678.42906383,720899.363636364,294.207464865847,0.0769193259028159,11,0,0.1,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,FALSE,NA,4813006,4423295,4287077,NA,NA,2689650,7146063,7784601,6806940,5035658,5204581,4904835,NA,NA,2885496
-1,294.24385425142,0.0082675,295.251128242,"C_18 H_33 O_2 N_1","C18H33NO2","C_18 H_32 O_2 N_1",15,18,1.833,0.111,18,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676678.42906383,663711.733333333,294.243854920566,0.0169649582809429,15,0,0.06,3,0,0,0,0,0,0,1,0,1,1,0,0,0,14.34,7.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1621246302641,NA,NA,NA,14,FALSE,NA,42180824,42868364,43459184,18670902,18686736,19866236,57616988,61024420,63122856,49227412,52144752,47097740,20130186,19177416,20373378
0,295.227867000934,0.0014313,296.235143857,"C_18 H_32 O_3","C18H32O3","C_18 H_31 O_3",1,18,1.778,0.167,18,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676908.18627151,727724.416666667,295.227867739028,0.0930552147949117,12,0,0.09,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,FALSE,NA,NA,2916276,3519359,3073586,NA,NA,6601595,6687185,6389458,2713528,5036906,5208222,5069479,7758072,7864494
-1,295.247212215043,0.0188014,296.254483077,"C_17 H_33 O_2 N_1 C13_1","C18H33NO2","C_17 H_32 O_2 N_1 C13_1",15,18,1.833,0.111,17,33,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676908.18627151,685276,295.247212886476,0.0644068419153612,15,0,0.06,3,0,0,0,0,0,0,1,0,1,1,0,0,0,2.91,7.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1621246302641,NA,NA,NA,14,FALSE,NA,8086020,9076666,9315205,3565111,3417123,4277154,11946880,12552663,11996888,9045950,10914671,10422435,4745901,3694846,3600564
0,296.186732352173,0.0043877,297.19400748,"C_16 H_27 O_4 N_1","C16H27NO4","C_16 H_26 O_4 N_1",14,16,1.688,0.25,16,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677137.99900678,748165.4,296.186733182542,0.106123554316137,10,0,0.08,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,NA,3633943,3633361,4191364,NA,NA,2757807,7728271,5393138,7786481,4262095,3824729,4260258,NA,NA,NA
0,296.223117403917,0.0032769,297.230392861,"C_17 H_31 O_3 N_1","C17H31NO3","C_17 H_30 O_3 N_1",13,17,1.824,0.176,17,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677137.99900678,726232.2,296.223118321027,0.103018972074162,10,0,0.03,3,0,0,0,0,0,0,1,0,1,1,0,0,0,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,4985633,5456092,5588110,NA,NA,2710713,8432793,7473916,8736763,3514585,4095074,3381675,NA,NA,NA
0,296.259508694956,0.023161,297.266778242,"C_18 H_35 O_2 N_1","C18H35NO2","C_18 H_34 O_2 N_1",1,18,1.944,0.111,18,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677137.99900678,693775.2,296.259509316763,0.0437601255084825,15,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,FALSE,NA,6394668,6365415,6591640,5994292,4609331,4383940,10005668,9431815,9719814,7203044,7711851,6764981,3795916,4792882,4383202
0,297.047158841574,0.1558138,298.054481714,"C_10 H_18 O_6 S_2","C10H18O6S2","C_10 H_17 O_6 S_2",1,10,1.8,0.6,10,18,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677367.86703455,685338.933333333,297.047159366313,0.0533917955804785,15,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,FALSE,NA,5501967,7594445,7701865,6711284,8791554,5842338,8605058,7740400,7778541,5892549,6917418,7473798,7093416,7430942,9462474
-1,297.152990329293,0.0030319,298.160265857,"C_16 H_26 O_3 S_1","C16H26O3S","C_16 H_25 O_3 S_1",9,16,1.625,0.188,16,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677367.86703455,712661.933333333,297.152990998705,0.0818276311840744,15,0,0.11,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.95,196.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.672862826844,NA,NA,NA,75,FALSE,NA,4920365,4227564,4384133,4253710,5121566,5875135,12070304,12585999,11997452,3705314,3583299,3615394,14855365,13714237,13656809
0,297.181981022088,0.003253,298.189256484,"C_15 H_26 O_4 N_2","C15H26N2O4","C_15 H_25 O_4 N_2",7,15,1.733,0.267,15,26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677367.86703455,750900,297.181982554139,0.144495797229473,5,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,FALSE,NA,NA,NA,NA,NA,NA,NA,3478952,3189783,3741972,2699755,2874698,NA,NA,NA,NA
0,297.218373058214,0.0255679,298.225641865,"C_16 H_30 O_3 N_2","C16H30N2O3","C_16 H_29 O_3 N_2",2,16,1.875,0.188,16,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677367.86703455,710517.111111111,297.218374066165,0.163515095039536,9,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,FALSE,NA,3255360,2726399,3003799,2830366,NA,NA,4918706,5377058,5529887,3860981,NA,3551923,NA,NA,NA
-1,297.243521756223,0.0145213,298.250793857,"C_18 H_34 O_3","C18H34O3","C_18 H_33 O_3",5,18,1.889,0.167,18,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677367.86703455,672912,297.243522376225,0.0283567767963305,15,0,0.03,2,0,0,0,0,0,0,1,0,1,0,0,0,0,5.14,70.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.620294511881,NA,NA,NA,68,FALSE,NA,9733191,9429510,9586077,10143780,9979446,9414104,19426744,19704874,18592038,10234364,8809817,10619578,20704478,19948376,20210436
-1,298.156328309551,0.0533187,299.163620692,"C_15 H_26 O_3 S_1 C13_1","C16H26O3S","C_15 H_25 O_3 S_1 C13_1",9,16,1.625,0.188,15,26,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677597.79012389,771256.5,298.156332183764,0.0806901410720602,2,0,0.11,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.1,196.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.672862826844,NA,NA,NA,75,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3032370,NA,NA,NA,NA,2840024,NA,NA
0,298.202385681552,0.0154841,299.20965748,"C_16 H_29 O_4 N_1","C16H29NO4","C_16 H_28 O_4 N_1",14,16,1.812,0.25,16,29,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677597.79012389,702305.7,298.202386589907,0.0736526562867564,10,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,FALSE,NA,6186326,6165274,6739607,NA,2711341,NA,9400002,9096511,10146362,4549384,5762620,5262258,NA,NA,NA
-1,298.238775471895,0.0302159,299.246042861,"C_17 H_33 O_3 N_1","C17H33NO3","C_17 H_32 O_3 N_1",23,17,1.941,0.176,17,33,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677597.79012389,660261,298.238776375854,0.0685162725234028,11,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.48,419.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4545929023155,NA,NA,NA,8,FALSE,NA,6174048,4141860,3337888,NA,NA,2805483,10866380,10677578,11235908,7232274,7102020,6540220,NA,NA,2884643
-1,298.246856451945,0.0528247,299.254148692,"C_17 H_34 O_3 C13_1","C18H34O3","C_17 H_33 O_3 C13_1",5,18,1.889,0.167,17,34,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677597.79012389,707344.833333333,298.246857767129,0.0848514317177563,6,0,0.03,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.59,70.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.620294511881,NA,NA,NA,68,FALSE,NA,NA,NA,NA,NA,NA,NA,3919566,4554060,4297286,NA,NA,NA,5041649,3667072,4072485
0,299.026409352199,0.2018073,300.033746333,"C_9 H_16 O_7 S_2","C9H16O7S2","C_9 H_15 O_7 S_2",1,9,1.778,0.778,9,16,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677827.76804372,698678.2,299.026409883361,0.0670216885225413,15,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,4879931,4498435,6518634,4266440,4372477,5117889,5226402,5819946,6669091,4676587,5082874,6143108,4325058,5842275,6345987
0,299.186392786081,0.012915,300.193673095,"C_16 H_28 O_5","C16H28O5","C_16 H_27 O_5",1,16,1.75,0.312,16,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677827.76804372,659262,299.186395241701,0.2375805813601,3,0,0.04,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,FALSE,NA,NA,NA,NA,NA,NA,NA,3780557,3145303,3109711,NA,NA,NA,NA,NA,NA
0,299.201669424624,0.0553548,300.208929238,"C_20 H_28 O_2","C20H28O2","C_20 H_27 O_2",1,20,1.4,0.1,20,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677827.76804372,719580.571428571,299.201670462812,0.0860322075672416,7,0.28,0.32,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,FALSE,NA,NA,NA,NA,NA,3663913,NA,NA,3337820,NA,NA,3016482,2852016,4267760,4154773,4343093
-1,299.242128716517,0.0248194,300.249397696,"C_16 H_33 O_3 N_1 C13_1","C17H33NO3","C_16 H_32 O_3 N_1 C13_1",23,17,1.941,0.176,16,33,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677827.76804372,682439.5,299.24213244551,0.218369631044422,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.1,419.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4545929023155,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2854503,3056479,NA,NA,NA,NA,NA,NA
0,299.259182744137,0.051018,300.266443857,"C_18 H_36 O_3","C18H36O3","C_18 H_35 O_3",1,18,2,0.167,18,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677827.76804372,703085.4,299.25918326147,0.121088153375068,15,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,FALSE,NA,3055227,4699204,2953125,2705918,3516471,3012608,6795233,4726380,5210980,3730474,4515631,4078782,7606015,6366630,6620485
0,300.181678210793,0.1080485,301.188922099,"C_15 H_27 O_5 N_1","C15H27NO5","C_15 H_26 O_5 N_1",12,15,1.8,0.333,15,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678057.80056295,723121,300.181680711189,0.0679482726660465,3,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,FALSE,NA,NA,2721092,NA,NA,NA,NA,NA,3346285,4199523,NA,NA,NA,NA,NA,NA
0,300.218036841942,0.0192348,301.22530748,"C_16 H_31 O_4 N_1","C16H31NO4","C_16 H_30 O_4 N_1",5,16,1.938,0.25,16,31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678057.80056295,724339.875,300.21803796729,0.0666250270057518,8,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,FALSE,NA,NA,2780494,2930836,NA,NA,NA,6410463,6340472,5702765,3726636,4509702,4134316,NA,NA,NA
0,301.217296057035,0.0223311,302.224579238,"C_20 H_30 O_2","C20H30O2","C_20 H_29 O_2",1,20,1.5,0.1,20,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678287.88745035,664069,301.21729754727,0.0569260572930125,4,0.22,0.26,6,0,0,0,0,0,0,1,0,1,0,0,0,0,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2902153,NA,NA,NA,NA,6365435,4663249,4892515
0,302.233728626468,0.1568983,303.24095748,"C_16 H_33 O_4 N_1","C16H33NO4","C_16 H_32 O_4 N_1",6,16,2.062,0.25,16,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678518.02847465,700599.666666667,302.233728626468,0.154980019920252,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,FALSE,NA,NA,NA,NA,NA,NA,NA,3130086,NA,3577482,NA,2900408,NA,NA,NA,NA
0,304.191817221566,0.002595,305.199092861,"C_18 H_27 O_3 N_1","C18H27NO3","C_18 H_26 O_3 N_1",1,18,1.5,0.167,18,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678978.47200841,697074.181818182,304.191818021267,0.132671106176094,11,0.14,0.23,6,0,0,0,0,0,0,1,0,1,1,0,0,0,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,FALSE,NA,6585227,5847406,6925378,2856484,NA,NA,9704650,9048986,9443460,6353192,7410503,6271310,NA,2738939,NA
-1,306.207472892954,0.0210407,307.214742861,"C_18 H_29 O_3 N_1","C18H29NO3","C_18 H_28 O_3 N_1",5,18,1.611,0.167,18,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679439.12918542,667357,306.207473610866,0.0524441606266836,15,0.07,0.16,5,0,0,0,0,0,0,1,0,1,1,0,0,0,5.57,59.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.702985902852,NA,NA,NA,72,FALSE,NA,15281531,17017706,17591810,5320624,4431484,5037777,27702952,28882324,28555898,19297040,19264716,19690246,5461422,5451017,5008504
0,307.191477887803,0.013488,308.198758476,"C_18 H_28 O_4","C18H28O4","C_18 H_27 O_4",3,18,1.556,0.222,18,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679669.53712064,735281.5,307.191481458035,0.00854193481744782,2,0.07,0.19,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,FALSE,NA,NA,NA,NA,NA,NA,NA,3268489,2977413,NA,NA,NA,NA,NA,NA,NA
-1,307.210860680109,0.1278835,308.218097696,"C_17 H_29 O_3 N_1 C13_1","C18H29NO3","C_17 H_28 O_3 N_1 C13_1",5,18,1.611,0.167,17,29,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679669.53712064,619202.7,307.210861514505,0.197841481702795,10,0.07,0.16,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.58,59.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.702985902852,NA,NA,NA,72,FALSE,NA,3341932,2792545,3698393,NA,NA,NA,6166413,5416585,5114731,3654651,3677573,5706713,2813584,NA,NA
0,308.186725948152,0.0164945,309.19400748,"C_17 H_27 O_4 N_1","C17H27NO4","C_17 H_26 O_4 N_1",5,17,1.588,0.235,17,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679899.99751767,664141.5,308.186727824929,0.0417509600163549,4,0,0.14,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,FALSE,NA,NA,NA,NA,NA,NA,NA,3397736,3688307,4156497,NA,NA,2694305,NA,NA,NA
-2,308.223116895879,0.001507,309.230392861,"C_18 H_31 O_3 N_1","C18H31NO3","C_18 H_30 O_3 N_1",7,18,1.722,0.167,18,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2679899.99751767,626679,308.223117571714,0.0158704991320789,15,0,0.1,4,0,0,0,0,0,0,1,0,1,1,0,0,0,26.12,-24.68,559.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.989105658178,350.917778528345,NA,NA,77,FALSE,NA,76689240,79834456,81670064,22884646,21753888,22540448,120207472,122173304,127024216,100545768,102250040,102511784,22181744,24719110,22982246
0,309.17072861044,0.0582021,310.178023095,"C_17 H_26 O_5","C17H26O5","C_17 H_25 O_5",2,17,1.529,0.294,17,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680130.51004938,626312,309.17072861044,0.315817587564321,5,0,0.17,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,FALSE,NA,2844724,NA,NA,NA,3739871,NA,3207489,NA,NA,3706298,3385055,NA,NA,NA,NA
-1,309.174118373221,0.0009349,310.181395095,"C_14 H_30 O_5 S_1","C14H30O5S","C_14 H_29 O_5 S_1",2,14,2.143,0.357,14,30,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680130.51004938,669719.615384615,309.174119174437,0.0784643004586007,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.01,5.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.640486360463,NA,NA,NA,63,FALSE,NA,NA,4165174,2998385,7180753,3616992,NA,28064066,27146330,25689398,3579323,3643103,4490600,33765436,31928306,33140554
0,309.207115255523,0.0541206,310.214408476,"C_18 H_30 O_4","C18H30O4","C_18 H_29 O_4",1,18,1.667,0.222,18,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680130.51004938,676220,309.207116120033,0.0625096153954898,10,0,0.12,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,FALSE,NA,5185596,3565117,4343927,NA,NA,NA,6097225,6998114,6667582,4257218,5600997,4363630,2820164,NA,NA
