"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3604.csv","Sample2_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3610.csv","Sample3_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3616.csv","Sample4_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3606.csv","Sample5_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3612.csv","Sample6_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3618.csv","Sample7_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3622.csv","Sample8_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3628.csv","Sample9_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3634.csv","Sample10_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3640.csv","Sample11_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3646.csv","Sample12_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3652.csv"
-1,698.107754046715,0.3397138,699.115267977,"C_31 H_26 O_18 C13_1","C32H26O18","C_31 H_25 O_18 C13_1",3,32,0.812,0.562,31,26,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854522.84967348,292448.083333333,698.107754046715,0.107862537083639,12,0.14,0.48,20,0,0,0,1,1,0,0,0,0,0,0,0,0,5.89,86.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4866509722228,221.214126645534,NA,NA,204,TRUE,"C_44 H_18 O_7 N_2 C13_1",19925712,20510452,18557244,21686874,23622750,23981762,6061519,5134419,5730323,17855544,18153504,20544808
-1,699.11104982483,0.4235798,700.118622812,"C_30 H_26 O_18 C13_2","C32H26O18","C_30 H_25 O_18 C13_2",3,32,0.812,0.562,30,26,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2855190.18959097,272113.333333333,699.11104982483,0.108514435355173,6,0.14,0.48,20,0,0,0,1,1,0,0,0,0,0,0,0,0,1.39,NA,168.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.214126645534,NA,NA,204,TRUE,"C_43 H_18 O_7 N_2 C13_2",3337001,NA,NA,3525354,5813460,3710809,NA,NA,NA,3589371,3891418,NA
0,709.06023390314,0.0395484,710.067482253,"C_22 H_22 O_23 N_4","C22H22N4O23","C_22 H_21 O_23 N_4",1,22,1,1.045,22,22,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2861858.0298542,304242.5,709.06023390314,0.0597349761916385,2,2.6,0,14,0,0,0,1,1,0,0,0,0,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,TRUE,"C_32 H_23 O_17 P_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,3525792,3106834,NA
0,721.422528421716,0.2680814,722.429998523,"C_32 H_66 O_17","C32H66O17","C_32 H_65 O_17",1,32,2.062,0.531,32,66,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869842.29133434,294822.666666667,721.422528421716,0.342835762913717,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,TRUE,"C_45 H_58 O_6 N_2",NA,NA,NA,NA,3784392,NA,3331732,3531156,NA,NA,NA,NA
0,729.492190226545,0.0189158,730.499480476,"C_47 H_70 O_4 S_1","C47H70O4S","C_47 H_69 O_4 S_1",1,47,1.489,0.085,47,70,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875151.80127329,270526,729.492190226545,0.16531515785509,3,0.19,0.23,13,0,0,0,1,0,1,0,0,0,0,0,0,0,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,TRUE,"C_47 H_70 O_4 S_1",4863015,3823843,5446012,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,731.079962570004,0.490253,732.086880094,"C_24 H_28 O_26","C24H28O26","C_24 H_27 O_26",1,24,1.167,1.083,24,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876477.26970609,314891.5,731.079962570004,0.334170549589728,2,7.5,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,FALSE,NA,NA,NA,3402326,2952618,NA,NA,NA,NA,NA,NA,NA,NA
0,732.150753486265,0.3299998,733.15827186,"C_22 H_39 O_24 N_1 S_1","C22H39NO24S","C_22 H_38 O_24 N_1 S_1",1,22,1.773,1.091,22,39,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877139.70157095,280220,732.150753486265,0.253038019565381,2,5.5,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,FALSE,NA,NA,NA,NA,NA,NA,3097542,NA,3241360,NA,NA,NA,NA
-1,735.009494860516,0.3755648,736.017047714,"C_47 H_13 O_6 S_1 P_1","C47H13O6PS","C_47 H_12 O_6 S_1 P_1",2,47,0.277,0.128,47,13,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879125.75299744,272528.583333333,735.009494860516,0.177222041619595,12,0.87,0.88,42,1,0,1,0,0,0,0,0,0,0,0,0,0,3.9,-352.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.798239163218,NA,NA,NA,236,FALSE,NA,14701963,12946458,12385393,16613389,13976771,16745880,6614122,9602714,7932038,7033002,8247868,7998699
-1,736.012832775271,0.3980108,737.020402549,"C_46 H_13 O_6 S_1 P_1 C13_1","C47H13O6PS","C_46 H_12 O_6 S_1 P_1 C13_1",2,47,0.277,0.128,46,13,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879787.34575867,299795.666666667,736.012832775271,0.385376547345731,6,0.87,0.88,42,1,0,1,0,0,0,0,0,0,0,0,0,0,1.63,-352.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.798239163218,NA,NA,NA,236,FALSE,NA,3487178,4148400,NA,6414505,5563700,4867644,NA,NA,3717429,NA,NA,NA
-1,737.096919162306,0.1775793,738.104326666,"C_38 H_26 O_14 S_1","C38H26O14S","C_38 H_25 O_14 S_1",3,38,0.684,0.368,38,26,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880448.72149421,269900.833333333,737.096919162306,0.161352036641932,12,0.48,0.6,26,1,0,1,0,0,0,0,0,0,0,0,0,0,5.23,-92.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.50940049739,NA,NA,NA,221,TRUE,"C_38 H_26 O_14 S_1",19240462,19369298,16694672,19661138,20809134,21694188,5385563,7563099,6883826,13488700,14818205,15109587
-1,738.10026040197,0.195732,739.107681501,"C_37 H_26 O_14 S_1 C13_1","C38H26O14S","C_37 H_25 O_14 S_1 C13_1",3,38,0.684,0.368,37,26,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881109.8772993,278630.909090909,738.10026040197,0.211404976515057,11,0.48,0.6,26,1,0,1,0,0,0,0,0,0,0,0,0,0,2.11,-92.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.50940049739,NA,NA,NA,221,TRUE,"C_37 H_26 O_14 S_1 C13_1",7165516,5967336,6495771,7209455,7759391,7153553,3046864,NA,3455649,5681916,6650950,6139459
0,751.11261976829,0.1069856,752.119976666,"C_39 H_28 O_14 S_1","C39H28O14S","C_39 H_27 O_14 S_1",3,39,0.718,0.359,39,28,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889683.87265617,257946.25,751.11261976829,0.279044764562226,4,0.46,0.58,26,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,TRUE,"C_39 H_28 O_14 S_1",4241753,3421577,3208464,2980326,NA,NA,NA,NA,NA,NA,NA,NA
0,752.975617198827,0.2695578,753.982690388,"C_33 H_10 O_20 N_2","C33H10N2O20","C_33 H_9 O_20 N_2",1,33,0.303,0.606,33,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890341.73431222,279661.1,752.975617198827,0.209055284888462,10,0.73,0.86,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,FALSE,NA,3111365,NA,NA,4520715,5917875,5951740,4252896,5111037,4822191,6143416,5997960,6886622
-1,755.062976355716,0.0157115,756.070264666,"C_37 H_25 O_14 S_1 P_1","C37H25O14PS","C_37 H_24 O_14 S_1 P_1",2,37,0.676,0.378,37,25,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892313.82171757,271169.166666667,755.062976355716,0.0806623486201386,6,0.48,0.61,26,1,0,1,0,0,0,0,0,0,0,0,0,0,2.88,63.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.457607811282,NA,NA,NA,218,TRUE,"C_48 H_20 O_6 S_2",NA,NA,NA,5205074,7859617,8073802,NA,NA,NA,10182439,8398526,10261969
0,755.407272258384,0.2646261,756.414348523,"C_35 H_64 O_17","C35H64O17","C_35 H_63 O_17",1,35,1.829,0.486,35,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892313.82171757,287816.5,755.407272258384,0.104089908781629,2,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,FALSE,NA,NA,NA,NA,NA,3468744,NA,NA,NA,NA,NA,3237616,NA
-1,756.066328487277,0.019261,757.073619501,"C_36 H_25 O_14 S_1 P_1 C13_1","C37H25O14PS","C_36 H_24 O_14 S_1 P_1 C13_1",2,37,0.676,0.378,36,25,14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892970.67841816,262172.5,756.066328487277,0.257860796335152,4,0.48,0.61,26,1,0,1,0,0,0,0,0,0,0,0,0,0,1.4,63.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.457607811282,NA,NA,NA,218,TRUE,"C_47 H_20 O_6 S_2 C13_1",NA,NA,NA,NA,NA,2986730,NA,NA,NA,3047382,5375825,4830791
0,757.059905277103,0.0371181,758.067153571,"C_47 H_18 O_9 S_1","C47H18O9S","C_47 H_17 O_9 S_1",1,47,0.383,0.191,47,18,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2893627.27894087,328636.5,757.059905277103,0.143932011514057,2,0.78,0.81,39,1,0,1,0,0,0,0,0,0,0,0,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,TRUE,"C_26 H_30 O_22 S_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3188705,3118780
0,773.518579554515,0.0360724,774.525828047,"C_38 H_79 O_13 P_1","C38H79O13P","C_38 H_78 O_13 P_1",1,38,2.079,0.342,38,79,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2904095.54530935,261634,773.518579554515,0.185845320825602,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,TRUE,"C_49 H_74 O_5 S_1",4169313,3576505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,792.968196225829,0.1814363,793.975616713,"C_26 H_18 O_27 S_1","C26H18O27S","C_26 H_17 O_27 S_1",1,26,0.692,1.038,26,18,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916420.79219544,274531,792.968196225829,0.241656523694306,2,5,0.3,18,0,0,0,1,1,0,0,0,0,0,0,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,FALSE,NA,NA,NA,NA,NA,3297074,NA,3037788,NA,NA,NA,NA,NA
0,797.345710609441,0.0328727,798.353013285,"C_36 H_62 O_15 S_2","C36H62O15S2","C_36 H_61 O_15 S_2",1,36,1.722,0.417,36,62,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2919642.57018733,342991.5,797.345710609441,0.180735106609679,2,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,TRUE,"C_46 H_55 O_10 P_1",NA,NA,NA,3335520,3096919,NA,NA,NA,NA,NA,NA,NA
0,799.433138830573,0.1847483,800.440563142,"C_37 H_68 O_18","C37H68O18","C_37 H_67 O_18",1,37,1.838,0.486,37,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920928.59549923,258845.571428571,799.433138830573,0.219306705986892,7,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,TRUE,"C_50 H_60 O_7 N_2",4547738,NA,4070509,4368012,4801120,4950874,NA,NA,NA,4003513,NA,3640381
0,803.068177059595,0.397459,804.075133904,"C_44 H_20 O_16","C44H20O16","C_44 H_19 O_16",1,44,0.455,0.364,44,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923495.93133135,249255.5,803.068177059595,0.00387422884202484,2,0.68,0.75,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,FALSE,NA,4367758,NA,NA,NA,NA,3919126,NA,NA,NA,NA,NA,NA
-1,841.12315505935,0.0334378,842.130403332,"C_24 H_42 O_28 S_2","C24H42O28S2","C_24 H_41 O_28 S_2",2,24,1.75,1.167,24,42,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947543.36682469,234844.083333333,841.12315505935,0.170471259047616,12,4.33,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,5.7,689.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.670243570129,NA,NA,NA,177,TRUE,"C_34 H_35 O_23 P_1",18428152,19188136,18918514,22166728,24623172,25541944,3946482,4742551,5067371,19349566,20495888,19317994
0,841.372124292617,0.116438,842.379498809,"C_48 H_59 O_11 P_1","C48H59O11P","C_48 H_58 O_11 P_1",1,48,1.229,0.229,48,59,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947543.36682469,281105,841.372124292617,0.0706794040920885,2,0.22,0.33,20,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,TRUE,"C_38 H_66 O_16 S_2",NA,NA,NA,NA,3250279,3206482,NA,NA,NA,NA,NA,NA
-1,842.126360526263,0.1437601,843.133758167,"C_23 H_42 O_28 S_2 C13_1","C24H42O28S2","C_23 H_41 O_28 S_2 C13_1",2,24,1.75,1.167,23,42,28,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948167.07288848,243419.1,842.126360526263,0.162514662023983,10,4.33,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2.97,689.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.670243570129,NA,NA,NA,177,TRUE,"C_33 H_35 O_23 P_1 C13_1",8089935,9898551,8350933,9895244,11139282,9944478,NA,NA,3465933,7823464,8502810,10421635
0,843.459374716522,0.1499325,844.466777761,"C_39 H_72 O_19","C39H72O19","C_39 H_71 O_19",1,39,1.846,0.487,39,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948790.27465396,246317.222222222,843.459374716522,0.121017364713958,9,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,FALSE,NA,5714371,5974773,4754775,6348285,5650832,7306788,NA,NA,NA,4546719,4341286,3724879
0,876.940229475925,0.4706272,877.947092721,"C_34 H_10 O_27 N_2","C34H10N2O27","C_34 H_9 O_27 N_2",1,34,0.294,0.794,34,10,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2969058.29967574,259633.5,876.940229475925,0.204224588632778,4,0.4,0.84,31,1,1,0,0,0,0,0,0,0,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,FALSE,NA,NA,3603770,NA,4075369,3259599,3689358,NA,NA,NA,NA,NA,NA
-1,879.028401280379,0.1866163,880.035513483,"C_36 H_20 O_25 N_2","C36H20N2O25","C_36 H_19 O_25 N_2",2,36,0.556,0.694,36,20,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970871.18912677,227842.6,879.028401280379,0.278353918302054,10,0.11,0.63,28,1,1,0,0,0,0,0,0,0,0,0,0,0,2.04,240.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5600063951761,NA,NA,NA,215,FALSE,NA,7626555,6872663,6306940,8130693,7867916,7162993,3789030,NA,NA,4630381,4497400,3787343
-1,880.031516645285,0.0854003,881.038868318,"C_35 H_20 O_25 N_2 C13_1","C36H20N2O25","C_35 H_19 O_25 N_2 C13_1",2,36,0.556,0.694,35,20,25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2971474.36178725,261258.5,880.031516645285,0.161182432222711,2,0.11,0.63,28,1,1,0,0,0,0,0,0,0,0,0,0,0,1.18,240.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5600063951761,NA,NA,NA,215,FALSE,NA,NA,3346143,NA,NA,NA,3661022,NA,NA,NA,NA,NA,NA
-1,881.115461520333,0.3965537,882.123087761,"C_40 H_35 O_19 S_1 P_1","C40H35O19PS","C_40 H_34 O_19 S_1 P_1",2,40,0.875,0.475,40,35,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972076.97096458,224064,881.115461520333,0.262381476281922,9,0.16,0.44,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1.96,258.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.676399443376,NA,NA,NA,225,FALSE,NA,6881308,5980019,5758340,5669281,7425867,7474518,NA,NA,NA,4093947,4956208,4062047
-1,882.118914368574,0.2851189,883.126442596,"C_39 H_35 O_19 S_1 P_1 C13_1","C40H35O19PS","C_39 H_34 O_19 S_1 P_1 C13_1",2,40,0.875,0.475,39,35,19,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972679.01573215,250979.25,882.118914368574,0.250776361271406,4,0.16,0.44,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1.18,258.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.676399443376,NA,NA,NA,225,FALSE,NA,NA,3133435,3407364,3908138,3526629,NA,NA,NA,NA,NA,NA,NA
0,885.39861729722,0.0174062,886.405909158,"C_40 H_62 O_18 N_4","C40H62N4O18","C_40 H_61 O_18 N_4",1,40,1.55,0.45,40,62,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974481.7543461,224650.5,885.39861729722,0.030667430310889,2,0,0,12,0,0,0,0,0,0,1,0,1,1,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,TRUE,"C_50 H_63 O_12 P_1",NA,NA,NA,3724268,NA,NA,NA,3154050,NA,NA,NA,NA
0,887.485791380663,0.0848988,888.49299238,"C_41 H_76 O_20","C41H76O20","C_41 H_75 O_20",1,41,1.854,0.488,41,76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975680.74111588,239616.777777778,887.485791380663,0.13481881262093,9,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,FALSE,NA,5767897,5161679,6144202,7116045,5223199,7467043,NA,NA,NA,3725788,3002624,4816512
0,896.994303385616,0.280083,898.001831332,"C_33 H_22 O_28 S_1","C33H22O28S","C_33 H_21 O_28 S_1",1,33,0.667,0.848,33,22,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2981047.80816203,238008.5,896.994303385616,0.182904030875874,6,0,0.44,23,0,0,0,1,1,0,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,FALSE,NA,NA,NA,NA,4094528,3975400,3421324,NA,NA,3889181,3097918,4432557,NA
0,931.511914599393,0.0171235,932.519206999,"C_43 H_80 O_21","C43H80O21","C_43 H_79 O_21",1,43,1.86,0.488,43,80,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001466.08974607,224346.5,931.511914599393,0.303112317278512,8,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,FALSE,NA,4147328,4798730,NA,5197441,3731094,4188099,NA,NA,NA,4145539,4648809,3243594
0,939.121032450524,0.2745551,940.128566999,"C_42 H_37 O_21 S_1 P_1","C42H37O21PS","C_42 H_36 O_21 S_1 P_1",1,42,0.881,0.5,42,37,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006030.12284795,227108,939.121032450524,0.164518551286366,2,0.11,0.42,25,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,FALSE,NA,NA,NA,NA,NA,3052419,3534012,NA,NA,NA,NA,NA,NA
0,947.087256253017,0.4661518,948.094090729,"C_36 H_28 O_27 N_4","C36H28N4O27","C_36 H_27 O_27 N_4",1,36,0.778,0.75,36,28,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010555.57479419,216166,947.087256253017,0.158636214941206,3,0,0.41,25,0,0,0,1,1,0,0,0,0,0,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,FALSE,NA,NA,NA,NA,3233901,3868861,3080745,NA,NA,NA,NA,NA,NA
0,980.966937008876,0.4863733,981.974691046,"C_29 H_26 O_34 S_2","C29H26O34S2","C_29 H_25 O_34 S_2",2,29,0.897,1.172,29,26,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028813.99725638,222331.333333333,980.966937008876,0.253267926986729,6,2.71,0,17,0,0,0,1,1,0,0,0,0,0,0,0,0,1.9,1091.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.1642955503878,NA,NA,NA,194,FALSE,NA,4838957,4354241,3296857,7671604,7262191,7178940,NA,NA,NA,NA,NA,NA
0,981.970361841153,0.4146666,982.978045881,"C_28 H_26 O_34 S_2 C13_1","C29H26O34S2","C_28 H_25 O_34 S_2 C13_1",2,29,0.897,1.172,28,26,34,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029356.96058169,207577.5,981.970361841153,0.0136817050810198,2,2.71,0,17,0,0,0,1,1,0,0,0,0,0,0,0,0,1.29,1091.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.1642955503878,NA,NA,NA,194,FALSE,NA,NA,3064125,NA,NA,NA,4758394,NA,NA,NA,NA,NA,NA
-1,983.054417018628,0.0352132,984.061728102,"C_43 H_24 O_26 N_2","C43H24N2O26","C_43 H_23 O_26 N_2",2,43,0.558,0.605,43,24,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030441.06102782,209852.818181818,983.054417018628,0.159044032261993,11,0.33,0.64,33,1,1,0,0,0,0,0,0,0,0,0,0,0,2.73,62.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.244984805188,NA,NA,NA,230,FALSE,NA,8337287,8475076,9048195,11833508,12554604,12094535,NA,3150346,3349215,7238561,6977095,7886669
