"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3604.csv","Sample2_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3610.csv","Sample3_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3616.csv","Sample4_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3606.csv","Sample5_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3612.csv","Sample6_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3618.csv","Sample7_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3622.csv","Sample8_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3628.csv","Sample9_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D1_1-1-21_1_3634.csv","Sample10_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3640.csv","Sample11_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3646.csv","Sample12_masslistsMGC2102295_LSt_MALSt_FT-ICR-MS_STD-D2_1-1-23_1_3652.csv"
-1,591.994041318253,0.3132388,593.001503501,"C_23 H_16 O_14 S_2 C13_1","C24H16O14S2","C_23 H_15 O_14 S_2 C13_1",3,24,0.667,0.583,23,16,14,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783419.00915884,373487.8,591.994041318253,0.329199307530705,10,0.12,0.53,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1.5,-169.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.427513808406,NA,NA,NA,173,FALSE,NA,5033163,3616925,3773946,5610848,4168922,3978633,4069041,4677038,3388669,NA,3501867,NA
-2,593.078214190036,0.3499513,594.085698523,"C_25 H_22 O_17","C25H22O17","C_25 H_21 O_17",4,25,0.88,0.68,25,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784731.30224677,332826.666666667,593.078214190036,0.106245528747427,12,0,0.39,15,0,0,0,1,1,0,0,0,0,0,0,0,0,10.5,123.08,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.321470657276,66.3543262706537,NA,NA,179,FALSE,NA,37342620,35012904,35243592,38976964,37404028,38061532,16910068,15679074,17581394,25771054,25247676,27707258
-1,594.081575315543,0.3387914,595.089053358,"C_24 H_22 O_17 C13_1","C25H22O17","C_24 H_21 O_17 C13_1",4,25,0.88,0.68,24,22,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2785387.77430278,334915.5,594.081575315543,0.138910809797315,12,0,0.39,15,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3,123.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.321470657276,66.3543262706537,NA,NA,179,FALSE,NA,10833501,11321768,11863696,11910691,9027089,12109355,5302064,5783305,5383585,8625296,9035843,8964117
-1,595.085060946567,0.1187987,596.092408193,"C_23 H_22 O_17 C13_2","C25H22O17","C_23 H_21 O_17 C13_2",4,25,0.88,0.68,23,22,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786044.46302343,339978,595.085060946567,0.242877254867057,2,0,0.39,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1.03,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3543262706537,NA,NA,179,FALSE,NA,NA,NA,NA,2854528,2870950,NA,NA,NA,NA,NA,NA,NA
-1,597.413725853516,0.0546672,598.420969571,"C_30 H_63 O_9 P_1","C30H63O9P","C_30 H_62 O_9 P_1",2,30,2.1,0.3,30,63,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2787358.48935637,328589.4,597.413725853516,0.164993109561147,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.4,100.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.479339259284,NA,NA,NA,199,TRUE,"C_41 H_58 O_1 S_1",8507613,8946513,8947578,NA,3231743,NA,NA,NA,NA,NA,NA,3811860
-1,598.417040568578,0.0123552,599.424324406,"C_29 H_63 O_9 P_1 C13_1","C30H63O9P","C_29 H_62 O_9 P_1 C13_1",2,30,2.1,0.3,29,63,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788015.82641674,384843,598.417040568578,0.280212506379199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.16,100.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.479339259284,NA,NA,NA,199,TRUE,"C_40 H_58 O_1 S_1 C13_1",3588509,3363793,2791359,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,601.021324208977,0.3331968,602.028400047,"C_26 H_19 O_13 S_1 P_1","C26H19O13PS","C_26 H_18 O_13 S_1 P_1",1,26,0.731,0.5,26,19,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789989.12985568,329348.5,601.021324208977,0.215889335628244,2,0.27,0.54,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3146629,3030968,NA,NA,NA
0,605.006446067739,0.1256853,606.013798666,"C_25 H_18 O_14 S_2","C25H18O14S2","C_25 H_17 O_14 S_2",3,25,0.72,0.56,25,18,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792623.19700444,334417.857142857,605.006446067739,0.274059920734104,7,0.11,0.5,17,0,0,0,1,1,0,0,0,0,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,FALSE,NA,2901630,4339475,NA,3666449,3605598,3000677,NA,3315219,NA,2932930,NA,NA
0,606.964803726205,0.2403252,607.971934047,"C_27 H_12 O_13 S_2","C27H12O13S2","C_27 H_11 O_13 S_2",1,27,0.444,0.481,27,12,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793282.2421842,300973.25,606.964803726205,0.279547383879255,4,0.58,0.73,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,FALSE,NA,NA,NA,NA,NA,3392893,NA,3021287,3712851,3457400,NA,NA,NA
0,607.093846326775,0.3712623,608.101348523,"C_26 H_24 O_17","C26H24O17","C_26 H_23 O_17",4,26,0.923,0.654,26,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793941.49646795,336995.777777778,607.093846326775,0.128132147342078,9,0,0.37,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,FALSE,NA,7034886,5802010,4659722,7594703,5678480,5499392,3021294,NA,NA,NA,3397407,4194244
0,610.9540547813,0.3638955,611.961108523,"C_22 H_13 O_17 S_1 P_1","C22H13O17PS","C_22 H_12 O_17 S_1 P_1",1,22,0.591,0.773,22,13,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795920.50271336,380312.833333333,610.9540547813,0.0991262117042039,6,0,0.57,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,FALSE,NA,NA,NA,NA,3105839,NA,3037982,NA,NA,3312292,3228437,3307821,3695101
-1,611.044345806309,0.0233395,612.051636523,"C_24 H_21 O_17 P_1","C24H21O17P","C_24 H_20 O_17 P_1",2,24,0.875,0.708,24,21,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796580.5825408,343715.083333333,611.044345806309,0.184078099726213,12,0,0.38,15,0,0,0,1,1,0,0,0,0,0,0,0,0,3.46,316.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.574392104347,NA,NA,NA,174,TRUE,"C_35 H_16 O_9 S_1",4659941,3861003,4999951,11551799,11487183,10717988,6367915,6588905,6630059,16892702,15747385,16585226
-1,612.047657002901,0.0944842,613.054991358,"C_23 H_21 O_17 P_1 C13_1","C24H21O17P","C_23 H_20 O_17 P_1 C13_1",2,24,0.875,0.708,23,21,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797240.86654515,321020.857142857,612.047657002901,0.256653371782671,7,0,0.38,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1.61,316.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.574392104347,NA,NA,NA,174,TRUE,"C_34 H_16 O_9 S_1 C13_1",NA,NA,NA,3908755,3573857,3357551,2933466,NA,NA,6120324,6351299,5313181
0,613.041375158391,0.2054593,614.048525428,"C_34 H_14 O_12","C34H14O12","C_34 H_13 O_12",1,34,0.412,0.353,34,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797901.35395606,346503.444444444,613.041375158391,0.345592137222769,9,0.73,0.79,28,1,0,1,0,0,0,0,0,0,0,0,0,0,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,FALSE,NA,NA,2849542,NA,3708142,3791089,3277752,4205320,NA,3574593,5850089,5753419,5886767
-1,633.070723216062,0.1772637,634.078112047,"C_31 H_22 O_13 S_1","C31H22O13S","C_31 H_21 O_13 S_1",2,31,0.71,0.419,31,22,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811151.86145668,340812.9,633.070723216062,0.218497792558901,10,0.41,0.57,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1.91,404.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6208241361333,NA,NA,NA,201,FALSE,NA,9267748,6010077,6484168,4893752,5583887,6263224,3145317,NA,3359074,NA,4547925,4247100
-1,634.074162677886,0.0437314,635.081466882,"C_30 H_22 O_13 S_1 C13_1","C31H22O13S","C_30 H_21 O_13 S_1 C13_1",2,31,0.71,0.419,30,22,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811816.27203248,317353,634.074162677886,0.317157172528613,2,0.41,0.57,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1.29,404.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6208241361333,NA,NA,NA,201,FALSE,NA,4365004,NA,NA,NA,2864283,NA,NA,NA,NA,NA,NA,NA
0,641.439835167268,0.0939548,642.447051238,"C_43 H_62 O_2 S_1","C43H62O2S","C_43 H_61 O_2 S_1",1,43,1.442,0.047,43,62,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2816471.51121661,325951.25,641.439835167268,0.0893234777709757,4,0.25,0.27,13,0,0,0,1,0,1,0,0,0,0,0,0,0,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,TRUE,"C_43 H_62 O_2 S_1",8638336,7371011,6427422,NA,2975889,NA,NA,NA,NA,NA,NA,NA
0,645.130286024545,0.0812582,646.13761496,"C_39 H_22 O_8 N_2","C39H22N2O8","C_39 H_21 O_8 N_2",1,39,0.564,0.205,39,22,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819134.79759298,303398,645.130286024545,0.212314546726618,3,0.69,0.73,30,1,0,1,0,0,0,0,0,0,0,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3301914,3198044,4035721
-1,651.036886774616,0.173545,652.044050047,"C_30 H_21 O_13 S_1 P_1","C30H21O13PS","C_30 H_20 O_13 S_1 P_1",2,30,0.7,0.433,30,21,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823133.46314636,313859.1,651.036886774616,0.233851406674328,10,0.4,0.58,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1.86,817.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.76623477633,NA,NA,NA,197,TRUE,"C_41 H_16 O_5 S_2",3093831,NA,NA,5985097,5787037,6485983,4051325,3862965,3962821,7042343,5447665,6760326
-1,652.040146010373,0.0268893,653.047404882,"C_29 H_21 O_13 S_1 P_1 C13_1","C30H21O13PS","C_29 H_20 O_13 S_1 P_1 C13_1",2,30,0.7,0.433,29,21,13,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823800.29977041,316939.666666667,652.040146010373,0.153307829863447,3,0.4,0.58,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1.1,817.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007.76623477633,NA,NA,NA,197,TRUE,"C_40 H_16 O_5 S_2 C13_1",3323355,NA,NA,NA,NA,NA,NA,NA,NA,NA,3055759,2951175
0,659.04980618407,0.4454918,660.057376666,"C_32 H_20 O_14 S_1","C32H20O14S","C_32 H_19 O_14 S_1",1,32,0.625,0.438,32,20,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2828470.84323659,303288.666666667,659.04980618407,0.155803284349647,6,0.47,0.62,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,FALSE,NA,4745667,NA,4012199,2893492,3211705,3326724,NA,NA,NA,NA,NA,3246969
0,663.011991906076,0.0144062,664.019277904,"C_27 H_20 O_16 S_2","C27H20O16S2","C_27 H_19 O_16 S_2",1,27,0.741,0.593,27,20,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831141.52148147,325337.4,663.011991906076,0.212688796420317,5,0,0.47,18,0,0,0,1,1,0,0,0,0,0,0,0,0,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,TRUE,"C_37 H_13 O_11 P_1",3132378,NA,NA,NA,NA,3083440,5231593,6039571,5463252,NA,NA,NA
0,665.099370791008,0.2710347,666.106827761,"C_28 H_26 O_19","C28H26O19","C_28 H_25 O_19",1,28,0.929,0.679,28,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2832477.25583128,311838.1,665.099370791008,0.239279467990294,10,0,0.35,16,0,0,0,1,1,0,0,0,0,0,0,0,0,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,TRUE,"C_41 H_18 O_8 N_2",3255531,3990798,4365011,4016493,4306114,2833818,4244577,5015844,4869579,NA,3287273,NA
0,670.935058978264,0.2157477,671.94248038,"C_26 H_9 O_20 P_1","C26H9O20P","C_26 H_8 O_20 P_1",1,26,0.346,0.769,26,9,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835817.49862574,343359.5,670.935058978264,0.0240292028309473,2,0.4,0.8,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,FALSE,NA,NA,NA,NA,NA,NA,3686471,3069382,NA,NA,NA,NA,NA
-1,675.109926978986,0.0723528,676.117154492,"C_45 H_16 O_4 N_4","C45H16N4O4","C_45 H_15 O_4 N_4",2,45,0.356,0.089,45,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839158.62539684,323279.5,675.109926978986,0.165800129727282,6,0.86,0.87,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1.71,300.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2695820681495,NA,NA,NA,234,FALSE,NA,NA,NA,5340869,NA,NA,4211277,4511448,NA,NA,5231524,4804532,5010180
0,675.379283314651,0.3176778,676.386774619,"C_45 H_57 O_1 S_1 P_1","C45H57OPS","C_45 H_56 O_1 S_1 P_1",1,45,1.267,0.022,45,57,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839158.62539684,279114,675.379283314651,0.287604665370419,2,0.36,0.36,18,0,0,0,1,0,1,0,0,0,0,0,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,FALSE,NA,NA,NA,2918114,NA,NA,NA,NA,NA,NA,3007443,NA,NA
-1,676.113204041515,0.0426128,677.120509327,"C_44 H_16 O_4 N_4 C13_1","C45H16N4O4","C_44 H_15 O_4 N_4 C13_1",2,45,0.356,0.089,44,16,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2839826.90406486,304709.5,676.113204041515,0.0421473846804939,2,0.86,0.87,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1.22,300.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2695820681495,NA,NA,NA,234,FALSE,NA,NA,NA,3563312,NA,NA,NA,NA,NA,NA,3351634,NA,NA
0,677.396654274287,0.2163932,678.403783904,"C_30 H_62 O_16","C30H62O16","C_30 H_61 O_16",1,30,2.067,0.533,30,62,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840495.18865282,339657,677.396654274287,0.17075420875811,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,FALSE,NA,2880182,NA,3706811,3469146,3410622,NA,NA,NA,NA,NA,NA,NA
0,684.993899964698,0.3226204,686.001397714,"C_43 H_11 O_6 S_1 P_1","C43H11O6PS","C_43 H_10 O_6 S_1 P_1",1,43,0.256,0.14,43,11,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845172.9443475,317048.5,684.993899964698,0.251980003499246,2,0.89,0.89,39,1,0,1,0,0,0,0,0,0,0,0,0,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4358819,3913783,NA,NA,NA
-1,685.466138368786,0.0232944,686.473398809,"C_34 H_71 O_11 P_1","C34H71O11P","C_34 H_70 O_11 P_1",2,34,2.088,0.324,34,71,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845841.1115449,283932.75,685.466138368786,0.146804815072935,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.94,345.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.140609268668,NA,NA,NA,212,TRUE,"C_45 H_66 O_3 S_1",5924376,6516725,5604166,NA,NA,NA,NA,NA,NA,4057820,NA,NA
-1,686.469422759414,0.079207,687.476753644,"C_33 H_71 O_11 P_1 C13_1","C34H71O11P","C_33 H_70 O_11 P_1 C13_1",2,34,2.088,0.324,33,71,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846509.24615484,296726,686.469422759414,0.31592033469648,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.09,345.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.140609268668,NA,NA,NA,212,TRUE,"C_44 H_66 O_3 S_1 C13_1",NA,2934913,3265466,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,687.08134801164,0.0758957,688.088676666,"C_34 H_24 O_14 S_1","C34H24O14S","C_34 H_23 O_14 S_1",1,34,0.706,0.412,34,24,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847177.34429358,317742.25,687.08134801164,0.245457444227145,4,0.42,0.58,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,TRUE,"C_34 H_24 O_14 S_1",NA,3735767,NA,NA,NA,NA,4311616,4400018,3025260,NA,NA,NA
0,689.000018856975,0.3487253,690.007054666,"C_38 H_10 O_14","C38H10O14","C_38 H_9 O_14",1,38,0.263,0.368,38,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2848246.21016047,282560,689.000018856975,0.198153480448766,5,0.83,0.87,34,1,0,1,0,0,0,0,0,0,0,0,0,0,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,FALSE,NA,NA,NA,NA,NA,4603954,3525014,NA,NA,NA,3374445,4626825,4860213
-2,695.016962264986,0.1789995,696.024363285,"C_31 H_20 O_15 S_2","C31H20O15S2","C_31 H_19 O_15 S_2",3,31,0.645,0.484,31,20,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852520.33095217,281028.583333333,695.016962264986,0.138551529731715,12,0.36,0.58,22,1,0,1,0,0,0,0,0,0,0,0,0,0,14.92,-150.45,NA,NA,-81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.405891155583,NA,NA,344.649741590162,200,TRUE,"C_31 H_20 O_15 S_2",44042680,49280316,42526652,58779812,63763192,56552696,22764742,25130756,23457322,39383524,40762848,44432340
-1,696.020306281819,0.1942635,697.02771812,"C_30 H_20 O_15 S_2 C13_1","C31H20O15S2","C_30 H_19 O_15 S_2 C13_1",3,31,0.645,0.484,30,20,15,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853187.9164887,286905.75,696.020306281819,0.128569372812218,12,0.36,0.58,22,1,0,1,0,0,0,0,0,0,0,0,0,0,4.39,-150.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.405891155583,NA,NA,NA,200,TRUE,"C_30 H_20 O_15 S_2 C13_1",14141972,14710218,11659320,17623346,17953644,16936332,5758235,7993202,8228552,10973860,12091036,12352578
-1,697.013024105985,0.2039382,698.020158185,"C_31 H_20 O_15 S_1 S34_1","C31H20O15S2","C_31 H_19 O_15 S_1 S34_1",3,31,0.645,0.484,31,20,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853855.42402855,302226.75,697.013024105985,0.232924792943649,4,0.36,0.58,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,-81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.649741590162,200,TRUE,"C_31 H_20 O_15 S_1 S34_1",2968174,NA,NA,NA,NA,4402720,NA,3385309,NA,2921316,NA,NA
-1,697.099906034086,0.0008724,698.107181857,"C_50 H_19 O_3 P_1","C50H19O3P","C_50 H_18 O_3 P_1",2,50,0.38,0.06,50,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853855.42402855,383124.571428571,697.099906034086,0.177582924038887,7,0.83,0.83,42,1,0,1,0,0,0,0,0,0,0,0,0,0,1.3,507.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.683582660275,NA,NA,NA,241,TRUE,"C_50 H_19 O_3 P_1",NA,3044964,3229887,3869131,3757034,5598765,NA,NA,NA,3134324,3301220,NA
-2,697.104416708285,0.3151387,698.111913142,"C_32 H_26 O_18","C32H26O18","C_32 H_25 O_18",3,32,0.812,0.562,32,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853855.42402855,282979.166666667,697.104416708285,0.113697498317087,12,0.14,0.48,20,0,0,0,1,1,0,0,0,0,0,0,0,0,15.15,86.82,168.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4866509722228,221.214126645534,NA,NA,204,TRUE,"C_45 H_18 O_7 N_2",50924148,48035428,46786752,56224204,59765740,62058028,14507384,15120359,14298995,50066292,50528100,50592952
-1,698.103358980146,0.141208,699.110536692,"C_49 H_19 O_3 P_1 C13_1","C50H19O3P","C_49 H_18 O_3 P_1 C13_1",2,50,0.38,0.06,49,19,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854522.84967348,387266,698.103358980146,0.0772840391937998,2,0.83,0.83,42,1,0,1,0,0,0,0,0,0,0,0,0,0,1.03,507.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.683582660275,NA,NA,NA,241,TRUE,"C_49 H_19 O_3 P_1 C13_1",NA,NA,NA,2992730,NA,NA,NA,NA,NA,2909239,NA,NA
