"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_masslistsMGC2101811_LSt_MA_FTMS_PB_5_01_1-2-31_1_21540.csv","Sample2_masslistsMGC2101811_LSt_MA_FTMS_PB_5_02_1-2-31_1_21550.csv","Sample3_masslistsMGC2101811_LSt_MA_FTMS_PB_5_03_1-2-31_1_21560.csv","Sample4_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_01_1-2-11_1_21332.csv","Sample5_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_02_1-2-11_1_21342.csv","Sample6_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_03_1-2-11_1_21350.csv","Sample7_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_01_1-2-2_1_21252.csv","Sample8_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_02_1-2-2_1_21260.csv","Sample9_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_03_1-2-2_1_21270.csv","Sample10_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_01_1-2-15_1_21362.csv","Sample11_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_02_1-2-15_1_21372.csv","Sample12_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_03_1-2-15_1_21382.csv","Sample13_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_01_1-2-17_1_21390.csv","Sample14_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_02_1-2-17_1_21400.csv","Sample15_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_03_1-2-17_1_21410.csv","Sample16_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_01_1-2-4_1_21276.csv","Sample17_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_02_1-2-4_1_21286.csv","Sample18_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_03_1-2-4_1_21294.csv","Sample19_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_01_1-2-10_1_21330.csv","Sample20_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_02_1-2-10_1_21340.csv","Sample21_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_03_1-2-10_1_21348.csv"
0,101.02442061772,0.0312844,102.031693857,"C_4 H_6 O_3","C4H6O3","C_4 H_5 O_3",1,4,1.5,0.75,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257529.70514896,2024032.66666667,101.02442061772,0.0166520171131957,3,0,0.2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Inf,FALSE,NA,NA,NA,NA,3577629,3345326,3466612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,111.081541864955,0.0328133,112.088814619,"C_7 H_12 O_1","C7H12O","C_7 H_11 O_1",6,7,1.714,0.143,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263809.16890189,1670101.66666667,111.081543292769,0.0196388299570235,6,0.17,0.23,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Inf,FALSE,NA,NA,NA,NA,3528202,NA,NA,NA,NA,NA,4452242,3627562,NA,NA,NA,NA,NA,NA,NA,10953615,11653028,11593818
0,119.034986456496,0.0367537,120.042258476,"C_4 H_8 O_4","C4H8O4","C_4 H_7 O_4",1,4,2,1,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268841.45422305,1526400.6,119.034988963469,0.0797454676174004,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Inf,FALSE,NA,NA,NA,NA,9300454,8402304,9645202,4176185,3487424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,119.050234386367,0.0316598,120.057514619,"C_8 H_8 O_1","C8H8O","C_8 H_7 O_1",1,8,1,0.125,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268841.45422305,1685829.33333333,119.050236134817,0.0286674709206331,6,0.57,0.6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Inf,FALSE,NA,8354116,7373130,7388177,NA,NA,4372114,NA,4248255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3339756,NA,NA
-1,120.045485762786,0.0118048,121.052763623,"C_7 H_7 O_1 N_1","C7H7NO","C_7 H_6 O_1 N_1",2,7,1,0.143,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269471.03519773,1574489.55555556,120.04548794596,0.00967463342368311,18,0.6,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,66.83,19.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.092771328664,NA,NA,NA,NA,904,19.06,FALSE,NA,69657360,69165848,66920928,452051904,462899008,460112992,567953152,590366080,598033856,88491192,86803032,82674520,82830016,81511944,85328816,NA,NA,NA,28142524,29315022,30727776
-3,121.029498964769,0.0314823,122.036779238,"C_7 H_6 O_2","C7H6O2","C_7 H_5 O_2",8,7,0.857,0.286,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270100.7374301,1583427.42857143,121.029500702415,0.0202362547771586,21,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1295.96,-92.85,-143.6,-95.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.557750066193,134.749729096889,86.2435111390685,NA,NA,11,110.79,FALSE,NA,15024735232,15001666560,14988034048,7211795456,7582992384,7562019840,1437026048,1520256384,1417364864,1313424512,1302413824,1302545152,1650541184,1688421888,1690911616,49690724,60048212,148342720,2689811456,2648131584,2705802752
-1,121.048837458398,0.0374254,122.056118458,"C_6 H_7 O_1 N_1 C13_1","C7H7NO","C_6 H_6 O_1 N_1 C13_1",2,7,1,0.143,6,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270100.7374301,1679517.875,121.048839690508,0.0166811710878834,16,0.6,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,5.91,19.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.092771328664,NA,NA,NA,NA,904,19.06,FALSE,NA,5708000,6969062,6417330,37397380,39491360,37868596,42763988,43865436,44979580,6096009,7397931,7786279,6981263,6707673,5258112,NA,NA,NA,NA,3280799,NA
-2,122.032860278373,0.021432,123.040134073,"C_6 H_6 O_2 C13_1","C7H6O2","C_6 H_5 O_2 C13_1",8,7,0.857,0.286,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270730.56094354,1570192.95238095,122.032862030884,0.0160504836761512,21,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,91.99,-92.85,NA,-13.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.557750066193,134.749729096889,122.238455088572,NA,NA,11,53.05,FALSE,NA,1107378816,1109213824,1100956032,494355296,519915264,517161984,90261152,98190640,89646408,91964504,91218432,89326328,115073632,117982632,117654352,3521594,4425512,10797967,182879072,179160944,187090432
-2,123.033749513535,0.0026282,124.041025619,"C_7 H_6 O_1 O18_1","C7H6O2","C_7 H_5 O_1 O18_1",8,7,0.857,0.286,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271360.50576139,1601924.44444444,123.033751353191,0.0250751113893653,18,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,5.47,32.38,NA,-95.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.658892946722,NA,86.2435111390685,NA,NA,11,64.15,FALSE,NA,54076036,55263880,53182812,26028844,26134216,25099228,5488758,5521665,4757791,5944368,5267923,5210828,7279672,6674817,6860072,NA,NA,NA,10396467,8976198,9640397
-1,123.036215056748,0.0207992,124.043488908,"C_5 H_6 O_2 C13_2","C7H6O2","C_5 H_5 O_2 C13_2",8,7,0.857,0.286,5,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271360.50576139,1631058.6,123.036216959041,0.0316441523893217,15,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,3.86,NA,-143.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.749729096889,NA,NA,NA,11,143.6,FALSE,NA,32821892,32924298,32784730,14828332,18204360,15086556,4259446,NA,3743263,NA,4119763,3475148,3294264,NA,4583208,NA,NA,NA,6134068,6809414,6245325
0,123.081539065111,0.0070756,124.088814619,"C_8 H_12 O_1","C8H12O","C_8 H_11 O_1",4,8,1.5,0.125,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271360.50576139,1683329,123.081540896004,0.0409983437226068,6,0.29,0.33,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Inf,FALSE,NA,3338115,NA,NA,NA,NA,NA,NA,NA,NA,3621422,NA,3547850,NA,NA,NA,NA,NA,NA,4206386,3951940,5722059
-2,124.037101435957,0.0206807,125.044380454,"C_6 H_6 O_1 C13_1 O18_1","C7H6O2","C_6 H_5 O_1 C13_1 O18_1",8,7,0.857,0.286,6,6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271990.57190702,1511476.66666667,124.037102912132,0.0118530164238306,3,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.34,32.38,NA,-13.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.658892946722,NA,122.238455088572,NA,NA,11,22.82,FALSE,NA,4727386,4669535,3734066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,125.060797221538,0.0443015,126.068079238,"C_7 H_10 O_2","C7H10O2","C_7 H_9 O_2",8,7,1.429,0.286,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272620.75940379,1654371.5,125.060797823554,0.0220402712342719,2,0.2,0.33,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Inf,FALSE,NA,NA,3827766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3369717,NA
-1,125.097186141958,0.0162167,126.104464619,"C_8 H_14 O_1","C8H14O","C_8 H_13 O_1",6,8,1.75,0.125,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272620.75940379,1519645.76190476,125.097187779437,0.0123574185407132,21,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,25.43,-51.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.599437500154,NA,NA,NA,NA,14,51.31,FALSE,NA,73646640,68649528,69779720,63832792,63243896,64930700,59426336,60695724,60630216,57426908,59072896,57909880,68624872,67093808,68559576,84076488,78766768,76089112,182928096,179586800,182961520
-1,126.100539633864,0.0266624,127.107819454,"C_7 H_14 O_1 C13_1","C8H14O","C_7 H_13 O_1 C13_1",6,8,1.75,0.125,7,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273251.06827508,1611562.95238095,126.100541299855,0.0344487200456914,21,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.16,-51.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.599437500154,NA,NA,NA,NA,14,51.31,FALSE,NA,7664139,5708303,5148902,4841654,4567124,5771113,4636666,5080199,4679845,6195129,4631390,5433939,4819908,6807308,6154419,7606182,6266001,6061810,15936189,15570640,14734669
0,127.040067837494,0.0032176,128.047343857,"C_6 H_8 O_3","C6H8O3","C_6 H_7 O_3",11,6,1.333,0.5,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273881.49854428,1588553.69230769,127.040069916473,0.0288333480474683,13,0,0.33,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Inf,FALSE,NA,NA,3367407,3712712,4261527,NA,3592011,4178394,3485031,3317381,3702682,3420991,NA,3535270,4450542,NA,NA,NA,NA,4076703,NA,4378412
0,127.076455444179,0.0205959,128.083729238,"C_7 H_12 O_2","C7H12O2","C_7 H_11 O_2",7,7,1.714,0.286,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273881.49854428,1641378.5625,127.076457294991,0.0260543362876465,16,0,0.17,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Inf,FALSE,NA,15116778,14430702,14284999,5080726,4519988,5148490,NA,NA,3654788,3799449,4056894,3456562,5896613,4178157,3621011,NA,NA,NA,7550622,6865584,6714667
0,127.112843577473,0.0420699,128.120114619,"C_8 H_16 O_1","C8H16O","C_8 H_15 O_1",2,8,2,0.125,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273881.49854428,1644450.54545455,127.112845423122,0.0296299343150033,11,0,0.07,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Inf,FALSE,NA,4050921,4269549,NA,NA,4805683,4290377,NA,3562597,NA,3343768,NA,3525681,3705764,NA,NA,NA,NA,NA,11284124,11667118,10521897
0,128.071702939823,0.0087466,129.078978242,"C_6 H_11 O_2 N_1","C6H11NO2","C_6 H_10 O_2 N_1",9,6,1.833,0.333,6,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274512.05023474,1534452.66666667,128.071706344933,0.0126309933126342,6,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,Inf,FALSE,NA,NA,NA,NA,16265848,15246871,13675309,9899450,9483335,10213477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,128.108084665474,0.0195639,129.115363623,"C_7 H_15 O_1 N_1","C7H15NO","C_7 H_14 O_1 N_1",3,7,2.143,0.143,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274512.05023474,1588957.22222222,128.108086490573,0.0291940847222773,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Inf,FALSE,NA,NA,NA,NA,7311991,5549078,7396140,4601273,3502151,4243045,4488058,7689504,6904339,5652359,5287631,5423221,7382892,5368407,5655222,11502207,11470481,12270858
0,129.05572039496,0.0228351,130.062993857,"C_6 H_10 O_3","C6H10O3","C_6 H_9 O_3",12,6,1.667,0.5,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275142.72336987,1523759.875,129.055722433671,0.046903203234348,16,0,0.11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Inf,FALSE,NA,NA,3840949,3473553,4108383,5363198,4533524,3802527,6189101,4625995,3410785,3630856,NA,3891055,5673654,4424285,NA,NA,NA,6093415,5721721,6263024
0,129.092099418463,0.0260416,130.099379238,"C_7 H_14 O_2","C7H14O2","C_7 H_13 O_2",4,7,2,0.286,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275142.72336987,1564881.10526316,129.092101390353,0.0363993741302335,19,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Inf,FALSE,NA,4963761,6243764,5226640,4023902,4830717,4397331,4501406,5212716,4904010,5638497,5054727,5555193,5276014,5293238,6895196,4167509,NA,NA,15581798,14241400,13812974
0,135.045154377536,0.011547,136.052429238,"C_8 H_8 O_2","C8H8O2","C_8 H_7 O_2",8,8,1,0.25,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3278929.31382873,1494869.70588235,135.045157244696,0.0442597011213972,17,0.5,0.57,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Inf,FALSE,NA,4409707,3869037,4464717,20853274,21218746,20538064,4957527,4318182,5339140,4865820,3937476,3670962,4529963,5232754,4389401,NA,NA,NA,3738146,NA,3433125
0,137.02441447801,0.0213502,138.031693857,"C_7 H_6 O_3","C7H6O3","C_7 H_5 O_3",7,7,0.857,0.429,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280192.48326654,1477535.27777778,137.024417122352,0.0375389777890444,18,0.5,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Inf,FALSE,NA,25543034,24756606,24154204,11180585,11238857,11889376,5287783,4553718,4112916,3881772,4657363,5528003,3951930,4987010,4674088,NA,NA,NA,5129778,4256835,4289718
0,137.097190005098,0.0131639,138.104464619,"C_9 H_14 O_1","C9H14O","C_9 H_13 O_1",4,9,1.556,0.111,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280192.48326654,1548632,137.097190916133,0.0489971754479763,3,0.25,0.29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4053555,4775492,3646135
0,138.019660279659,0.044236,139.026942861,"C_6 H_5 O_3 N_1","C6H5NO3","C_6 H_4 O_3 N_1",1,6,0.833,0.5,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280824.25045673,1485622.5,138.019662748247,0.00251841000351132,2,0.5,0.71,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,Inf,FALSE,NA,NA,NA,NA,NA,NA,3347184,NA,NA,NA,NA,NA,NA,NA,NA,3399736,NA,NA,NA,NA,NA,NA
0,139.076457910477,0.0364354,140.083729238,"C_8 H_12 O_2","C8H12O2","C_8 H_11 O_2",8,8,1.5,0.25,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281456.13932571,1433607.90909091,139.076459889099,0.0453860030230488,11,0.17,0.29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Inf,FALSE,NA,NA,4307879,NA,NA,4856816,4624135,NA,NA,NA,NA,4560123,3457515,3884385,3729065,5466704,NA,NA,NA,6809177,6671979,8127713
0,139.112838014658,0.0012347,140.120114619,"C_9 H_16 O_1","C9H16O","C_9 H_15 O_1",6,9,1.778,0.111,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281456.13932571,1422284.95238095,139.112840304531,0.0216557411376728,21,0.12,0.18,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Inf,FALSE,NA,10688932,10652072,11108484,9861714,6806001,9480967,7715218,6276128,7265342,8915796,7871740,10559980,9865570,11066538,8741456,10757962,11045428,9905809,25277018,24098412,24290530
0,141.055719716028,0.0161266,142.062993857,"C_7 H_10 O_3","C7H10O3","C_7 H_9 O_3",11,7,1.429,0.429,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282720.28219369,1488164,141.055721103242,0.0686341275842254,2,0,0.27,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3669144,NA,3533092
0,141.092098253122,0.032041,142.099379238,"C_8 H_14 O_2","C8H14O2","C_8 H_13 O_2",7,8,1.75,0.25,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282720.28219369,1402950.84210526,141.092100985786,0.0278067483926816,19,0,0.14,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Inf,FALSE,NA,8335846,7703017,7771330,6262417,5534256,6161222,5342676,5407841,6457471,6883220,6013242,6357549,6153632,7399656,7409295,NA,3733103,NA,16265881,17118892,17192230
0,141.128487467042,0.0050656,142.135764619,"C_9 H_18 O_1","C9H18O","C_9 H_17 O_1",2,9,2,0.111,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3282720.28219369,1475892,141.128488578322,0.0146046614760144,3,0,0.06,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6439579,4945581,6160680
0,142.087353188984,0.009637,143.094628242,"C_7 H_13 O_2 N_1","C7H13NO2","C_7 H_12 O_2 N_1",9,7,1.857,0.286,7,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283352.5362396,1436918.72727273,142.08735573494,0.0565137773656962,11,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901,Inf,FALSE,NA,NA,NA,NA,NA,3531609,NA,NA,3411084,NA,4840382,4798819,4739672,3406281,3764497,4620984,NA,NA,NA,10971843,8867541,9626963
0,142.123739470501,0.0159225,143.131013623,"C_8 H_17 O_1 N_1","C8H17NO","C_8 H_16 O_1 N_1",3,8,2.125,0.125,8,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283352.5362396,1366826.23809524,142.123741834786,0.0307362623026509,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,Inf,FALSE,NA,14086674,14557718,13277421,10668732,11490906,11377519,6220289,6327438,5983404,11017152,10117476,10396249,8939979,9870611,8813242,19920812,18739862,18405112,19395268,20719318,19445076
0,143.03497832357,0.0258327,144.042258476,"C_6 H_8 O_4","C6H8O4","C_6 H_7 O_4",17,6,1.333,0.667,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283984.91205804,1223239.5,143.034981504312,0.0156233369819078,2,0,0.25,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Inf,FALSE,NA,NA,NA,NA,3768553,3746950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,143.07136374571,0.0255416,144.078643857,"C_7 H_12 O_3","C7H12O3","C_7 H_11 O_3",12,7,1.714,0.429,7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3283984.91205804,1419007.86666667,143.071366869297,0.0405720126338124,15,0,0.09,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Inf,FALSE,NA,3445825,NA,3293978,NA,3658376,NA,3935794,4963517,3997915,4398062,3776914,4447881,4634104,4677952,6149863,NA,NA,NA,13847282,13700868,13510022
