"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_masslistsMGC2101811_LSt_MA_FTMS_PB_5_01_1-2-31_1_21540.csv","Sample2_masslistsMGC2101811_LSt_MA_FTMS_PB_5_02_1-2-31_1_21550.csv","Sample3_masslistsMGC2101811_LSt_MA_FTMS_PB_5_03_1-2-31_1_21560.csv","Sample4_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_01_1-2-11_1_21332.csv","Sample5_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_02_1-2-11_1_21342.csv","Sample6_masslistsMGC2101819_LSt_MA_FTMS_STD10_A1_03_1-2-11_1_21350.csv","Sample7_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_01_1-2-2_1_21252.csv","Sample8_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_02_1-2-2_1_21260.csv","Sample9_masslistsMGC2101819_LSt_MA_FTMS_STD10_A2_03_1-2-2_1_21270.csv","Sample10_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_01_1-2-15_1_21362.csv","Sample11_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_02_1-2-15_1_21372.csv","Sample12_masslistsMGC2101820_LSt_MA_FTMS_STD1_A1_03_1-2-15_1_21382.csv","Sample13_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_01_1-2-17_1_21390.csv","Sample14_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_02_1-2-17_1_21400.csv","Sample15_masslistsMGC2101820_LSt_MA_FTMS_STD1_A2_03_1-2-17_1_21410.csv","Sample16_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_01_1-2-4_1_21276.csv","Sample17_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_02_1-2-4_1_21286.csv","Sample18_masslistsMGC2101822_LSt_MA_FTMS_STD01_A1_03_1-2-4_1_21294.csv","Sample19_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_01_1-2-10_1_21330.csv","Sample20_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_02_1-2-10_1_21340.csv","Sample21_masslistsMGC2101822_LSt_MA_FTMS_STD01_A2_03_1-2-10_1_21348.csv"
-1,243.179518766029,0.0102299,244.186797696,"C_12 H_25 O_3 N_1 C13_1","C13H25NO3","C_12 H_24 O_3 N_1 C13_1",24,13,1.923,0.231,12,25,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347833.43491238,835986.65,243.17951876279,0.0767390829837446,20,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.62,-60.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.053763873938,NA,NA,NA,NA,902,60.13,FALSE,NA,7827472,11510148,12245449,4550047,5209997,4418413,4011684,4531123,4639723,4202202,4129693,NA,4188891,4716114,5184734,5953247,5366643,5135417,3860009,3576353,3508861
0,243.196565272798,0.0088164,244.203843857,"C_14 H_28 O_3","C14H28O3","C_14 H_27 O_3",1,14,2,0.214,14,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3347833.43491238,929381,243.19656817697,0.0377954767577495,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,Inf,FALSE,NA,3676185,3729806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,244.061530025641,0.0041743,245.06880748,"C_13 H_11 O_4 N_1","C13H11NO4","C_13 H_10 O_4 N_1",1,13,0.846,0.308,13,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348477.30221306,823984,244.061526197156,0.157496316137264,2,0.5,0.6,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,Inf,FALSE,NA,NA,NA,NA,NA,3647850,3622218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,244.119044837315,0.003386,245.126322099,"C_11 H_19 O_5 N_1","C11H19NO5","C_11 H_18 O_5 N_1",20,11,1.727,0.455,11,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348477.30221306,809635.619047619,244.119043972118,0.026517178366966,21,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,3.74,704.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8910184921502,NA,NA,NA,NA,917,704.49,FALSE,NA,6664725,7381905,5921734,14696352,14451081,16964970,11495600,11732418,10987000,14999768,15883682,16278206,11738331,11542609,12279521,4262079,5387606,5107237,22978610,22078502,20163736
-1,244.127140073123,0.0466071,245.13442793,"C_11 H_20 O_5 C13_1","C12H20O5","C_11 H_19 O_5 C13_1",16,12,1.667,0.417,11,20,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348477.30221306,776880,244.127139727793,0.0698747709332082,3,0,0.05,3,0,0,0,0,0,0,1,0,1,0,0,0,0,2.05,110.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.189963329872,NA,NA,NA,NA,24,110.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6606902,6947883,7081116
0,244.134315812963,0.0571221,245.141578242,"C_15 H_19 O_2 N_1","C15H19NO2","C_15 H_18 O_2 N_1",3,15,1.267,0.133,15,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348477.30221306,799477.5,244.134314800199,0.0663906844033986,6,0.33,0.38,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,Inf,FALSE,NA,5628445,4873113,6073295,4882345,4649361,6684018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,244.155424218177,0.0278591,245.16270748,"C_12 H_23 O_4 N_1","C12H23NO4","C_12 H_22 O_4 N_1",17,12,1.917,0.333,12,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348477.30221306,811427.380952381,244.155423538629,0.0286261218027646,21,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,3.98,65.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.038188807034,NA,NA,NA,NA,910,65.08,FALSE,NA,8725032,8790949,8567770,8814516,8589724,9985405,11151556,9381335,8963597,14491884,14294454,13738706,11263215,11894885,13197045,6760657,8656233,7425592,30974022,32105530,32173228
0,245.081963460925,0.127661,246.089208476,"C_14 H_14 O_4","C14H14O4","C_14 H_13 O_4",4,14,1,0.286,14,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349121.22976769,823020,245.081963807205,0.262947640385386,4,0.4,0.5,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,Inf,FALSE,NA,5776421,3698088,4550095,NA,3807120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,245.103056327106,0.0201332,246.110337714,"C_11 H_18 O_6","C11H18O6","C_11 H_17 O_6",14,11,1.636,0.545,11,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349121.22976769,820797.705882353,245.103055238208,0.0683809156605676,17,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Inf,FALSE,NA,5579825,5639604,5023195,4837817,6091676,5113724,4602579,NA,4786206,5747438,4554687,4715743,5328628,5988966,5312765,NA,NA,NA,13263442,11847234,12037834
0,245.118327949198,0.0427587,246.125593857,"C_15 H_18 O_3","C15H18O3","C_15 H_17 O_3",6,15,1.2,0.2,15,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349121.22976769,777496.666666667,245.11832977585,0.117332579241615,3,0.33,0.41,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,Inf,FALSE,NA,3499065,4052412,4697571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,245.122417034734,0.0671678,246.129676934,"C_10 H_19 O_5 N_1 C13_1","C11H19NO5","C_10 H_18 O_5 N_1 C13_1",20,11,1.727,0.455,10,19,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349121.22976769,711817,245.122410483215,0.221325529374942,2,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.14,704.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8910184921502,NA,NA,NA,NA,917,704.49,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3444970,NA,NA,NA,NA,NA,NA,NA,NA,4194005
-1,245.129560506949,0.0393805,246.136827246,"C_14 H_18 O_2 N_2","C14H18N2O2","C_14 H_17 O_2 N_2",15,14,1.286,0.143,14,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349121.22976769,785327.111111111,245.129559426527,0.0177965710761149,9,0.3,0.36,7,0,0,0,1,0,1,0,0,0,0,0,0,0,9.12,67.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.495781396969,NA,NA,NA,NA,1383,67.52,FALSE,NA,33416254,34366916,34758120,39215560,38069160,39444364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19702368,18441808,17526488
0,245.139439873437,0.0275852,246.146723095,"C_12 H_22 O_5","C12H22O5","C_12 H_21 O_5",16,12,1.833,0.417,12,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349121.22976769,817621.352941177,245.13943903542,0.0635298446269457,17,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Inf,FALSE,NA,5706821,4896200,6159854,5128653,5534639,4120464,5255911,4564990,NA,4838146,4431827,4216051,7474952,5337722,6107409,NA,NA,NA,14156390,14411350,12693214
-1,245.15877400497,0.048252,246.166062315,"C_11 H_23 O_4 N_1 C13_1","C12H23NO4","C_11 H_22 O_4 N_1 C13_1",17,12,1.917,0.333,11,23,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349121.22976769,811211.666666667,245.158773329087,0.0403091492030416,3,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.35,65.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.038188807034,NA,NA,NA,NA,910,65.08,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4516465,4109921,4984554
0,246.077187069554,0.0243682,247.08445748,"C_13 H_13 O_4 N_1","C13H13NO4","C_13 H_12 O_4 N_1",2,13,1,0.308,13,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349765.21554699,896141.5,246.077182940499,0.0101084117958422,2,0.38,0.5,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,Inf,FALSE,NA,NA,NA,NA,3605451,NA,4477321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,246.113570026717,0.0145556,247.120842861,"C_14 H_17 O_3 N_1","C14H17NO3","C_14 H_16 O_3 N_1",11,14,1.214,0.214,14,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349765.21554699,842066.333333333,246.113568803019,0.0283092491070597,9,0.3,0.39,7,0,0,0,1,0,1,0,0,0,0,0,0,0,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,Inf,FALSE,NA,3720793,4173796,4161532,5514207,5727675,6934940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14754943,14559339,14725385
-1,246.132898370481,0.0294529,247.140182081,"C_13 H_18 O_2 N_2 C13_1","C14H18N2O2","C_13 H_17 O_2 N_2 C13_1",15,14,1.286,0.143,13,18,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349765.21554699,826309.25,246.132896792232,0.07211209111357,8,0.3,0.36,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.6,67.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.495781396969,NA,NA,NA,NA,1383,67.52,FALSE,NA,7145060,5031918,5070854,6423529,5572038,6148518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3662986,NA,3803412
-1,246.134689440508,0.025196,247.141972099,"C_11 H_21 O_5 N_1","C11H21NO5","C_11 H_20 O_5 N_1",13,11,1.909,0.455,11,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349765.21554699,787943.333333333,246.134688243798,0.0268250910903781,21,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,9.2,-18.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.360345431898,NA,NA,NA,NA,919,18.64,FALSE,NA,15640164,14927855,14827527,22340586,23848390,21815720,22277390,24291880,26176092,41739548,40755700,42493720,36167972,35611796,37708592,7736511,7424352,9187902,68379784,66709624,67170584
0,246.149972080766,0.0820126,247.157228242,"C_15 H_21 O_2 N_1","C15H21NO2","C_15 H_20 O_2 N_1",3,15,1.4,0.133,15,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3349765.21554699,819616.666666667,246.149973758613,0.171631167984636,3,0.25,0.31,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,Inf,FALSE,NA,3741293,3923960,3627023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,247.097591653897,0.0387296,248.104858476,"C_14 H_16 O_4","C14H16O4","C_14 H_15 O_4",6,14,1.143,0.286,14,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350409.25752011,790188.333333333,247.097593122641,0.0330538221054852,3,0.3,0.42,7,0,0,0,1,0,1,0,0,0,0,0,0,0,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Inf,FALSE,NA,14960753,12364291,14443021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,247.118718469227,0.0289651,248.125987714,"C_11 H_20 O_6","C11H20O6","C_11 H_19 O_6",5,11,1.818,0.545,11,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350409.25752011,823137.066666667,247.118716728218,0.0473410380948048,15,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,Inf,FALSE,NA,NA,NA,NA,5047807,5912535,5690296,5398318,4553805,6139005,6526765,4744207,6322486,13353785,12838566,12059976,NA,NA,NA,24061608,22522512,23130946
-1,247.138058800039,0.0334401,248.145326934,"C_10 H_21 O_5 N_1 C13_1","C11H21NO5","C_10 H_20 O_5 N_1 C13_1",13,11,1.909,0.455,10,21,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350409.25752011,810839.4,247.138056787577,0.081263542901966,10,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.67,-18.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.360345431898,NA,NA,NA,NA,919,18.64,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441800,5003064,4834330,5441857,5083972,5109425,4076883,NA,NA,NA,8058547,7600794,7217998
0,247.170370681542,0.072025,248.177629238,"C_16 H_24 O_2","C16H24O2","C_16 H_23 O_2",3,16,1.5,0.125,16,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350409.25752011,790635,247.170370961995,0.022732224722465,4,0.21,0.27,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,Inf,FALSE,NA,4739225,7698987,5661236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3384160
-1,248.092831271355,0.0008952,249.10010748,"C_13 H_15 O_4 N_1","C13H15NO4","C_13 H_14 O_4 N_1",3,13,1.154,0.308,13,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351053.35365468,760677.666666667,248.092826643016,0.0111987011924034,3,0.25,0.4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,7.1,116.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.345080807329,NA,NA,NA,NA,933,116.06,FALSE,NA,NA,NA,NA,23652366,25029088,22734272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,249.074465887151,0.4811187,250.081622,"C_17 H_14 S_1","C17H14S","C_17 H_13 S_1",2,17,0.824,0,17,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351697.50191676,790130.583333333,249.074464328251,0.0436255750563221,12,0.62,0.62,11,1,0,1,0,0,0,0,0,0,0,0,0,0,18.86,-149.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5586203449727,NA,NA,NA,NA,434,149.07,FALSE,NA,145091744,146927168,142468656,90303008,98692072,95348688,NA,NA,NA,NA,NA,NA,4005721,5339840,5159278,NA,NA,NA,8387288,8085174,8853393
0,249.076850531411,0.0154668,250.084123095,"C_13 H_14 O_5","C13H14O5","C_13 H_13 O_5",6,13,1.077,0.385,13,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351697.50191676,785198,249.076851639642,0.0291864800015441,3,0.25,0.43,7,0,0,0,1,0,1,0,0,0,0,0,0,0,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Inf,FALSE,NA,11005089,12570178,13297200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,249.096156809623,0.1162479,250.103462315,"C_12 H_15 O_4 N_1 C13_1","C13H15NO4","C_12 H_14 O_4 N_1 C13_1",3,13,1.154,0.308,12,15,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351697.50191676,852708,249.096151506499,0.038853726674372,2,0.25,0.4,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.18,116.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.345080807329,NA,NA,NA,NA,933,116.06,FALSE,NA,NA,NA,NA,3363369,4533238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,249.113248727914,0.0666998,250.120508476,"C_14 H_18 O_4","C14H18O4","C_14 H_17 O_4",11,14,1.286,0.286,14,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351697.50191676,829077.333333333,249.113249825723,0.0178614527340238,3,0.2,0.33,6,0,0,0,1,0,1,0,0,0,0,0,0,0,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Inf,FALSE,NA,7019701,7429718,8017476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,249.152978880426,0.042153,250.160265857,"C_12 H_26 O_3 S_1","C12H26O3S","C_12 H_25 O_3 S_1",1,12,2.167,0.25,12,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351697.50191676,830274.666666667,249.152979975149,0.0502938537916846,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,Inf,FALSE,NA,4226250,4038251,3636825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,249.186005834031,0.0121026,250.193279238,"C_16 H_26 O_2","C16H26O2","C_16 H_25 O_2",1,16,1.625,0.125,16,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351697.50191676,754864.666666667,249.186006914811,0.021115416893144,3,0.14,0.2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,Inf,FALSE,NA,6335708,6827646,8119914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,250.077816136882,0.4609314,251.084976835,"C_16 H_14 S_1 C13_1","C17H14S","C_16 H_13 S_1 C13_1",2,17,0.824,0,16,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352341.70027083,769018.5,250.077814468393,0.0202918432215993,6,0.62,0.62,11,1,0,1,0,0,0,0,0,0,0,0,0,0,5.78,-149.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5586203449727,NA,NA,NA,NA,434,149.07,FALSE,NA,23408316,24047716,23062596,14150711,15969790,15616481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,250.108480898424,0.0005973,251.11575748,"C_13 H_17 O_4 N_1","C13H17NO4","C_13 H_16 O_4 N_1",1,13,1.308,0.308,13,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352341.70027083,807118.545454545,250.108479663355,0.0415549934943243,11,0.12,0.3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,Inf,FALSE,NA,5480140,5460085,5154901,17058888,18411022,18508274,15480209,15422144,14545642,NA,NA,NA,4491652,NA,3695516,NA,NA,NA,NA,NA,NA
0,250.144858848665,0.0301849,251.152142861,"C_14 H_21 O_3 N_1","C14H21NO3","C_14 H_20 O_3 N_1",3,14,1.5,0.214,14,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352341.70027083,783778.4,250.144856286367,0.118461944967218,5,0.1,0.22,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,Inf,FALSE,NA,3806943,NA,4913257,NA,NA,NA,NA,NA,NA,NA,3648124,4042666,NA,NA,NA,NA,NA,NA,4320544,NA,NA
0,250.217637313002,0.0004856,251.224913623,"C_16 H_29 O_1 N_1","C16H29NO","C_16 H_28 O_1 N_1",1,16,1.812,0.062,16,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352341.70027083,824092.666666667,250.217637313002,0.0590678929149079,3,0.07,0.1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6317257,6963580,6290037,NA,NA,NA
0,251.092488125763,0.0338675,252.099773095,"C_13 H_16 O_5","C13H16O5","C_13 H_15 O_5",8,13,1.231,0.385,13,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352985.94667984,824368.888888889,251.092486181501,0.0585939252413632,9,0.12,0.33,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Inf,FALSE,NA,NA,NA,NA,8891989,7876631,9473019,3411878,4306139,5260547,3790708,NA,NA,4033426,3401458,NA,NA,NA,NA,NA,NA,NA
