"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3604.csv","Sample2_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3610.csv","Sample3_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B1_1-1-19_1_3616.csv","Sample4_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3606.csv","Sample5_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3612.csv","Sample6_masslistsMGC2102293_LSt_MALSt_FT-ICR-MS_B-B2_1-1-20_1_3618.csv","Sample7_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3624.csv","Sample8_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3630.csv","Sample9_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS1_1-1-22_1_3636.csv","Sample10_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3642.csv","Sample11_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3648.csv","Sample12_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS2_1-1-24_1_3654.csv","Sample13_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3658.csv","Sample14_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3664.csv","Sample15_masslistsMGC2102302_LSt_MALSt_FT-ICR-MS_AE-DS3_1-1-25_1_3670.csv","Sample16_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3660.csv","Sample17_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3666.csv","Sample18_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D1_1-1-26_1_3672.csv","Sample19_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3676.csv","Sample20_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3682.csv","Sample21_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D2_1-1-27_1_3688.csv","Sample22_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3678.csv","Sample23_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3684.csv","Sample24_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D3_1-1-28_1_3690.csv","Sample25_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3694.csv","Sample26_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3700.csv","Sample27_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D4_1-1-29_1_3706.csv","Sample28_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3696.csv","Sample29_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3702.csv","Sample30_masslistsMGC2102303_LSt_MALSt_FT-ICR-MS_AE-D5_1-1-30_1_3708.csv"
0,109.029512226522,0.0856077,110.036779238,"C_6 H_6 O_2","C6H6O2","C_6 H_5 O_2",1,6,1,0.333,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2510149.07376948,1622375,109.029512226522,0.0419337502380809,3,0.5,0.6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,3221039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2689458,2902651
0,113.02441591852,0.0132156,114.031693857,"C_5 H_6 O_3","C5H6O3","C_5 H_5 O_3",1,5,1.2,0.6,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512215.87857563,1888911.81818182,113.02441591852,0.116455626510639,11,0,0.43,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868983,NA,2639903,NA,3515150,NA,2978793,2969002,2927101,3298656,NA,2884451,NA,NA,NA,2834794,NA,2886700,2820973
0,115.003676306826,0.0494608,116.010958476,"C_4 H_4 O_4","C4H4O4","C_4 H_3 O_4",2,4,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513249.91905277,1947349,115.003676306826,0.0121735239003536,3,0,0.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2811131,NA,NA,NA,NA,NA,2893131,NA,2565243,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,119.050237778011,0.0034067,120.057514619,"C_8 H_8 O_1","C8H8O","C_8 H_7 O_1",1,8,1,0.125,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515319.27703077,1584713.66666667,119.050237778011,0.0924908278949352,3,0.57,0.6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,NA,NA,NA,3745745,NA,NA,2721659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3067406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,120.045488015333,0.0068069,121.052763623,"C_7 H_7 O_1 N_1","C7H7NO","C_7 H_6 O_1 N_1",6,7,1,0.143,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2515836.88269963,1681329.93333333,120.045488015333,0.0170876809614916,30,0.6,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,5193036,6060240,4968354,4515263,3681296,3965386,12362757,10721631,10733206,11729988,11625184,11140025,19803644,20180286,18267268,15804984,15077601,15432600,20699234,17420580,17817604,11760940,12393727,11438152,11519109,10091682,11666845,14762518,14720084,12850889
-3,121.029502965064,0.0013029,122.036779238,"C_7 H_6 O_2","C7H6O2","C_7 H_5 O_2",5,7,0.857,0.286,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516354.59488206,1577929.16666667,121.029502965064,0.00552744958308518,30,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,506.08,-75.97,33.2,-47.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1363583726952,180.047993617801,136.918727579318,NA,8,FALSE,NA,1220886784,1226390656,1327710080,1204108672,1210662912,1294678912,1158234112,1202142464,1322729088,1266368512,1151549056,1239105408,1690254848,1760771328,1689992320,1315126784,1400717440,1324826496,1442660352,1729708288,1562591232,867188992,923417792,976830464,947993664,923417728,927939968,1254309376,1357332480,1284324992
-1,122.032859438058,0.014605,123.040134073,"C_6 H_6 O_2 C13_1","C7H6O2","C_6 H_5 O_2 C13_1",5,7,0.857,0.286,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516872.41359998,1554957.03333333,122.032859438058,0.0053306710882029,30,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,36.59,-75.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1363583726952,180.047993617801,NA,NA,8,FALSE,NA,84820216,87948408,97402696,87301480,88661944,92404592,84639664,86138120,96575032,92717040,82083464,90783592,121028000,128105704,122190888,93625824,99573896,98721600,105070608,121569488,114040744,60563672,65969316,72286192,70032432,68533328,67845448,91102656,99082240,91922032
-1,123.033748388149,0.0064414,124.041025619,"C_7 H_6 O_1 O18_1","C7H6O2","C_7 H_5 O_1 O18_1",5,7,0.857,0.286,7,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517390.3388753,1680554.56666667,123.033748388149,0.0375069807185742,30,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.93,NA,NA,-47.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.918727579318,NA,8,FALSE,NA,6142165,5435472,5243170,4699452,3938193,4086082,4136327,3765983,4517390,5048774,4700767,4577602,6952311,7627963,6147070,4068792,5145700,4965658,5510119,7410853,5424002,3345074,3130747,4709832,4558852,4348197,3456288,4097172,5054933,3785285
-1,123.036213532048,0.0085131,124.043488908,"C_5 H_6 O_2 C13_2","C7H6O2","C_5 H_5 O_2 C13_2",5,7,0.857,0.286,5,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517390.3388753,1753378.56,123.036213532048,0.0579130922969528,25,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.42,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.047993617801,NA,NA,8,FALSE,NA,3157461,2701392,3886369,3116348,3588753,4251458,2603911,4149215,3884558,3138757,3261535,3423554,4590967,4364987,3098622,NA,3818596,NA,3626983,4988581,3959938,NA,NA,3680712,2910467,3356965,NA,3770516,2631636,3116101
0,125.097188498987,0.0024741,126.104464619,"C_8 H_14 O_1","C8H14O","C_8 H_13 O_1",2,8,1.75,0.125,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518426.50918589,1683184.36,125.097188498987,0.0242090730141534,25,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,NA,5202061,3520002,4673236,NA,NA,NA,3306810,3819154,3119036,5341049,3623441,5059835,NA,2581611,NA,9890155,11015192,9323214,6741405,7266391,6349620,12052583,11552811,9404283,8552373,7867353,7867605,8415558,6772615,8537588
0,129.019331728714,0.0024303,130.026608476,"C_5 H_6 O_4","C5H6O4","C_5 H_5 O_4",2,5,1.2,0.8,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520500.12946109,1676013.66666667,129.019331728714,0.00625368075281413,6,0,0.33,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3481863,3286942,3860625,7923887,7506933,7164726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,134.061139177258,0.0147037,135.068413623,"C_8 H_9 O_1 N_1","C8H9NO","C_8 H_8 O_1 N_1",6,8,1.125,0.125,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523094.55596734,1449883.8,134.061139177258,0.0667040023142569,10,0.5,0.54,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2816198,NA,NA,3246698,2699698,2827249,NA,NA,NA,3185392,2680227,3292285,NA,NA,NA,3388671,NA,NA,2765456,NA,2531130
0,135.04515364647,0.0061741,136.052429238,"C_8 H_8 O_2","C8H8O2","C_8 H_7 O_2",5,8,1,0.25,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523613.7616432,1387780.5,135.04515364647,0.0543182796653413,8,0.5,0.57,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975430,2948445,3204180,4116586,3472818,NA,NA,3281768,NA,NA,3189923,NA,NA,NA,NA,NA,NA,NA,NA,NA,2696762
0,137.024420040008,0.0189449,138.031693857,"C_7 H_6 O_3","C7H6O3","C_7 H_5 O_3",2,7,0.857,0.429,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524652.49354537,1364261.75,137.024420040008,0.0613214008195103,4,0.5,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2552062,NA,NA,NA,NA,NA,NA,NA,NA,6667423,5396194,5029193
0,138.019666120472,0.0022226,139.026942861,"C_6 H_5 O_3 N_1","C6H5NO3","C_6 H_4 O_3 N_1",1,6,0.833,0.5,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525172.01981566,1513988.16666667,138.019666120472,0.11787412900265,6,0.5,0.71,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,2902610,NA,2574160,NA,NA,NA,NA,NA,2650223,NA,3330512,NA,NA,NA,2873402,NA,NA,NA,2691031,NA,NA,NA,NA,NA,NA,NA,NA
0,139.112835511149,0.0190979,140.120114619,"C_9 H_16 O_1","C9H16O","C_9 H_15 O_1",2,9,1.778,0.111,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525691.65299473,1470529,139.112835511149,0.0379763057481948,3,0.12,0.18,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3102970,NA,NA,NA,NA,NA,NA,NA,NA,NA,2826200,2743986,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,142.123734274183,0.0203799,143.131013623,"C_8 H_17 O_1 N_1","C8H17NO","C_8 H_16 O_1 N_1",1,8,2.125,0.125,8,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527251.19420473,1651403,142.123734274183,0.0585415376516823,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2912253,2812083,NA,NA,NA,4047949,NA,2580832,2566041,NA,NA,2530602,2663276,NA
0,146.061136662726,0.003597,147.068413623,"C_9 H_9 O_1 N_1","C9H9NO","C_9 H_8 O_1 N_1",2,9,1,0.111,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529332.08054296,1384240.625,146.061136662726,0.0248398780085568,24,0.57,0.6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,FALSE,NA,NA,NA,NA,NA,NA,NA,9218041,8301906,7491208,12056632,12254931,10135469,19135984,19897648,18979958,7833131,9021652,8656779,13035605,14262552,13832183,4462880,4278514,4215867,6913144,6008982,5682576,5772809,5273672,7165628
0,148.07678467906,0.0168496,149.084063623,"C_9 H_11 O_1 N_1","C9H11NO","C_9 H_10 O_1 N_1",6,9,1.222,0.111,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530373.16613346,1344054.5,148.07678467906,0.0610351552419305,20,0.43,0.47,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3826158,NA,2666195,2700144,NA,3405459,3457489,3707162,3997383,3027309,3286052,5803243,4153780,4915349,2848182,3144596,2855126,3292438,NA,3508776,4422311,4191972,4567390
0,149.024418397923,0.0064786,150.031693857,"C_8 H_6 O_3","C8H6O3","C_8 H_5 O_3",2,8,0.75,0.375,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530893.86961119,1495366.09090909,149.024418397923,0.0483565743655192,11,0.6,0.69,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,NA,3780128,2909620,4058247,NA,NA,2618555,NA,3179074,3053447,NA,NA,NA,NA,2744872,NA,NA,NA,NA,NA,3118089,2605291,NA,NA,NA,NA,NA,NA,4305660,3259704,NA
0,151.040066450326,0.0064125,152.047343857,"C_8 H_8 O_3","C8H8O3","C_8 H_7 O_3",2,8,1,0.375,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531935.59804179,1381717.38095238,151.040066450326,0.0655131904620338,21,0.4,0.54,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,5309149,4591231,6183251,NA,NA,NA,3154350,2904845,4351070,NA,NA,NA,NA,2878713,NA,3289061,3979910,3547455,5649918,4855508,5579193,NA,3814077,2912757,3803705,2569288,2544959,5691338,4997635,5750920
0,153.019329181283,0.0185877,154.026608476,"C_7 H_6 O_4","C7H6O4","C_7 H_5 O_4",1,7,0.857,0.571,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532977.75525297,1427515.33333333,153.019329181283,0.030360782853515,3,0.33,0.6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3756213,3219180,2533753
0,153.032212615365,0.0482279,154.039496476,"C_4 H_11 O_4 P_1","C4H11O4P","C_4 H_10 O_4 P_1",1,4,2.75,1,4,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532977.75525297,1285981,153.032212615365,0.0524898751299239,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,4095927,4655978,4510271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,157.087017242694,0.0011575,158.094293857,"C_8 H_14 O_3","C8H14O3","C_8 H_13 O_3",2,8,1.75,0.375,8,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535063.35672308,1336628.5,157.087017242694,0.100720794745898,10,0,0.08,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,3550683,NA,3261583,NA,NA,3132669,2729180,3115586,5019590,NA,NA,3271746,NA,3978823,2974116,NA,4010410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,157.123406666814,0.0244102,158.130679238,"C_9 H_18 O_2","C9H18O2","C_9 H_17 O_2",2,9,2,0.222,9,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535063.35672308,1381310.125,157.123406666814,0.0415935933355921,16,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,FALSE,NA,3428833,4004285,6470806,NA,NA,3098883,2900193,2682440,8827852,3783975,NA,6153288,NA,2955854,NA,2538785,11199920,NA,NA,4683283,NA,NA,NA,NA,2882945,3265907,NA,NA,2542912,NA
0,160.040403576444,0.0109657,161.047678242,"C_9 H_7 O_2 N_1","C9H7NO2","C_9 H_6 O_2 N_1",4,9,0.778,0.222,9,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536628.68468782,1275686.125,160.040403576444,0.0306489469596099,24,0.67,0.71,7,1,0,1,0,0,0,0,0,0,0,0,0,0,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,NA,NA,NA,NA,NA,NA,6946530,5381199,6966770,12298027,10950106,11855400,13903167,16516195,14689225,7380263,7030700,6385260,10016521,8249371,10413841,3203030,3876914,4779829,3695502,4998000,4489309,4619550,4591432,5043709
0,160.076786179423,0.0062824,161.084063623,"C_10 H_11 O_1 N_1","C10H11NO","C_10 H_10 O_1 N_1",2,10,1.1,0.1,10,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536628.68468782,1288447.91666667,160.076786179423,0.0288181530309953,24,0.5,0.53,6,1,0,1,0,0,0,0,0,0,0,0,0,0,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,FALSE,NA,NA,NA,NA,NA,NA,NA,6952681,5905494,6426106,10020657,9201121,9987631,15267142,16262251,15832016,6722862,7679923,6770291,12580624,10434594,11912984,4629469,3280953,4024123,4764565,4395895,4432995,5715237,4626255,5549572
0,161.024419307383,0.011615,162.031693857,"C_9 H_6 O_3","C9H6O3","C_9 H_5 O_3",1,9,0.667,0.333,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537150.67543428,1286208.33333333,161.024419307383,0.0706734323678297,9,0.67,0.73,7,1,0,1,0,0,0,0,0,0,0,0,0,0,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,3727479,3227782,3428193,NA,NA,NA,3726240,3811599,3718846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9709024,7964681,9445060
0,161.045545430676,0.0076086,162.052823095,"C_6 H_10 O_5","C6H10O5","C_6 H_9 O_5",1,6,1.667,0.833,6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537150.67543428,1296902.375,161.045545430676,0.0455626522167624,24,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,NA,NA,NA,NA,NA,NA,3627941,4866323,3951299,4530158,4275872,5024479,7333389,7511342,7048343,6385132,6801516,7122733,6373318,7262432,7935961,4831379,3534077,4824057,5342294,4406321,6171932,5221861,5160973,5299913
0,162.019663253336,0.0194814,163.026942861,"C_8 H_5 O_3 N_1","C8H5NO3","C_8 H_4 O_3 N_1",1,8,0.625,0.375,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537672.77359667,1082730.5,162.019663253336,0.023134363654396,4,0.75,0.82,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3022042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4071086,4477140,2998167
0,162.092436889919,0.0018516,163.099713623,"C_10 H_13 O_1 N_1","C10H13NO","C_10 H_12 O_1 N_1",6,10,1.3,0.1,10,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537672.77359667,1252782.20833333,162.092436889919,0.0262027977709049,24,0.38,0.41,5,0,0,0,1,0,1,0,0,0,0,0,0,0,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,NA,NA,NA,NA,NA,NA,10623096,10106345,9271206,2744515,3226487,3082149,3872493,4627978,3337591,13170369,11053374,12994560,17528980,15411639,16705714,11905376,11802075,10397902,9708846,9655554,9213420,18065086,14883043,14460839
0,163.040076753861,0.0568616,164.047343857,"C_9 H_8 O_3","C9H8O3","C_9 H_7 O_3",2,9,0.889,0.333,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538194.9791971,1238032.2,163.040076753861,0.101774251430284,5,0.5,0.6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,NA,NA,NA,6531337,NA,NA,NA,NA,NA,3453052,NA,NA,3096673,NA,NA,NA,NA,4643332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2570670,NA
