"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_2.6","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsNelha43_02_1-1-43_1_3816.csv","Sample2_masslistsNelha44_03_1-1-44_1_3800.csv","Sample3_masslistsNelha46_01_1-1-46_1_3740.csv","Sample4_masslistsNelha50_01_1-1-50_1_3668.csv","Sample5_masslistsNelha51_02_1-1-51_1_3656.csv"
0,397.223180076626,0.0104839,398.230452333,"C_21 H_34 O_7","C21H34O7","C_21 H_33 O_7",20,21,1.619,0.333,21,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241067.82416119,564101,397.223183330201,0.186074928441486,4,0,0.09,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,FALSE,NA,NA,3720167,3724655,2972788,2533367
-1,398.081035144563,0.1150923,399.088265644,"C_16 H_18 O_11 C13_1","C17H18O11","C_16 H_17 O_11 C13_1",37,17,1.059,0.647,16,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,521440,398.081038339068,0.188192756409117,4,0,0.3,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1.52,178.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.572018853077,NA,NA,NA,NA,254,FALSE,NA,NA,2575538,4707890,3108169,3264710
0,398.109255644146,0.0328676,399.116545194,"C_17 H_21 O_10 N_1","C17H21NO10","C_17 H_20 O_10 N_1",16,17,1.235,0.588,17,21,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,496835.6,398.109258872496,0.0426242999934504,5,0,0.18,8,0,0,0,1,1,0,0,0,0,0,0,0,0,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,FALSE,NA,11537525,16356536,13305400,15404368,13619405
-1,398.117358046298,0.0414582,399.124651025,"C_17 H_22 O_10 C13_1","C18H22O10","C_17 H_21 O_10 C13_1",37,18,1.222,0.556,17,22,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,488127,398.117361266018,0.0337044664735056,5,0,0.23,8,0,0,0,1,1,0,0,0,0,0,0,0,0,10.79,-26.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0386226480642,NA,NA,NA,NA,208,FALSE,NA,20974710,27399354,22726202,25890130,23957710
0,398.124584608574,0.1495821,399.131801337,"C_21 H_21 O_7 N_1","C21H21NO7","C_21 H_20 O_7 N_1",1,21,1,0.333,21,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,570036.5,398.124588651327,0.0443451096391422,2,0.31,0.45,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,FALSE,NA,NA,NA,2790972,2833748,NA
0,398.135800620513,0.1060422,399.143034726,"C_20 H_21 O_6 N_3","C20H21N3O6","C_20 H_20 O_6 N_3",1,20,1.05,0.3,20,21,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,498600.5,398.135804679806,0.0381274489474872,2,0.27,0.43,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,FALSE,NA,NA,NA,3378750,2788695,NA
-1,398.145670547533,0.041097,399.152930575,"C_18 H_25 O_9 N_1","C18H25NO9","C_18 H_24 O_9 N_1",14,18,1.389,0.5,18,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,497542,398.145673782024,0.0250184307642802,5,0,0.12,7,0,0,0,1,0,1,0,0,0,0,0,0,0,8.72,95.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5985381907596,NA,NA,NA,NA,175,FALSE,NA,18304124,21615808,19334720,19975514,18518230
-1,398.153774966489,0.0375588,399.161036406,"C_18 H_26 O_9 C13_1","C19H26O9","C_18 H_25 O_9 C13_1",35,19,1.368,0.474,18,26,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,480733.4,398.153778215919,0.00684683950537997,5,0,0.17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,14.02,-36.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4753263286427,139.52739659758,NA,NA,NA,171,FALSE,NA,29854846,34313412,30901826,33885532,28217560
0,398.181976489675,0.1579076,399.189315956,"C_19 H_29 O_8 N_1","C19H29NO8","C_19 H_28 O_8 N_1",10,19,1.526,0.421,19,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,510857.5,398.181979501584,0.310661851204052,4,0,0.07,6,0,0,0,0,0,0,1,0,1,1,0,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,FALSE,NA,3112069,3929290,NA,3607906,2697439
-1,398.190125625307,0.0494242,399.197421787,"C_19 H_30 O_8 C13_1","C20H30O8","C_19 H_29 O_8 C13_1",25,20,1.5,0.4,19,30,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241550.98900243,505148.8,398.190128837878,0.0570863054145609,5,0,0.12,6,0,0,0,0,0,0,1,0,1,0,0,0,0,4.19,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3322200464462,NA,NA,NA,NA,97,FALSE,NA,9645191,10687691,8996426,8220004,9441505
0,399.075547188158,0.0501121,400.082803571,"C_17 H_20 O_9 S_1","C17H20O9S","C_17 H_19 O_9 S_1",8,17,1.176,0.529,17,20,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,552733.6,399.075550419852,0.096970790848864,5,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,FALSE,NA,3186001,5305759,4204310,3169859,4067769
0,399.085224642233,0.4536526,400.092319571,"C_17 H_21 O_9 P_1","C17H21O9P","C_17 H_20 O_9 P_1",2,17,1.235,0.529,17,21,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,471853,399.085227813385,0.208463384881957,4,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,FALSE,NA,NA,4056481,2352920,3120709,2988475
-1,399.093270084374,0.0357235,400.100560809,"C_17 H_20 O_11","C17H20O11","C_17 H_19 O_11",31,17,1.176,0.647,17,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,498309.2,399.09327332287,0.0198990742009608,5,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,12.4,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.157900874057,NA,NA,NA,NA,259,FALSE,NA,22924628,29365666,27461402,32181830,27070910
0,399.104588331698,0.1763632,400.111794198,"C_16 H_20 O_10 N_2","C16H20N2O10","C_16 H_19 O_10 N_2",2,16,1.25,0.625,16,20,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,537311.25,399.104591561647,0.162572655875415,4,0,0.11,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,FALSE,NA,NA,3087781,2588445,2551370,2251200
0,399.108511142179,0.0734237,400.115816952,"C_21 H_20 O_8","C21H20O8","C_21 H_19 O_8",9,21,0.952,0.381,21,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,522991,399.108514430088,0.248190425167331,5,0.31,0.47,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,FALSE,NA,3485017,4101542,3184414,3792459,2763201
-1,399.111959609951,0.1176899,400.119188952,"C_18 H_24 O_8 S_1","C18H24O8S","C_18 H_23 O_8 S_1",8,18,1.333,0.444,18,24,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,412732.6,399.11196284432,0.128226583906477,5,0,0.15,7,0,0,0,1,0,1,0,0,0,0,0,0,0,3.07,738.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.108940340777,NA,NA,NA,NA,213,FALSE,NA,6643033,7198119,5682974,8482380,6455746
-1,399.118269421821,0.0082024,400.125542571,"C_18 H_22 O_9 O18_1","C18H22O10","C_18 H_21 O_9 O18_1",37,18,1.222,0.556,18,22,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,570930,399.118273425428,0.255320870149018,3,0,0.23,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.57,NA,NA,347.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.346323595575,NA,NA,208,FALSE,NA,NA,3138985,3462944,3956301,NA
0,399.119844510356,0.1764464,400.127050341,"C_20 H_20 O_7 N_2","C20H20N2O7","C_20 H_19 O_7 N_2",2,20,1,0.35,20,20,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,462419,399.119848224433,0.173538497703157,3,0.27,0.45,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,FALSE,NA,2587995,4330921,NA,3298894,NA
-1,399.129686625591,0.0421531,400.13694619,"C_18 H_24 O_10","C18H24O10","C_18 H_23 O_10",31,18,1.333,0.556,18,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,480640.6,399.129689863395,0.003964398109422,5,0,0.15,7,0,0,0,1,1,0,0,0,0,0,0,0,0,46.83,-13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.384363305375,NA,NA,NA,NA,172,FALSE,NA,89951584,116823464,104367904,111054416,102797768
0,399.130645320573,0.2615523,400.137817095,"C_19 H_28 O_5 S_2","C19H28O5S2","C_19 H_27 O_5 S_2",1,19,1.474,0.263,19,28,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,695022,399.130649010468,0.0190182781288256,2,0,0.1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,TRUE,"C_29 H_21 P_1",4181342,5608876,NA,NA,NA
0,399.144945320448,0.048529,400.152202333,"C_22 H_24 O_7","C22H24O7","C_22 H_23 O_7",10,22,1.091,0.318,22,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,496380.2,399.144948519209,0.090739859269,5,0.27,0.41,11,0,0,0,1,0,1,0,0,0,0,0,0,0,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,FALSE,NA,4836705,5469615,6719270,4714068,6422986
-1,399.148940089925,0.1721553,400.15628541,"C_17 H_25 O_9 N_1 C13_1","C18H25NO9","C_17 H_24 O_9 N_1 C13_1",14,18,1.389,0.5,17,25,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,439316.6,399.148943332495,0.167426178370337,5,0,0.12,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.92,95.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5985381907596,NA,NA,NA,NA,175,FALSE,NA,3818850,4703664,4499239,4349525,4186571
-1,399.154691871526,0.1008367,400.161927952,"C_19 H_26 O_8 O18_1","C19H26O9","C_19 H_25 O_8 O18_1",35,19,1.368,0.474,19,26,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,586200.25,399.154695025544,0.183935256718926,4,0,0.17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.62,NA,NA,307.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.221281483157,NA,NA,171,FALSE,NA,3292515,4265393,3745576,NA,3195340
-1,399.157028773761,0.2150017,400.164391241,"C_17 H_26 O_9 C13_2","C19H26O9","C_17 H_25 O_9 C13_2",35,19,1.368,0.474,17,26,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,348068.75,399.157031801695,0.307295736006558,4,0,0.17,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.69,NA,182.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.52739659758,NA,NA,NA,171,FALSE,NA,4005220,NA,3667241,3481175,4032973
-1,399.16603781845,0.0432837,400.173331571,"C_19 H_28 O_9","C19H28O9","C_19 H_27 O_9",22,19,1.474,0.474,19,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,485663.2,399.16604106013,0.00837109851666768,5,0,0.1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,28.15,-70.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9231558772214,NA,NA,NA,NA,130,FALSE,NA,56790372,69440944,64522028,63671896,61182416
0,399.181257786454,0.133677,400.188587714,"C_23 H_28 O_6","C23H28O6","C_23 H_27 O_6",14,23,1.217,0.261,23,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,556234,399.181261006288,0.164320654938321,5,0.24,0.35,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,FALSE,NA,2936169,2770360,4302639,3163741,3611091
-1,399.202455556296,0.0375703,400.209716952,"C_20 H_32 O_8","C20H32O8","C_20 H_31 O_8",18,20,1.6,0.4,20,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242034.27308556,501787.6,399.202458801662,0.0876188423909886,5,0,0.06,5,0,0,0,0,0,0,1,0,1,0,0,0,0,3.7,379.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.987936372251,NA,NA,NA,NA,101,FALSE,NA,7114094,9237949,8480563,8670818,7991768
0,400.088488346495,0.1122799,401.095809813,"C_16 H_19 O_11 N_1","C16H19NO11","C_16 H_18 O_11 N_1",12,16,1.188,0.688,16,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,613984.5,400.08849132213,0.181178167374608,4,0,0.16,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,FALSE,NA,2678330,2461329,NA,2735939,2333363
-1,400.096629740798,0.0236148,401.103915644,"C_16 H_20 O_11 C13_1","C17H20O11","C_16 H_19 O_11 C13_1",31,17,1.176,0.647,16,20,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,513459,400.096632933801,0.0435738433664094,5,0,0.22,8,0,0,0,1,1,0,0,0,0,0,0,0,0,2.36,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.157900874057,NA,NA,NA,NA,259,FALSE,NA,4701756,6731411,4642819,4370246,6009525
0,400.10386472324,0.1874767,401.111065956,"C_20 H_19 O_8 N_1","C20H19NO8","C_20 H_18 O_8 N_1",2,20,0.95,0.4,20,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,574960,400.103867557837,0.280997593656109,3,0.27,0.47,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,FALSE,NA,2434622,NA,2264069,NA,2415287
0,400.107141853834,0.0490409,401.114437956,"C_17 H_23 O_8 N_1 S_1","C17H23NO8S","C_17 H_22 O_8 N_1 S_1",2,17,1.353,0.471,17,23,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,507866.2,400.107145150549,0.274752302985557,5,0,0.09,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,FALSE,NA,2612798,3057302,3966982,3561288,2773687
-1,400.115118162901,0.3719388,401.122543787,"C_17 H_24 O_8 S_1 C13_1","C18H24O8S","C_17 H_23 O_8 S_1 C13_1",8,18,1.333,0.444,17,24,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,541235.666666667,400.115121847992,0.291259216369407,3,0,0.15,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.16,738.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.108940340777,NA,NA,NA,NA,213,FALSE,NA,2899520,2315928,NA,2594634,NA
0,400.124914035196,0.0117841,401.132195194,"C_17 H_23 O_10 N_1","C17H23NO10","C_17 H_22 O_10 N_1",10,17,1.353,0.588,17,23,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,490352.4,400.124917286535,0.0827043402812928,5,0,0.09,7,0,0,0,1,1,0,0,0,0,0,0,0,0,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,FALSE,NA,8687170,11916954,8955914,10350413,9368252
-1,400.133019291014,0.0132173,401.140301025,"C_17 H_24 O_10 C13_1","C18H24O10","C_17 H_23 O_10 C13_1",31,18,1.333,0.556,17,24,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,494357,400.133022550428,0.0398903953528479,5,0,0.15,7,0,0,0,1,1,0,0,0,0,0,0,0,0,9.3,-13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.384363305375,NA,NA,NA,NA,172,FALSE,NA,18763332,22369948,22136844,21155662,19845822
0,400.140159517679,0.03836,401.147451337,"C_21 H_23 O_7 N_1","C21H23NO7","C_21 H_22 O_7 N_1",2,21,1.095,0.333,21,23,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,512871.25,400.14016269994,0.15576010007108,4,0.23,0.39,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,FALSE,NA,NA,4306590,3799053,3551057,3900096
0,400.151422634995,0.0357489,401.158684726,"C_20 H_23 O_6 N_3","C20H23N3O6","C_20 H_22 O_6 N_3",3,20,1.15,0.3,20,23,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,469805.25,400.151425804908,0.196341642186578,4,0.18,0.36,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,FALSE,NA,NA,3745440,2580496,3139411,3156675
0,400.161300109519,0.0100556,401.168580575,"C_18 H_27 O_9 N_1","C18H27NO9","C_18 H_26 O_9 N_1",5,18,1.5,0.5,18,27,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,517737.8,400.16130331774,0.129582575327512,5,0,0.04,6,0,0,0,0,0,0,1,0,1,1,0,0,0,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,FALSE,NA,3522123,7091875,5539859,4542294,6144709
-1,400.169425914274,0.0397331,401.176686406,"C_18 H_28 O_9 C13_1","C19H28O9","C_18 H_27 O_9 C13_1",22,19,1.474,0.474,18,28,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,486397.2,400.16942917229,0.0268667715614846,5,0,0.1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,5.56,-70.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9231558772214,NA,NA,NA,NA,130,FALSE,NA,11742797,13653669,11978772,13307736,11629255
-1,400.20579399176,0.0033997,401.213071787,"C_19 H_32 O_8 C13_1","C20H32O8","C_19 H_31 O_8 C13_1",18,20,1.6,0.4,19,32,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242517.67359094,499368.25,400.205797870734,0.13247522606145,4,0,0.06,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.15,379.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.987936372251,NA,NA,NA,NA,101,FALSE,NA,2514517,2743982,2779165,2293601,NA
0,401.05478900656,0.0068447,402.06206819,"C_16 H_18 O_10 S_1","C16H18O10S","C_16 H_17 O_10 S_1",18,16,1.125,0.625,16,18,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243001.1877098,458981.5,401.05479134404,0.218766425548621,2,0,0.2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,FALSE,NA,NA,NA,NA,3205179,2507684
0,401.07250701312,0.1044146,402.079825428,"C_16 H_18 O_12","C16H18O12","C_16 H_17 O_12",30,16,1.125,0.75,16,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243001.1877098,557690.5,401.07251110044,0.00540195135094144,2,0,0.2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,FALSE,NA,NA,NA,2674921,2678847,NA
0,401.087824637208,0.048491,402.095081571,"C_20 H_18 O_9","C20H18O9","C_20 H_17 O_9",16,20,0.9,0.45,20,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243001.1877098,525438.4,401.087827902353,0.188877041251963,5,0.27,0.48,12,0,0,0,1,0,1,0,0,0,0,0,0,0,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,FALSE,NA,4820770,3442563,5028077,5468227,4342701
0,401.091172549661,0.0114151,402.098453571,"C_17 H_22 O_9 S_1","C17H22O9S","C_17 H_21 O_9 S_1",16,17,1.294,0.529,17,22,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243001.1877098,500329.4,401.091175773903,0.0558238065370101,5,0,0.13,7,0,0,0,1,1,0,0,0,0,0,0,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,FALSE,NA,7622435,8361860,9431277,9474116,9835437
0,401.098967895944,0.1756551,402.10631496,"C_19 H_18 O_8 N_2","C19H18N2O8","C_19 H_17 O_8 N_2",2,19,0.947,0.421,19,18,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243001.1877098,508980,401.098971802757,0.176142887045384,3,0.22,0.46,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,FALSE,NA,2295589,NA,3735791,4227142,NA
0,401.100864889334,0.4271239,402.107969571,"C_17 H_23 O_9 P_1","C17H23O9P","C_17 H_22 O_9 P_1",4,17,1.353,0.529,17,23,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243001.1877098,511976.4,401.100868112968,0.0627662276818818,5,0,0.13,7,0,0,0,1,1,0,0,0,0,0,0,0,0,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,FALSE,NA,6287141,8607622,6932720,7876679,8172464
-1,401.108927782005,0.0164007,402.116210809,"C_17 H_22 O_11","C17H22O11","C_17 H_21 O_11",25,17,1.294,0.647,17,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243001.1877098,489619.8,401.108931018205,0.0195782602243182,5,0,0.13,7,0,0,0,1,1,0,0,0,0,0,0,0,0,10.11,32.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.823846724401,NA,NA,NA,NA,216,FALSE,NA,19533608,25040776,21104882,24186952,23499698
