"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_2.6","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsNelha43_02_1-1-43_1_3816.csv","Sample2_masslistsNelha44_03_1-1-44_1_3800.csv","Sample3_masslistsNelha46_01_1-1-46_1_3740.csv","Sample4_masslistsNelha50_01_1-1-50_1_3668.csv","Sample5_masslistsNelha51_02_1-1-51_1_3656.csv"
0,124.040405032756,0.0257662,125.047678242,"C_6 H_7 O_2 N_1","C6H7NO2","C_6 H_6 O_2 N_1",2,6,1.167,0.333,6,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116176.32276805,1485119.33333333,124.040405309348,0.0588942291549905,3,0.33,0.5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,2409722,NA,2266990,NA,3025471
0,125.02442009166,0.0211534,126.031693857,"C_6 H_6 O_3","C6H6O3","C_6 H_5 O_3",2,6,1,0.5,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116615.79757743,1845843.75,125.024419940684,0.0401928959176626,4,0.33,0.56,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,3384279,2367368,4253001,NA,4210458
0,125.043064206298,0.1478616,126.050322,"C_7 H_10 S_1","C7H10S","C_7 H_9 S_1",1,7,1.429,0,7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116615.79757743,1645148.5,125.043063795284,0.0780555333226584,2,0.33,0.33,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,NA,NA,2120584,NA,2492574,NA
0,128.108036933791,0.3892489,129.115363623,"C_7 H_15 O_1 N_1","C7H15NO","C_7 H_14 O_1 N_1",1,7,2.143,0.143,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117934.76968636,1624389.5,128.108034906248,0.150750597827293,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE,NA,NA,2200364,NA,NA,2335928
0,129.019329130825,0.0224108,130.026608476,"C_5 H_6 O_4","C5H6O4","C_5 H_5 O_4",1,5,1.2,0.8,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118374.60967945,1703928.6,129.019329396688,0.0656293450341913,5,0,0.33,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,3477346,2230551,4178642,4687021,2540193
0,135.066325146436,0.316755,136.073558476,"C_5 H_12 O_4","C5H12O4","C_5 H_11 O_4",1,5,2.4,0.8,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121015.56851207,1403320.5,135.066326362135,0.227736126523799,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,2240288,NA,NA,2473837,NA
0,135.081528497564,0.0712035,136.088814619,"C_9 H_12 O_1","C9H12O","C_9 H_11 O_1",2,9,1.333,0.111,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121015.56851207,1559269.66666667,135.081528818288,0.12523958058746,3,0.38,0.41,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,FALSE,NA,3455776,2527447,2167951,NA,NA
0,137.024405639208,0.0853862,138.031693857,"C_7 H_6 O_3","C7H6O3","C_7 H_5 O_3",11,7,0.857,0.429,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121896.61957812,1473454.5,137.024404868078,0.0371176597881747,2,0.5,0.64,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,2482735,3987173,NA,NA,NA
0,137.060799893471,0.0210983,138.068079238,"C_8 H_10 O_2","C8H10O2","C_8 H_9 O_2",7,8,1.25,0.25,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2121896.61957812,1624477.2,137.060799947018,0.0377906303833499,5,0.33,0.43,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,3329327,2828006,3010719,3076731,3412589
0,138.056050936221,0.0062849,139.063328242,"C_7 H_9 O_2 N_1","C7H9NO2","C_7 H_8 O_2 N_1",2,7,1.286,0.286,7,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122337.28234444,1389306,138.056052178412,0.136768076355367,2,0.25,0.4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,2712638,NA,NA,2899594,NA
0,139.076441723295,0.079117,140.083729238,"C_8 H_12 O_2","C8H12O2","C_8 H_11 O_2",1,8,1.5,0.25,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2122778.03662497,1604246,139.076441742873,0.0655625263223035,5,0.17,0.29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,FALSE,NA,2791764,3362057,2503364,3005087,2461331
0,141.01932805237,0.0281074,142.026608476,"C_6 H_6 O_4","C6H6O4","C_6 H_5 O_4",1,6,1,0.667,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123659.81980464,1371512,141.019329747377,0.0173556289789079,2,0,0.5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,2627470,NA,2863871,NA,NA
0,147.045167376647,0.0984111,148.052429238,"C_9 H_8 O_2","C9H8O2","C_9 H_7 O_2",8,9,0.889,0.222,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126307.36766184,1276138.33333333,147.045167576559,0.110978989863734,3,0.57,0.62,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,FALSE,NA,2568925,3375751,2426452,NA,NA
0,147.081565775756,0.1862936,148.088814619,"C_10 H_12 O_1","C10H12O","C_10 H_11 O_1",5,10,1.2,0.1,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126307.36766184,1184303,147.081565224474,0.0655407487273969,2,0.44,0.47,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,FALSE,NA,2643680,2388618,NA,NA,NA
0,149.060796416278,0.0425807,150.068079238,"C_9 H_10 O_2","C9H10O2","C_9 H_9 O_2",7,9,1.111,0.222,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127190.61689434,1181536,149.060796536525,0.045537492567901,5,0.43,0.5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,FALSE,NA,4056968,3142445,3540227,2429638,2777816
0,151.040067987395,0.0036962,152.047343857,"C_8 H_8 O_3","C8H8O3","C_8 H_7 O_3",11,8,1,0.375,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128074.23302075,1359547.4,151.040068058418,0.0484169541442732,5,0.4,0.54,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,5704784,4817392,3923918,3740041,3676070
0,151.076464508241,0.0769445,152.083729238,"C_9 H_12 O_2","C9H12O2","C_9 H_11 O_2",7,9,1.333,0.222,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128074.23302075,1429345.4,151.0764647465,0.108726497387546,5,0.29,0.38,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,4636756,2785779,3546066,4091277,2726826
0,152.035321537134,0.0333763,153.042592861,"C_7 H_7 O_3 N_1","C7H7NO3","C_7 H_6 O_3 N_1",7,7,1,0.429,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128516.17871679,1661979,152.035322905557,0.168424863509652,2,0.33,0.56,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,NA,2129600,NA,NA,2350071,NA
0,153.019336721337,0.0303649,154.026608476,"C_7 H_6 O_4","C7H6O4","C_7 H_5 O_4",15,7,0.857,0.571,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128958.21619346,1351119.5,153.019337075369,0.0686522519924433,4,0.33,0.6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,NA,2758968,4772562,2360507,2495085,NA
0,153.055715748274,0.0108852,154.062993857,"C_8 H_10 O_3","C8H10O3","C_8 H_9 O_3",7,8,1.25,0.375,8,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128958.21619346,1433804.66666667,153.055717431079,0.0467223106106324,3,0.2,0.38,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,FALSE,NA,7051581,NA,4910272,3642993,NA
0,154.050953467597,0.0835944,155.058242861,"C_7 H_9 O_3 N_1","C7H9NO3","C_7 H_8 O_3 N_1",2,7,1.286,0.429,7,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129400.34546982,1201930.5,154.050953139608,0.0867415650266218,4,0,0.33,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,NA,2640832,4063061,2979141,NA,2278177
0,157.050626234469,0.0367587,158.057908476,"C_7 H_10 O_4","C7H10O4","C_7 H_9 O_4",3,7,1.429,0.571,7,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130727.28428774,1356972.6,157.050626354354,0.0222223251089212,5,0,0.2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,5342080,5103881,5020430,4061351,3743471
0,157.102237126072,0.2304858,158.10955,"C_12 H_14","C12H14","C_12 H_13",1,12,1.167,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130727.28428774,1473047.5,157.102238539866,0.0486860125399942,2,0.5,0.5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,FALSE,NA,2281865,NA,NA,2477743,NA
0,157.123384903756,0.1132165,158.130679238,"C_9 H_18 O_2","C9H18O2","C_9 H_17 O_2",1,9,2,0.222,9,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130727.28428774,1282994,157.123385481467,0.221675895472258,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,FALSE,NA,2201740,NA,3163930,NA,2454780
0,159.029898055599,0.008698,160.037173095,"C_6 H_8 O_5","C6H8O5","C_6 H_7 O_5",2,6,1.333,0.833,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131612.36951443,1302885,159.029898676179,0.114650808502908,4,0,0.14,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE,NA,3092695,NA,2200171,2824693,3630160
0,159.036925459442,0.0867948,160.044188,"C_10 H_9 P_1","C10H9P","C_10 H_8 P_1",1,10,0.9,0,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131612.36951443,1460599,159.036924813364,0.170336768115725,2,0.67,0.67,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,FALSE,NA,2346200,2453591,NA,NA,NA
0,161.060800484699,0.0143273,162.068079238,"C_10 H_10 O_2","C10H10O2","C_10 H_9 O_2",8,10,1,0.2,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132497.82239768,1471129,161.060801354747,0.0222176604876736,4,0.5,0.56,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,FALSE,NA,3159643,NA,3719670,2187120,2462176
0,161.09719574735,0.0466366,162.104464619,"C_11 H_14 O_1","C11H14O","C_11 H_13 O_1",5,11,1.273,0.091,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132497.82239768,1452470.6,161.097196024629,0.028277662049349,5,0.4,0.43,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,FALSE,NA,2780770,2260950,3822078,3152760,2365928
0,162.019691518388,0.1538948,163.026942861,"C_8 H_5 O_3 N_1","C8H5NO3","C_8 H_4 O_3 N_1",1,8,0.625,0.375,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132940.68675824,1296580.5,162.019691498419,0.135680471050232,2,0.75,0.82,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,NA,NA,2143374,2393022,NA,NA
0,163.040053178172,0.0868469,164.047343857,"C_9 H_8 O_3","C9H8O3","C_9 H_7 O_3",14,9,0.889,0.333,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133383.64309021,1281850.2,163.040053254484,0.0752564063234617,5,0.5,0.6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,FALSE,NA,2497529,2217314,2932636,3192069,4039562
0,163.076447270883,0.0337389,164.083729238,"C_10 H_12 O_2","C10H12O2","C_10 H_11 O_2",7,10,1.2,0.2,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133383.64309021,1311829.4,163.076447305686,0.0286885204448904,5,0.38,0.44,5,0,0,0,1,0,1,0,0,0,0,0,0,0,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,FALSE,NA,4569089,5415274,5382052,5906701,6637459
0,165.019331483093,0.003379,166.026608476,"C_8 H_6 O_4","C8H6O4","C_8 H_5 O_4",19,8,0.75,0.5,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134269.8317448,1151147,165.019330482924,0.0621752943256339,2,0.5,0.67,6,1,0,1,0,0,0,0,0,0,0,0,0,0,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,3269049,6900501,NA,NA,NA
0,165.055717658609,0.0014031,166.062993857,"C_9 H_10 O_3","C9H10O3","C_9 H_9 O_3",11,9,1.111,0.333,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134269.8317448,1247211.6,165.055717794158,0.0344869547990942,5,0.33,0.47,5,0,0,0,1,0,1,0,0,0,0,0,0,0,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,5917121,6058781,7332205,5245635,5841249
0,165.066927526659,0.1402265,166.074227246,"C_8 H_10 O_2 N_2","C8H10N2O2","C_8 H_9 O_2 N_2",1,8,1.25,0.25,8,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134269.8317448,1344138,165.066927172033,0.238279372352806,2,0.25,0.4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,2592196,NA,NA,NA,2161507
