"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.7","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_masslistsMGC2101810_LSt_MA_FTMS_PB_4_01_1-2-13_1_21358.csv","Sample2_masslistsMGC2101810_LSt_MA_FTMS_PB_4_02_1-2-13_1_21368.csv","Sample3_masslistsMGC2101810_LSt_MA_FTMS_PB_4_03_1-2-13_1_21378.csv","Sample4_masslistsMGC2101821_LSt_MA_FTMS_STD1_B1_01_1-2-6_1_21280.csv","Sample5_masslistsMGC2101821_LSt_MA_FTMS_STD1_B1_01_1-2-8_1_21306.csv","Sample6_masslistsMGC2101821_LSt_MA_FTMS_STD1_B1_02_1-2-6_1_21290.csv","Sample7_masslistsMGC2101821_LSt_MA_FTMS_STD1_B2_02_1-2-8_1_21314.csv","Sample8_masslistsMGC2101821_LSt_MA_FTMS_STD1_B2_03_1-2-6_1_21298.csv","Sample9_masslistsMGC2101821_LSt_MA_FTMS_STD1_B2_03_1-2-8_1_21324.csv"
-1,443.155884352235,5.63e-05,444.163160809,"C_20 H_28 O_11","C20H28O11","C_20 H_27 O_11",17,20,1.4,0.55,20,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557569.0211943,429389,443.155890954248,0.0114408836846577,3,0,0.1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,9.84,-37.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4228428070425,NA,NA,NA,NA,79,37.77,FALSE,NA,NA,NA,NA,34696112,NA,37019816,NA,33349364,NA
0,443.171113376451,0.0611106,444.178416952,"C_24 H_28 O_8","C24H28O8","C_24 H_27 O_8",11,24,1.167,0.333,24,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557569.0211943,461815.333333333,443.171119915981,0.0684399297100589,3,0.19,0.35,11,0,0,0,1,0,1,0,0,0,0,0,0,0,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,Inf,FALSE,NA,NA,NA,NA,10619830,NA,10641579,NA,10460922,NA
0,443.192233995094,0.0805111,444.19954619,"C_21 H_32 O_10","C21H32O10","C_21 H_31 O_10",13,21,1.524,0.476,21,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557569.0211943,463671.333333333,443.192240463389,0.0796150842614802,3,0,0.06,6,0,0,0,0,0,0,1,0,1,0,0,0,0,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,Inf,FALSE,NA,NA,NA,NA,10382269,NA,11264178,NA,11902720,NA
0,443.207537106742,0.0252243,444.214802333,"C_25 H_32 O_7","C25H32O7","C_25 H_31 O_7",11,25,1.28,0.28,25,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557569.0211943,509007,443.20754599754,0.106068044332585,2,0.17,0.3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,Inf,FALSE,NA,NA,NA,NA,3890114,NA,5218487,NA,NA,NA
0,443.255169708808,0.0563563,444.262421103,"C_25 H_36 O_5 N_2","C25H36N2O5","C_25 H_35 O_5 N_2",1,25,1.44,0.2,25,36,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557569.0211943,457376.666666667,443.25517637403,0.113034638176092,3,0.11,0.22,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,Inf,FALSE,NA,NA,NA,NA,5012433,NA,4677831,NA,3792661,NA
-1,444.122823634362,0.0678386,445.130130263,"C_18 H_24 O_12 C13_1","C19H24O12","C_18 H_23 O_12 C13_1",19,19,1.263,0.632,18,24,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,428787,444.122830035814,0.0754647978762,3,0,0.15,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.7,50.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.660261872091,NA,NA,NA,NA,93,50.12,FALSE,NA,NA,NA,NA,5631206,NA,6963676,NA,5513260,NA
0,444.129986184266,0.0403449,445.137280575,"C_22 H_23 O_9 N_1","C22H23NO9","C_22 H_22 O_9 N_1",7,22,1.045,0.409,22,23,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,429296.666666667,444.129992289204,0.0527709819047545,3,0.17,0.39,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.43,NA,NA,NA,NA,211460.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4225.99721151205,461,211460.49,FALSE,NA,NA,NA,NA,4898024,NA,4686302,NA,5664815,NA
0,444.141229488301,0.0180704,445.148513964,"C_21 H_23 O_8 N_3","C21H23N3O8","C_21 H_22 O_8 N_3",6,21,1.095,0.381,21,23,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,459414.666666667,444.141235786455,0.110403681811289,3,0.1,0.36,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,Inf,FALSE,NA,NA,NA,NA,5893356,NA,5824994,NA,5435442,NA
0,444.15128196055,0.3337665,445.158409813,"C_19 H_27 O_11 N_1","C19H27NO11","C_19 H_26 O_11 N_1",1,19,1.421,0.579,19,27,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,358783,444.151287640887,0.201127726613513,2,0,0.04,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,Inf,FALSE,NA,NA,NA,NA,NA,NA,3600869,NA,4094005,NA
0,444.15214427051,0.2940991,445.159551623,"C_30 H_24 O_1 N_1 P_1","C30H24NOP","C_30 H_23 O_1 N_1 P_1",1,30,0.8,0.033,30,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,485212,444.152143111961,0.130197822219093,4,0.63,0.64,20,1,0,1,0,0,0,0,0,0,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,Inf,FALSE,NA,3839455,NA,4041444,NA,NA,NA,4153841,NA,5365224
-1,444.159276161279,0.0830004,445.166515644,"C_19 H_28 O_11 C13_1","C20H28O11","C_19 H_27 O_11 C13_1",17,20,1.4,0.55,19,28,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,462508,444.159282428031,0.0376829576289489,3,0,0.1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,2.12,-37.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4228428070425,NA,NA,NA,NA,79,37.77,FALSE,NA,NA,NA,NA,6810866,NA,8167912,NA,7626808,NA
0,444.166364002997,0.3250619,445.173495726,"C_22 H_25 O_6 N_3 O18_1","C22H25N3O7","C_22 H_24 O_6 N_3 O18_1",2,22,1.136,0.318,22,25,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,431311,444.166370289898,0.05802659321224,3,0.17,0.35,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.41,NA,NA,86975.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13195.8775487944,NA,NA,725,86975.32,FALSE,NA,NA,NA,NA,5700852,NA,4764138,NA,4608058,NA
0,444.166364002997,0.0573282,445.173665956,"C_23 H_27 O_8 N_1","C23H27NO8","C_23 H_26 O_8 N_1",7,23,1.174,0.348,23,27,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,431311,444.166370289898,0.05802659321224,3,0.14,0.33,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,Inf,FALSE,NA,NA,NA,NA,5700852,NA,4764138,NA,4608058,NA
0,444.169591512088,0.3818977,445.177037956,"C_20 H_31 O_8 N_1 S_1","C20H31NO8S","C_20 H_30 O_8 N_1 S_1",6,20,1.55,0.4,20,31,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,448188,444.16959780982,0.0403569166655394,3,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0,0,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,Inf,FALSE,NA,NA,NA,NA,17689844,NA,16687595,NA,15540283,NA
0,444.177606640169,0.0365534,445.184899345,"C_22 H_27 O_7 N_3","C22H27N3O7","C_22 H_26 O_7 N_3",5,22,1.227,0.318,22,27,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,447063.5,444.177611054117,0.121301512548431,2,0.08,0.29,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,Inf,FALSE,NA,NA,NA,NA,4603128,NA,NA,NA,4112446,NA
0,444.260255739348,0.0758757,445.267565956,"C_22 H_39 O_8 N_1","C22H39NO8","C_22 H_38 O_8 N_1",5,22,1.773,0.364,22,39,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558229.05146166,530374,444.260253985024,0.0836331592684714,3,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,Inf,FALSE,NA,3818997,3934100,4303604,NA,NA,NA,NA,NA,NA
0,445.098756147588,0.0167404,446.106040047,"C_18 H_22 O_13","C18H22O13","C_18 H_21 O_13",14,18,1.222,0.722,18,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,516048,445.098760118452,0.144572232779483,2,0,0.13,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,Inf,FALSE,NA,NA,NA,NA,4025885,NA,NA,NA,4534631,NA
0,445.111659949216,0.0186811,446.118928047,"C_15 H_27 O_13 P_1","C15H27O13P","C_15 H_26 O_13 P_1",6,15,1.8,0.867,15,27,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,439637,445.111666066239,0.0487469422915057,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,Inf,TRUE,"C_26 H_22 O_5 S_1",NA,NA,NA,5672482,NA,6136601,NA,4940139,NA
0,445.111659949216,0.3167003,446.118795095,"C_26 H_22 O_5 S_1","C26H22O5S","C_26 H_21 O_5 S_1",6,26,0.846,0.192,26,22,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,439637,445.111666066239,0.0487469422915057,3,0.5,0.56,16,1,0,1,0,0,0,0,0,0,0,0,0,0,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,Inf,TRUE,"C_26 H_22 O_5 S_1",NA,NA,NA,5672482,NA,6136601,NA,4940139,NA
0,445.114019019087,0.0016565,446.12129619,"C_22 H_22 O_10","C22H22O10","C_22 H_21 O_10",17,22,1,0.455,22,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,456133,445.114025037826,0.0340644964827523,3,0.17,0.41,12,0,0,0,1,0,1,0,0,0,0,0,0,0,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,Inf,FALSE,NA,NA,NA,NA,14315042,NA,14131993,NA,13115756,NA
0,445.127141885349,0.2305292,446.13431547,"C_22 H_23 O_9 N15_1","C22H23NO9","C_22 H_22 O_9 N15_1",7,22,1.045,0.409,22,23,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,493870.5,445.127147132396,0.214098733434788,2,0.17,0.39,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.24,NA,NA,NA,NA,211460.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4225.99721151205,461,211460.49,FALSE,NA,NA,NA,NA,NA,NA,3937054,NA,4895088,NA
0,445.135120600164,0.0636478,446.142425428,"C_19 H_26 O_12","C19H26O12","C_19 H_25 O_12",10,19,1.368,0.632,19,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,458615,445.135126527067,0.0129943428002156,3,0,0.08,7,0,0,0,1,1,0,0,0,0,0,0,0,0,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,Inf,FALSE,NA,NA,NA,NA,12004905,NA,11658016,NA,12099955,NA
-1,445.150377180555,0.0626662,446.157681571,"C_23 H_26 O_9","C23H26O9","C_23 H_25 O_9",19,23,1.13,0.391,23,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,435314.666666667,445.150383142214,0.0220727775168738,3,0.14,0.35,11,0,0,0,1,0,1,0,0,0,0,0,0,0,7.41,-9.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.06023214023,NA,NA,NA,NA,97,9.54,FALSE,NA,NA,NA,NA,27586094,NA,25846564,NA,25715064,NA
0,445.171530180712,0.0094065,446.178810809,"C_20 H_30 O_11","C20H30O11","C_20 H_29 O_11",7,20,1.5,0.55,20,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,465546.666666667,445.171536040815,0.0741159909638004,3,0,0.03,6,0,0,0,0,0,0,1,1,0,0,0,0,0,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,Inf,FALSE,NA,NA,NA,NA,8769077,NA,7136044,NA,8257919,NA
0,445.17285054682,0.0478977,446.180148349,"C_21 H_26 O_7 N_4","C21H26N4O7","C_21 H_25 O_7 N_4",4,21,1.238,0.333,21,26,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,487662,445.17285643003,0.124407846726701,3,0,0.26,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.5,NA,NA,74151.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11512.7004589413,NA,NA,772,74151.73,FALSE,NA,NA,NA,NA,5246517,NA,5178156,NA,5579135,NA
0,445.17285054682,0.3907816,446.179952619,"C_31 H_27 O_1 P_1","C31H27OP","C_31 H_26 O_1 P_1",1,31,0.871,0.032,31,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,487662,445.17285643003,0.124407846726701,3,0.59,0.59,19,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,Inf,FALSE,NA,NA,NA,NA,5246517,NA,5178156,NA,5579135,NA
-1,445.186787278185,0.0072659,446.194066952,"C_24 H_30 O_8","C24H30O8","C_24 H_29 O_8",19,24,1.25,0.333,24,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,427981.833333333,445.186790676327,0.0879727334140876,6,0.12,0.3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,3.58,99.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8929447670933,NA,NA,NA,NA,75,99.89,FALSE,NA,4839097,5765157,4995966,20868666,NA,20652848,NA,19259780,NA
-1,445.209312794796,0.1243701,446.21653373,"C_22 H_30 O_6 N_4","C22H30N4O6","C_22 H_29 O_6 N_4",10,22,1.364,0.273,22,30,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,431225.666666667,445.209318731639,0.0137732303207335,3,0,0.2,10,0,0,0,1,0,1,0,0,0,0,0,0,0,8.46,-413.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9623205099172,NA,NA,NA,NA,770,413.43,FALSE,NA,NA,NA,NA,30993984,NA,29680440,NA,29680010,NA
0,445.223155280845,0.0462116,446.230452333,"C_25 H_34 O_7","C25H34O7","C_25 H_33 O_7",18,25,1.36,0.28,25,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,501499,445.223161329637,0.111633970304323,3,0.11,0.26,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,Inf,FALSE,NA,NA,NA,NA,4640325,NA,5292860,NA,4419983,NA
0,445.270823582422,0.0647825,446.278071103,"C_25 H_38 O_5 N_2","C25H38N2O5","C_25 H_37 O_5 N_2",1,25,1.52,0.2,25,38,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3558889.93436705,478178,445.270829485533,0.14755407206013,3,0.06,0.17,8,0,0,0,0,0,0,1,0,1,1,0,0,0,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,Inf,FALSE,NA,NA,NA,NA,5611093,NA,4870988,NA,5071263,NA
0,446.109256721875,0.0269303,447.116545194,"C_21 H_21 O_10 N_1","C21H21NO10","C_21 H_20 O_10 N_1",3,21,1,0.476,21,21,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,511838,446.109262388838,0.11160223023247,3,0.1,0.4,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,Inf,FALSE,NA,NA,NA,NA,5521248,NA,3925081,NA,4227757,NA
0,446.145708008285,0.1204621,447.152930575,"C_22 H_25 O_9 N_1","C22H25NO9","C_22 H_24 O_9 N_1",9,22,1.136,0.409,22,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,458155,446.145713800025,0.0578464036013055,3,0.08,0.33,11,0,0,0,1,0,1,0,0,0,0,0,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,Inf,FALSE,NA,NA,NA,NA,8777580,NA,9167972,NA,7652025,NA
-1,446.153790867416,0.069087,447.161036406,"C_22 H_26 O_9 C13_1","C23H26O9","C_22 H_25 O_9 C13_1",19,23,1.13,0.391,22,26,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,471801.333333333,446.153796199717,0.0835558937859804,3,0.14,0.35,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.89,-9.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.06023214023,NA,NA,NA,NA,97,9.54,FALSE,NA,NA,NA,NA,6311791,NA,5514343,NA,8331964,NA
0,446.156899427751,0.026601,447.164163964,"C_21 H_25 O_8 N_3","C21H25N3O8","C_21 H_24 O_8 N_3",5,21,1.19,0.381,21,25,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,464426,446.156905224864,0.102808992575576,3,0,0.29,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1.99,NA,NA,90122.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9933.47604784631,NA,NA,718,90122.52,FALSE,NA,NA,NA,NA,7237487,NA,7660648,NA,6308541,NA
0,446.166633763441,0.3345857,447.174059813,"C_19 H_29 O_11 N_1","C19H29NO11","C_19 H_28 O_11 N_1",3,19,1.526,0.579,19,29,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,449002,446.166639280121,0.123235280621578,3,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,Inf,FALSE,NA,NA,NA,NA,6238067,NA,5399659,NA,6537920,NA
0,446.182024744114,0.0330509,447.189315956,"C_23 H_29 O_8 N_1","C23H29NO8","C_23 H_28 O_8 N_1",7,23,1.261,0.348,23,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,495345.666666667,446.182030184178,0.0834741477932734,3,0.07,0.28,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,Inf,FALSE,NA,NA,NA,NA,4640632,NA,4023408,NA,5309125,NA
-1,446.190085094785,0.1347526,447.197421787,"C_23 H_30 O_8 C13_1","C24H30O8","C_23 H_29 O_8 C13_1",19,24,1.25,0.333,23,30,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,475830.333333333,446.190090764868,0.165110040496433,3,0.12,0.3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.68,99.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8929447670933,NA,NA,NA,NA,75,99.89,FALSE,NA,NA,NA,NA,5894010,NA,6161523,NA,5882568,NA
-1,446.202969217768,0.4461995,447.210445194,"C_20 H_33 O_10 N_1","C20H33NO10","C_20 H_32 O_10 N_1",10,20,1.65,0.5,20,33,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,432164.666666667,446.202974889383,0.0142150483785578,3,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,10.84,18.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3741506671035,NA,NA,NA,NA,426,18.77,FALSE,NA,NA,NA,NA,40103804,NA,38462584,NA,37151436,NA
-1,446.212642030632,0.0668508,447.219888565,"C_21 H_30 O_6 N_4 C13_1","C22H30N4O6","C_21 H_29 O_6 N_4 C13_1",10,22,1.364,0.273,21,30,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,409305.5,446.212645929219,0.0364909730756717,2,0,0.2,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.23,-413.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9623205099172,NA,NA,NA,NA,770,413.43,FALSE,NA,NA,NA,NA,4935553,NA,NA,NA,3818191,NA
0,446.212642030632,0.2017352,447.219828242,"C_31 H_29 O_2 N_1","C31H29NO2","C_31 H_28 O_2 N_1",3,31,0.935,0.065,31,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,409305.5,446.212645929219,0.0364909730756717,2,0.54,0.55,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,Inf,FALSE,NA,NA,NA,NA,4935553,NA,NA,NA,3818191,NA
-1,446.266038931169,0.0106065,447.273320107,"C_24 H_37 O_5 N_3","C24H37N3O5","C_24 H_36 O_5 N_3",12,24,1.542,0.208,24,37,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559551.67106453,430082,446.266044573548,0.00905721480319758,3,0,0.14,8,0,0,0,0,0,0,1,0,1,1,0,0,0,32.89,-18.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8305392594627,NA,NA,NA,NA,720,18.52,FALSE,NA,NA,NA,NA,120123280,NA,116974728,NA,114090720,NA
0,447.090995603287,0.1771241,448.098192666,"C_14 H_25 O_14 P_1","C14H25O14P","C_14 H_24 O_14 P_1",6,14,1.786,1,14,25,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560214.26268972,442794,447.091000827493,0.0731301652082386,3,12,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,Inf,TRUE,"C_25 H_20 O_6 S_1",NA,NA,NA,4849818,NA,5473684,NA,6321131,NA
