"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.3","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3454.csv","Sample2_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3462.csv","Sample3_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B1_1-1-2_1_3470.csv","Sample4_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3456.csv","Sample5_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3464.csv","Sample6_masslistsMGC2102291_LSt_MALSt_FT-ICR-MS_PB-B2_1-1-3_1_3592.csv","Sample7_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-1_1-1-4_1_3458.csv","Sample8_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-1_1-1-4_1_3466.csv","Sample9_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-1_1-1-4_1_3474.csv","Sample10_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-2_1-1-5_1_3478.csv","Sample11_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-2_1-1-5_1_3486.csv","Sample12_masslistsMGC2102294_LSt_MALSt_FT-ICR-MS_STD-2_1-1-5_1_3494.csv"
0,101.060803229831,0.0041443,102.068079238,"C_5 H_10 O_2","C5H10O2","C_5 H_9 O_2",31,5,2,0.4,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393253.30666368,1936970,101.060803709167,0.0393022310396521,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA,2763600,2676820,NA,3294079,3098438,NA,NA,NA
0,104.035320509424,0.0388414,105.042592861,"C_3 H_7 O_3 N_1","C3H7NO3","C_3 H_6 O_3 N_1",1,3,2.333,1,3,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394590.31306366,2140310.33333333,104.035321257064,0.0917141082481928,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,2574886,2640573,NA,NA,NA,2470224,NA,NA,NA
0,109.065900991976,0.1163317,110.073164619,"C_7 H_10 O_1","C7H10O","C_7 H_9 O_1",8,7,1.429,0.143,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2396820.31710802,1478960.66666667,109.065901485948,0.0896284436713218,3,0.33,0.38,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,NA,NA,NA,NA,3244882,2689197,3073367,NA,NA,NA,NA,NA
-1,111.081540720176,0.0225982,112.088814619,"C_7 H_12 O_1","C7H12O","C_7 H_11 O_1",9,7,1.714,0.143,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397712.90010196,1908086.25,111.081541455552,0.0391567292660874,8,0.17,0.23,2,0,0,0,0,0,0,1,0,1,0,0,0,0,7.48,397.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.436985675435,NA,NA,NA,NA,20,FALSE,NA,NA,2489308,NA,26452432,28177386,29383426,18223378,16943792,19103320,2784520,NA,NA
-1,112.084881695097,0.1001573,113.092169454,"C_6 H_12 O_1 C13_1","C7H12O","C_6 H_11 O_1 C13_1",9,7,1.714,0.143,6,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398159.3162414,1741504.5,112.084882357557,0.0269708861853271,2,0.17,0.23,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.27,397.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.436985675435,NA,NA,NA,NA,20,FALSE,NA,NA,NA,NA,3197211,NA,2909389,NA,NA,NA,NA,NA,NA
0,113.097185099155,0.0270629,114.104464619,"C_7 H_14 O_1","C7H14O","C_7 H_13 O_1",4,7,2,0.143,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398605.81549645,1835655.66666667,113.097185776586,0.0113523237075962,6,0,0.08,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,NA,NA,NA,3943269,4251010,4484759,4573610,3181381,3775980,NA,NA,NA
0,114.09243786597,0.0058645,115.099713623,"C_6 H_13 O_1 N_1","C6H13NO","C_6 H_12 O_1 N_1",6,6,2.167,0.167,6,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399052.39788259,1821951,114.092438550097,0.0552379235486719,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,NA,NA,NA,NA,4606256,NA,3738977,NA,NA,NA,NA,NA,NA
0,115.040067430574,4.31e-05,116.047343857,"C_5 H_8 O_3","C5H8O3","C_5 H_7 O_3",20,5,1.6,0.6,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399499.06341529,2008766,115.040068142183,0.0618823825790912,4,0,0.14,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA,3816732,2819887,3992646,NA,4302725,NA,NA,NA
0,115.076455140983,0.0201148,116.083729238,"C_6 H_12 O_2","C6H12O2","C_6 H_11 O_2",31,6,2,0.333,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399499.06341529,1732364.11111111,115.076456031425,0.0704171386600657,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,2620700,2907279,2496300,5685500,6028571,4764205,8775748,8007131,6833027,NA,NA,NA
0,119.050238116448,0.0005914,120.057514619,"C_8 H_8 O_1","C8H8O","C_8 H_7 O_1",4,8,1,0.125,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401286.55732136,1688335.22222222,119.050239217365,0.0269677983042502,9,0.57,0.6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,FALSE,NA,3346263,9053640,5555801,3923505,5309010,NA,10621822,6599949,14016694,2526834,NA,NA
-1,121.029501911923,0.0073339,122.036779238,"C_7 H_6 O_2","C7H6O2","C_7 H_5 O_2",8,7,0.857,0.286,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402180.8035564,1604564.54545455,121.029502839799,0.0140421919593801,11,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,8.31,312.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.379155583644,NA,NA,NA,NA,16,FALSE,NA,19263228,22422380,21091830,25432018,24020468,22404350,26945314,20255918,28755030,NA,3873891,4991214
0,121.065887296185,0.0072989,122.073164619,"C_8 H_10 O_1","C8H10O","C_8 H_9 O_1",3,8,1.25,0.125,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402180.8035564,1871324,121.065888994341,0.0203424411342637,2,0.43,0.47,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,NA,NA,3228149,NA,NA,NA,NA,NA,2466901,NA,NA,NA
-1,122.032871357913,0.1114758,123.040134073,"C_6 H_6 O_2 C13_1","C7H6O2","C_6 H_5 O_2 C13_1",8,7,0.857,0.286,6,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402628.05154865,1715565.66666667,122.032872200775,0.0512672379748543,3,0.6,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.14,312.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.379155583644,NA,NA,NA,NA,16,FALSE,NA,NA,NA,NA,NA,3019464,NA,2567926,NA,2599465,NA,NA,NA
0,123.08153299907,0.0418088,124.088814619,"C_8 H_12 O_1","C8H12O","C_8 H_11 O_1",8,8,1.5,0.125,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403075.38281138,1720909.16666667,123.08153374922,0.0660120009322101,6,0.29,0.33,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,NA,NA,NA,3426168,3924380,4288675,4072138,3418707,4745724,NA,NA,NA
-1,125.097186757607,0.0113398,126.104464619,"C_8 H_14 O_1","C8H14O","C_8 H_13 O_1",9,8,1.75,0.125,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2403970.29521034,1538571.5,125.097187498054,0.033644774187775,12,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,19.78,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289.76428236462,NA,NA,NA,NA,20,FALSE,NA,5699160,6293192,6120774,99090216,103677264,113146960,65732220,70491136,76118952,8326512,7878587,8087107
-1,126.100541153741,0.0147041,127.107819454,"C_7 H_14 O_1 C13_1","C8H14O","C_7 H_13 O_1 C13_1",9,8,1.75,0.125,7,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404417.87637757,1547290.71428571,126.100542010114,0.0203468222508739,7,0.14,0.2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2.98,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289.76428236462,NA,NA,NA,NA,20,FALSE,NA,NA,NA,2416290,9009925,9899306,10597422,6251099,6048735,6000520,NA,NA,NA
0,127.040067135915,0.0022648,128.047343857,"C_6 H_8 O_3","C6H8O3","C_6 H_7 O_3",1,6,1.333,0.5,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404865.54087733,1277119,127.040067410182,0.0975463420299757,3,0,0.33,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,2690329,NA,NA,NA,NA,NA,NA,3002048,2734185,NA,NA,NA
0,127.076454809599,0.0156382,128.083729238,"C_7 H_12 O_2","C7H12O2","C_7 H_11 O_2",17,7,1.714,0.286,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404865.54087733,1627540,127.076455566813,0.0876646835828799,9,0,0.17,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,NA,NA,3088129,3793637,3198475,4094991,3256892,4478399,3922792,NA,3234681,2652159
0,127.11284105767,0.0224009,128.120114619,"C_8 H_16 O_1","C8H16O","C_8 H_15 O_1",4,8,2,0.125,8,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404865.54087733,1582273.33333333,127.112841812361,0.0154932431809266,6,0,0.07,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,NA,NA,NA,6061796,7576842,7642126,5764667,6173630,7276391,NA,NA,NA
0,128.03531727561,0.006556,129.042592861,"C_5 H_7 O_3 N_1","C5H7NO3","C_5 H_6 O_3 N_1",1,5,1.4,0.6,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405313.28872512,1623324.1,128.035318003271,0.0598102220587212,10,0,0.2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,6333949,5132908,5444836,4766409,3975408,5899250,NA,2482851,NA,5054739,4418397,3711971
0,128.108086677258,0.0039809,129.115363623,"C_7 H_15 O_1 N_1","C7H15NO","C_7 H_14 O_1 N_1",6,7,2.143,0.143,7,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405313.28872512,1578689,128.108087417461,0.0116641217898669,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,NA,NA,NA,NA,12224199,13073646,15141872,7411231,7396257,7707466,NA,NA,NA
0,129.055718787538,0.0104718,130.062993857,"C_6 H_10 O_3","C6H10O3","C_6 H_9 O_3",20,6,1.667,0.5,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405761.11993646,1604726,129.055720105324,0.0587947811276722,8,0,0.11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,4442194,3741896,4218031,4726998,3924440,3726343,4641673,5452594,NA,NA,NA
0,129.092100095193,0.0208379,130.099379238,"C_7 H_14 O_2","C7H14O2","C_7 H_13 O_2",31,7,2,0.286,7,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405761.11993646,1527033.66666667,129.092100894646,0.0107702571687478,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,5658286,5292245,6541271,7673350,6290312,8851249,NA,NA,NA
0,131.071374061957,0.0502504,132.078643857,"C_6 H_12 O_3","C6H12O3","C_6 H_11 O_3",18,6,2,0.5,6,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2406657.03251188,1468977,131.071375029933,0.257948166769454,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,NA,NA,NA,NA,NA,NA,2751456,2490720,3000073,NA,NA,NA
0,133.065888931197,0.0055492,134.073164619,"C_9 H_10 O_1","C9H10O","C_9 H_9 O_1",4,9,1.111,0.111,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407553.27872781,1630860.33333333,133.065890535232,0.0577670721650391,3,0.5,0.53,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,FALSE,NA,NA,NA,2899591,NA,NA,NA,2994633,NA,3036914,NA,NA,NA
0,135.045151458096,0.0099079,136.052429238,"C_8 H_8 O_2","C8H8O2","C_8 H_7 O_2",8,8,1,0.25,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408449.85870848,1529286.88888889,135.045152576807,0.0603335529203948,9,0.5,0.57,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE,NA,3060641,3588624,2726018,2832491,2658451,2912659,6600133,6756164,6260461,NA,NA,NA
0,135.081535853365,0.0171506,136.088814619,"C_9 H_12 O_1","C9H12O","C_9 H_11 O_1",3,9,1.333,0.111,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408449.85870848,1567718.71428571,135.081537497977,0.0303636390333488,7,0.38,0.41,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,FALSE,NA,NA,6170128,2912898,2591851,3050643,NA,3764677,3432260,5893869,NA,NA,NA
0,137.035650847073,0.0002391,138.042927246,"C_6 H_6 O_2 N_2","C6H6N2O2","C_6 H_5 O_2 N_2",1,6,1,0.333,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409346.7725782,1297158,137.035651458674,0.089373851574712,2,0.5,0.67,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE,NA,2564272,NA,2476178,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,137.097184455657,0.027023,138.104464619,"C_9 H_14 O_1","C9H14O","C_9 H_13 O_1",8,9,1.556,0.111,9,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409346.7725782,1564688.6,137.097185244921,0.0516496077296624,5,0.25,0.29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE,NA,NA,NA,NA,4126331,3418787,3411875,NA,3573076,5238526,NA,NA,NA
0,138.019664414963,0.0144864,139.026942861,"C_6 H_5 O_3 N_1","C6H5NO3","C_6 H_4 O_3 N_1",1,6,0.833,0.5,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409795.35476031,1597585.875,138.019665572298,0.0607823540259217,8,0.5,0.71,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,3147822,NA,4331658,2670770,3086258,2981859,2732900,4003597,NA,2931487,NA
0,138.092443402655,0.0446514,139.099713623,"C_8 H_13 O_1 N_1","C8H13NO","C_8 H_12 O_1 N_1",7,8,1.625,0.125,8,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409795.35476031,1667238.66666667,138.092444404185,0.068808000213092,3,0.17,0.23,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,FALSE,NA,NA,NA,NA,NA,NA,NA,2817253,2439013,2682126,NA,NA,NA
0,139.076451257686,0.0110577,140.083729238,"C_8 H_12 O_2","C8H12O2","C_8 H_11 O_2",8,8,1.5,0.25,8,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410244.0204613,1600638.83333333,139.076452068838,0.0361565082386625,6,0.17,0.29,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,FALSE,NA,NA,NA,NA,3175585,4730057,2867146,3957242,5650299,4577060,NA,NA,NA
0,139.112838340439,0.0010919,140.120114619,"C_9 H_16 O_1","C9H16O","C_9 H_15 O_1",9,9,1.778,0.111,9,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410244.0204613,1426986.33333333,139.112839154417,0.00560112959519856,6,0.12,0.18,2,0,0,0,0,0,0,1,0,1,0,0,0,0,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,NA,NA,NA,NA,16797346,17325258,17435594,13047291,13357948,13570853,NA,NA,NA
0,140.108092417354,0.0370335,141.115363623,"C_8 H_15 O_1 N_1","C8H15NO","C_8 H_14 O_1 N_1",6,8,1.875,0.125,8,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410692.76969675,1407582,140.108093225106,0.0853058240314709,6,0,0.08,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,FALSE,NA,NA,NA,NA,2692799,2705637,2915304,2649110,4430233,2679617,NA,NA,NA
0,141.092098289701,0.0317876,142.099379238,"C_8 H_14 O_2","C8H14O2","C_8 H_13 O_2",17,8,1.75,0.25,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411141.60248218,1469253.88888889,141.092098793897,0.061349888365602,9,0,0.14,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,2704915,NA,NA,5262049,5856519,5404682,5662264,6286267,5201764,NA,2848117,2471418
0,141.128483267995,0.0346078,142.135764619,"C_9 H_18 O_1","C9H18O","C_9 H_17 O_1",4,9,2,0.111,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411141.60248218,1556638.66666667,141.12848410252,0.0398612790049479,6,0,0.06,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE,NA,NA,NA,NA,5120738,5619976,5902348,3938873,3568572,5283685,NA,NA,NA
0,142.087355638944,0.0267585,143.094628242,"C_7 H_13 O_2 N_1","C7H13NO2","C_7 H_12 O_2 N_1",18,7,1.857,0.286,7,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411590.51883317,1435605.66666667,142.087356488278,0.0347444222003029,6,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,NA,NA,NA,NA,5392138,5345583,5385268,4105312,4783076,6451085,NA,NA,NA
-1,142.123738245192,0.0073639,143.131013623,"C_8 H_17 O_1 N_1","C8H17NO","C_8 H_16 O_1 N_1",6,8,2.125,0.125,8,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411590.51883317,1355141.16666667,142.123739061562,0.0131765974816759,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,292.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.869237241563,NA,NA,NA,NA,13,FALSE,NA,NA,NA,NA,29490956,31358256,32078902,16858720,18263014,19590030,NA,NA,NA
0,143.071362305466,0.0355361,144.078643857,"C_7 H_12 O_3","C7H12O3","C_7 H_11 O_3",20,7,1.714,0.429,7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412039.51876527,1464237.77777778,143.07136358551,0.0546215592597812,9,0,0.09,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,3830488,3001176,5116729,5073246,5665892,2572941,5350420,5587901,NA,3083212,NA
-1,143.107753394069,0.0040801,144.115029238,"C_8 H_16 O_2","C8H16O2","C_8 H_15 O_2",31,8,2,0.25,8,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412039.51876527,1335476.66666667,143.107754529403,0.0116167439434666,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8.91,209.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.643638717888,NA,NA,NA,NA,5,FALSE,NA,8554090,10746586,10681689,24416058,23166304,21122150,33848976,26242070,34716608,NA,NA,NA
-1,143.127087747092,0.0296876,144.134368458,"C_7 H_17 O_1 N_1 C13_1","C8H17NO","C_7 H_16 O_1 N_1 C13_1",6,8,2.125,0.125,7,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412039.51876527,1340397.66666667,143.127088094228,0.096863592446081,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,292.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.869237241563,NA,NA,NA,NA,13,FALSE,NA,NA,NA,NA,NA,3448161,3528806,NA,2469399,NA,NA,NA,NA
