"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.6","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3712.csv","Sample2_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3718.csv","Sample3_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3724.csv","Sample4_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3714.csv","Sample5_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3720.csv","Sample6_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3726.csv","Sample7_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3730.csv","Sample8_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3736.csv","Sample9_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3742.csv","Sample10_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3732.csv","Sample11_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3738.csv","Sample12_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3744.csv","Sample13_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3748.csv","Sample14_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3762.csv","Sample15_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3768.csv","Sample16_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3764.csv","Sample17_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3770.csv","Sample18_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3772.csv","Sample19_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3776.csv","Sample20_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3782.csv","Sample21_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3788.csv","Sample22_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3778.csv","Sample23_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3784.csv","Sample24_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3790.csv","Sample25_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3794.csv","Sample26_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3802.csv","Sample27_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3810.csv","Sample28_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3796.csv","Sample29_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3804.csv","Sample30_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3812.csv","Sample31_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3798.csv","Sample32_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3806.csv","Sample33_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3814.csv"
-1,274.164226160398,0.074539,275.171482081,"C_15 H_22 O_2 N_2 C13_1","C16H22N2O2","C_15 H_21 O_2 N_2 C13_1",5,16,1.375,0.125,15,22,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2593721.14680559,751753.444444444,274.164226160398,0.0498882627346242,9,0.25,0.31,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1.54,294.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.67301376769,NA,NA,NA,49,FALSE,NA,NA,NA,NA,3125631,3267789,NA,NA,NA,NA,2599740,NA,NA,NA,NA,NA,NA,NA,3026825,NA,NA,NA,7365763,5355382,5609088,2853976,NA,2832173,NA,NA,NA,NA,NA,NA
0,277.180917106693,0.0011467,278.188193857,"C_17 H_26 O_3","C17H26O3","C_17 H_25 O_3",1,17,1.529,0.176,17,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595936.37019991,751650.08,277.180917106693,0.102194151836868,25,0.14,0.23,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,FALSE,NA,2760255,NA,3474259,3305053,NA,3145665,NA,4035384,2980289,3189751,NA,2856119,3132457,3439019,4023523,NA,2907617,2956316,4731987,3655599,NA,4114747,2870344,4778822,2820412,NA,3163096,3598040,NA,3870266,3146755,3469024,2603832
0,279.029893730906,0.0104736,280.037173095,"C_16 H_8 O_5","C16H8O5","C_16 H_7 O_5",1,16,0.5,0.312,16,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597413.52844414,825949,279.029893730906,0.0875653473585001,8,0.73,0.78,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4251442,5044861,5578648,5426185,5664548,3337755,NA,NA,NA,2916775,2981695,NA,NA,NA,NA
0,281.152384470609,0.1765206,282.159611095,"C_12 H_27 O_5 P_1","C12H27O5P","C_12 H_26 O_5 P_1",1,12,2.25,0.417,12,27,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598890.92732683,784909,281.152384470609,0.256595943681386,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,FALSE,NA,3157014,3702947,4706656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626169,NA,NA,NA,NA
0,281.248600874384,0.0068449,282.255879238,"C_18 H_34 O_2","C18H34O2","C_18 H_33 O_2",1,18,1.889,0.111,18,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598890.92732683,761221.384615385,281.248600874384,0.129007007377747,26,0,0.06,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,FALSE,NA,4658233,3211464,NA,3490985,4900816,3446301,3668299,3090781,3078066,4350472,4025914,3738350,3467780,3254247,2978543,NA,3609595,3031550,3908235,3739074,4522706,3206989,3521145,NA,3637136,3661812,NA,3464431,NA,NA,4016624,NA,3023210
0,283.024824420408,0.0462553,284.032087714,"C_15 H_8 O_6","C15H8O6","C_15 H_7 O_6",2,15,0.533,0.4,15,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600368.53468161,755689.888888889,283.024824420408,0.119488003751194,9,0.67,0.75,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3994917,6955086,5944657,6013399,4924687,5313526,NA,NA,NA,3694459,2782524,2768636,NA,NA,NA
0,283.264257000434,0.0147535,284.271529238,"C_18 H_36 O_2","C18H36O2","C_18 H_35 O_2",1,18,2,0.111,18,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600368.53468161,730517.636363636,283.264257000434,0.0811017027392327,33,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,FALSE,NA,7274253,7046070,7267442,7090089,5933766,5179681,5618721,4289606,5145216,5383398,5918986,6204901,4521161,5862110,5025230,4357201,6416093,5156039,5215614,6422693,6542758,6443566,6325607,5346381,5046931,5378794,3978403,4943825,4582805,3823443,6274237,4737147,5778527
0,293.179207316142,0.0111222,294.186480476,"C_14 H_30 O_4 S_1","C14H30O4S","C_14 H_29 O_4 S_1",1,14,2.143,0.286,14,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607758.59686788,733375.961538462,293.179207316142,0.111247187867071,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,FALSE,NA,NA,4399307,4751745,6294840,2772019,2844314,2879691,2836809,3710686,4260258,5819787,4205391,NA,NA,3666594,NA,2849706,2758966,3676847,2676117,3318314,NA,NA,3715379,3422255,3547183,NA,4467896,3955401,4564030,6289715,5879413,5798348
0,295.024815850887,0.0154308,296.032087714,"C_16 H_8 O_6","C16H8O6","C_16 H_7 O_6",1,16,0.5,0.375,16,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609236.81908904,715143.555555556,295.024815850887,0.104622914857349,9,0.7,0.77,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3593449,4947910,5424192,5013805,5932196,5399389,NA,NA,NA,4370149,2630913,2795109,NA,NA,NA
0,295.058807751993,0.0701465,296.066104952,"C_10 H_17 O_8 P_1","C10H17O8P","C_10 H_16 O_8 P_1",1,10,1.7,0.8,10,17,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609236.81908904,685160.25,295.058807751993,0.172381735947677,8,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,TRUE,"C_21 H_12 S_1",NA,2802441,NA,NA,3500682,NA,NA,NA,NA,NA,NA,NA,3595064,2951809,NA,NA,NA,NA,NA,NA,NA,NA,NA,2720615,NA,NA,2820914,NA,NA,2702959,2706259,NA,NA
0,297.004076143506,0.000812,298.011352333,"C_15 H_6 O_7","C15H6O7","C_15 H_5 O_7",1,15,0.4,0.467,15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610715.05222019,716652,297.004076143506,0.0602089392227104,4,0.75,0.83,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3139385,NA,3593832,3896171,NA,3958170,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,297.047156839011,0.1625307,298.054481714,"C_10 H_18 O_6 S_2","C10H18O6S2","C_10 H_17 O_6 S_2",2,10,1.8,0.6,10,18,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610715.05222019,657397.060606061,297.047156839011,0.0176523309103777,33,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,12.12,-271.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.059076736546,NA,NA,NA,18,FALSE,NA,21995528,24913236,19277316,20226558,22781170,22833992,19635506,19998156,24109846,21882372,31564250,24502284,21011806,28976350,46243608,32877756,37726224,43588996,35137348,40280600,42772084,39101304,43296500,44017064,30614778,34710732,36611416,34251060,36874072,40413356,28712318,28846942,44408460
0,297.153002081804,0.042447,298.160265857,"C_16 H_26 O_3 S_1","C16H26O3S","C_16 H_25 O_3 S_1",5,16,1.625,0.188,16,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610715.05222019,669674.875,297.153002081804,0.077155997040103,8,0,0.11,4,0,0,0,0,0,0,1,0,1,0,0,0,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,FALSE,NA,2930725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2990124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408209,3250040,3537096,17178012,18115454,16441005
0,297.243525022345,0.0254719,298.250793857,"C_18 H_34 O_3","C18H34O3","C_18 H_33 O_3",1,18,1.889,0.167,18,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610715.05222019,689131.75,297.243525022345,0.183727094286668,12,0,0.03,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,FALSE,NA,7635006,8578445,7464509,NA,NA,2997122,NA,NA,NA,NA,3043855,NA,NA,NA,NA,NA,NA,NA,4032383,5440082,5072553,3230639,2692910,3978718,NA,NA,NA,NA,NA,2707682,NA,NA,NA
-1,298.050519149565,0.1369902,299.057836549,"C_9 H_18 O_6 S_2 C13_1","C10H18O6S2","C_9 H_17 O_6 S_2 C13_1",2,10,1.8,0.6,9,18,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611454.16563928,684947.2,298.050519149565,0.157982407622497,15,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.19,-271.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.059076736546,NA,NA,NA,18,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2706155,NA,NA,3644936,2883635,NA,3762473,NA,2775145,3223353,3786627,3605651,3254292,2672321,NA,2817524,2838117,NA,NA,2830787,NA,2761879,3186622
0,299.019724612514,0.0042963,300.027002333,"C_15 H_8 O_7","C15H8O7","C_15 H_7 O_7",1,15,0.533,0.467,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612193.27318354,618130.4,299.019724612514,0.273004132484068,5,0.62,0.74,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3252607,3126346,2881668,3229087,NA,NA,NA,NA,NA,2625374,NA,NA,NA,NA,NA
0,299.026424552889,0.1511464,300.033746333,"C_9 H_16 O_7 S_2","C9H16O7S2","C_9 H_15 O_7 S_2",1,9,1.778,0.778,9,16,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612193.27318354,666621.545454545,299.026424552889,0.0352562185868199,33,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE,NA,11280934,11863945,9168950,9536597,12156741,11152781,10280790,10348543,12543264,10618915,12141552,11764317,11837295,12429093,17342786,14167733,15198771,15146907,16689537,16671820,16492678,16033185,17131814,15935439,12248915,10700558,11085670,14377824,15182225,14379726,11427733,10399171,16785634
0,301.00565615829,0.2594657,302.013010952,"C_8 H_14 O_8 S_2","C8H14O8S2","C_8 H_13 O_8 S_2",1,8,1.75,1,8,14,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613671.45929738,639313.5,301.00565615829,0.136434331220976,4,4,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3414559,NA,NA,NA,NA,NA,NA,NA,NA,2944065,NA,NA,NA,NA,3035064,2834242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,305.040740094539,0.2047685,306.047953857,"C_15 H_15 O_3 S_1 P_1","C15H15O3PS","C_15 H_14 O_3 S_1 P_1",3,15,1,0.2,15,15,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616627.63598683,627142.878787879,305.040740094539,0.0200638509442218,33,0.4,0.48,9,0,0,0,1,0,1,0,0,0,0,0,0,0,7.39,-4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.015472453151,NA,NA,NA,57,FALSE,NA,23832614,21884358,23441002,23456516,24487408,23704572,23242088,22375992,23030484,21573148,20965842,21260546,18801988,19672480,20080488,21689388,20754484,21079428,16461780,15805068,17083988,16542656,15511380,17067494,17444360,15887728,16264491,17918348,14266323,16134351,17556856,13866140,15312787
-1,306.04411152998,0.2581653,307.051308692,"C_14 H_15 O_3 S_1 P_1 C13_1","C15H15O3PS","C_14 H_14 O_3 S_1 P_1 C13_1",3,15,1,0.2,14,15,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617366.62270106,693291.681818182,306.04411152998,0.152952367310195,22,0.4,0.48,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.3,-4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.015472453151,NA,NA,NA,57,FALSE,NA,3721494,4038337,3153761,3587090,3225343,4236542,4011612,4013874,4078518,NA,3087036,3049999,2840110,3976870,NA,3069187,3150116,NA,2736337,2694023,NA,NA,NA,3139290,NA,NA,3657232,3584642,NA,2730429,3276388,NA,NA
0,309.051653457506,0.1329231,310.058971103,"C_16 H_10 O_5 N_2","C16H10N2O5","C_16 H_9 O_5 N_2",1,16,0.625,0.312,16,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619583.39804512,682459.5,309.051653457506,0.278255961536443,4,0.67,0.74,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,FALSE,NA,NA,NA,NA,NA,NA,NA,2690844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2740490,3295440,3425207
0,309.174116089712,0.0082984,310.181395095,"C_14 H_30 O_5 S_1","C14H30O5S","C_14 H_29 O_5 S_1",1,14,2.143,0.357,14,30,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619583.39804512,668918.944444444,309.174116089712,0.0801706930557644,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,FALSE,NA,2808807,NA,3166793,6487874,NA,2713603,2945336,NA,NA,2974161,3800443,2813243,NA,NA,NA,NA,3040240,NA,NA,NA,NA,2844565,3961648,NA,NA,2838899,NA,3689832,2673595,3572870,6273317,7022832,7601111
0,311.168640720912,0.0041483,312.175915857,"C_17 H_28 O_3 S_1","C17H28O3S","C_17 H_27 O_3 S_1",5,17,1.647,0.176,17,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621061.06473481,663989.454545455,311.168640720912,0.0785462311593339,33,0,0.1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,FALSE,NA,6385053,6599543,5854221,5910837,4537382,4946392,5036790,3957735,4382702,4334463,6160164,6594348,6265489,4215703,5025030,5306617,2995616,3381989,3974554,3835975,3613581,4903252,4334833,4023147,3619903,3066695,3662425,6885163,8131969,5867059,31042258,30227180,28339662
0,313.07753851224,0.3052201,314.084910809,"C_10 H_18 O_11","C10H18O11","C_10 H_17 O_11",1,10,1.8,1.1,10,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622538.55696164,754985,313.07753851224,0.165997776613979,14,9,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE,NA,2701105,2972955,NA,NA,3247608,NA,NA,3517835,NA,NA,NA,NA,NA,NA,3837605,NA,3827502,4365426,3381062,2990577,NA,NA,3180175,3003649,NA,NA,2700244,3567819,NA,3966909,NA,NA,NA
-1,313.078456650279,0.1548367,314.085781714,"C_11 H_22 O_6 S_2","C11H22O6S2","C_11 H_21 O_6 S_2",2,11,2,0.545,11,22,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622538.55696164,619538.636363636,313.078456650279,0.010388078484447,33,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,13.57,-268.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.949282337433,NA,NA,NA,26,FALSE,NA,23162672,27079964,24442286,23245572,29437432,28031880,23833746,24491402,25342304,27669770,38121644,28848378,26192920,34321744,51523236,35240528,42907440,45132912,40744772,44937712,47232268,43627248,45135504,49067264,32290320,40744184,41006036,38416588,37926692,44054460,30649436,35306692,44150688
-1,314.081804903701,0.175233,315.089136549,"C_10 H_22 O_6 S_2 C13_1","C11H22O6S2","C_10 H_21 O_6 S_2 C13_1",2,11,2,0.545,10,22,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623277.23056873,688241.85,314.081804903701,0.12474514814489,20,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.37,-268.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.949282337433,NA,NA,NA,26,FALSE,NA,NA,NA,NA,NA,3217127,2962534,NA,NA,NA,2635219,2728307,NA,NA,3352117,4595578,NA,3438585,4373821,NA,4477643,3773900,3265475,4294499,2966993,NA,3241429,3183765,NA,4143098,3643526,4025637,3704244,4075665
0,316.116645460732,0.1011087,317.123953956,"C_10 H_24 O_8 N_1 P_1","C10H24NO8P","C_10 H_23 O_8 N_1 P_1",2,10,2.4,0.8,10,24,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624754.42527087,647836.7,316.116645460732,0.131025874764762,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,TRUE,"C_21 H_19 N_1 S_1",NA,NA,NA,NA,3203266,NA,5250819,5605385,4830095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3667816,3150039,2803592,3415568,NA,NA,NA,3313330,NA,3115629
0,319.056393056084,0.2050561,320.063603857,"C_16 H_17 O_3 S_1 P_1","C16H17O3PS","C_16 H_16 O_3 S_1 P_1",3,16,1.062,0.188,16,17,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626969.82153771,620064.5625,319.056393056084,0.119285966830666,32,0.36,0.44,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,FALSE,NA,4789190,6449632,5130853,4610131,5325653,4382832,4002113,4995664,4883846,3283323,3364116,3561031,4264070,3992160,3855197,3886620,5426089,4145391,3238944,3049161,3596625,3932061,3947328,3942808,2751334,3600864,4278293,3159427,3296224,3550247,3221715,NA,2938115
0,323.019749978316,0.0743055,324.027002333,"C_17 H_8 O_7","C17H8O7","C_17 H_7 O_7",1,17,0.471,0.412,17,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629922.90373577,701764,323.019749978316,0.161322308255549,4,0.7,0.78,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3432204,4071864,3279833,NA,NA,4271189,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,325.184298858435,0.0289186,326.191565857,"C_18 H_30 O_3 S_1","C18H30O3S","C_18 H_29 O_3 S_1",5,18,1.667,0.167,18,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631399.09392493,635545.419354839,325.184298858435,0.0988613260691881,31,0,0.1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,2.37,66.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.99373920618,NA,NA,NA,66,FALSE,NA,6944755,7519797,5521070,4967743,4184151,NA,4408716,5340840,6596913,5594487,5683470,5401396,3961996,4542211,4790187,3481954,4415407,2905344,5337229,NA,3431714,3894238,3661697,3780028,4255836,3632730,4113379,5888461,6189099,4767766,20378850,18368280,18987526
