"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_3.6","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","homnetworkmember","diff_filter","alternative_formula","Sample1_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3712.csv","Sample2_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3718.csv","Sample3_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A1_1-1-31_1_3724.csv","Sample4_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3714.csv","Sample5_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3720.csv","Sample6_masslistsMGC2102292_LSt_MALSt_FT-ICR-MS_B-A2_1-1-32_1_3726.csv","Sample7_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3730.csv","Sample8_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3736.csv","Sample9_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.1_1-1-33_1_3742.csv","Sample10_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3732.csv","Sample11_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3738.csv","Sample12_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.2_1-1-34_1_3744.csv","Sample13_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3748.csv","Sample14_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3762.csv","Sample15_masslistsMGC2102297_LSt_MALSt_FT-ICR-MS_Alc-D1.3_1-1-35_1_3768.csv","Sample16_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3764.csv","Sample17_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3770.csv","Sample18_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.1_1-1-36_1_3772.csv","Sample19_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3776.csv","Sample20_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3782.csv","Sample21_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.2_1-1-37_1_3788.csv","Sample22_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3778.csv","Sample23_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3784.csv","Sample24_masslistsMGC2102298_LSt_MALSt_FT-ICR-MS_Alc-D2.3_1-1-38_1_3790.csv","Sample25_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3794.csv","Sample26_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3802.csv","Sample27_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.1_1-1-39_1_3810.csv","Sample28_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3796.csv","Sample29_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3804.csv","Sample30_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.2_1-1-40_1_3812.csv","Sample31_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3798.csv","Sample32_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3806.csv","Sample33_masslistsMGC2102299_LSt_MALSt_FT-ICR-MS_Alc-D3.3_1-1-41_1_3814.csv"
0,161.024412713835,0.0290807,162.031693857,"C_9 H_6 O_3","C9H6O3","C_9 H_5 O_3",1,9,0.667,0.333,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511310.84978321,1260938.5,161.024412713835,0.0820940237700209,8,0.67,0.73,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3552151,4262154,4131833,3747779,2671958,4810221,NA,NA,NA,3257772,NA,2541065,NA,NA,NA
0,171.102667620492,0.001133,172.109943857,"C_9 H_16 O_3","C9H16O3","C_9 H_15 O_3",1,9,1.778,0.333,9,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518502.32783715,1205887.23529412,171.102667620492,0.139416938994554,17,0,0.07,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE,NA,4489234,4503327,3843692,NA,2818549,2655329,3065490,2754955,3988301,NA,2793736,3085476,NA,NA,2940548,NA,NA,NA,NA,NA,2967935,NA,NA,2824038,NA,NA,NA,NA,2709760,NA,3489253,4169739,3649326
0,171.139051800731,0.0058439,172.146329238,"C_10 H_20 O_2","C10H20O2","C_10 H_19 O_2",2,10,2,0.2,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518502.32783715,1189920.23076923,171.139051800731,0.0520108497943143,13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE,NA,6946843,6586153,5623414,2594550,NA,NA,3209884,NA,2989911,3485917,4257042,NA,NA,3298634,NA,NA,NA,3334503,5896449,4932130,5007753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,172.097915800363,0.0036336,173.105192861,"C_8 H_15 O_3 N_1","C8H15NO3","C_8 H_14 O_3 N_1",6,8,1.875,0.375,8,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519222.60732813,1157806.96153846,172.097915800363,0.0475768601274171,26,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,10211322,7505661,7590017,28348322,27054754,27013224,11059694,11383324,9318829,NA,NA,NA,NA,4688596,3721833,3644943,4645671,3999387,12362263,10027006,11747457,14451087,13680641,13685183,6399991,5213728,5478130,12107512,12820773,11305522
0,180.984871885483,0.0236384,181.992152619,"C_11 H_3 O_1 P_1","C11H3OP","C_11 H_2 O_1 P_1",1,11,0.273,0.091,11,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524992.26407915,1075764.5,180.984871885483,0.246514077564213,4,1,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE,NA,NA,NA,NA,2732695,NA,NA,2842176,NA,2846600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2644200,NA,NA,NA,NA,NA,NA
-1,186.113567514021,0.0057984,187.120842861,"C_9 H_17 O_3 N_1","C9H17NO3","C_9 H_16 O_3 N_1",6,9,1.889,0.333,9,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529328.17665822,1049482.36363636,186.113567514021,0.0231889297886093,33,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,16.7,32.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.267587579747,NA,NA,NA,6,FALSE,NA,6853367,5739142,6441478,52584856,56713264,56845124,78307648,79488192,79094488,36119636,32908316,32105198,4113210,4996134,4630874,27567228,29795668,28025824,42427472,42132680,43705628,54682644,52519564,53355244,57893716,57205288,56812612,41017832,41328860,41329132,64970968,61301640,60580660
0,187.097585355678,0.0176019,188.104858476,"C_9 H_16 O_4","C9H16O4","C_9 H_15 O_4",1,9,1.778,0.444,9,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530051.55228963,1118223.6,187.097585355678,0.0768440878582319,5,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE,NA,NA,2564093,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580561,NA,NA,NA,NA,NA,NA,2920901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2681415,2984191,NA
-1,187.11691987493,0.0073834,188.124197696,"C_8 H_17 O_3 N_1 C13_1","C9H17NO3","C_8 H_16 O_3 N_1 C13_1",6,9,1.889,0.333,8,17,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530051.55228963,1087509.84,187.11691987493,0.0666892363385941,25,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.13,32.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.267587579747,NA,NA,NA,6,FALSE,NA,NA,NA,NA,5960458,4469144,5487821,8430258,8406583,7058525,3440083,4803988,NA,NA,NA,NA,2929174,NA,3824974,4402636,4662840,5387934,4935053,4873233,5205103,7081158,5823394,6587845,4305758,2795109,4305786,7471695,5072135,7283862
0,196.134287943894,0.0703403,197.141578242,"C_11 H_19 O_2 N_1","C11H19NO2","C_11 H_18 O_2 N_1",1,11,1.727,0.182,11,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536571.24976294,1058317.1,196.134287943894,0.113091000795833,10,0,0.11,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE,NA,NA,NA,NA,NA,NA,NA,2945159,3125356,3807951,NA,2692016,2563562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3461790,3097313,NA,NA,2553413,NA,NA,NA,NA,3132281,3326455
0,198.113571098648,0.0234481,199.120842861,"C_10 H_17 O_3 N_1","C10H17NO3","C_10 H_16 O_3 N_1",2,10,1.7,0.3,10,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538022.35146792,996163.444444444,198.113571098648,0.0837972060423906,9,0,0.07,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE,NA,NA,NA,NA,NA,NA,NA,6079427,3751870,4316719,3392412,3526396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4136695,4480517,3409473,NA,NA,2554792,NA,NA,NA,NA,NA,NA
0,199.170357656406,0.0242285,200.177629238,"C_12 H_24 O_2","C12H24O2","C_12 H_23 O_2",1,12,2,0.167,12,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538748.21359129,1087695,199.170357656406,0.131041627076941,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,FALSE,NA,3161968,2870157,3782466,2687460,NA,NA,NA,NA,NA,NA,3586245,NA,NA,NA,NA,NA,NA,NA,2983239,2594060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,200.129215629206,0.0039774,201.136492861,"C_10 H_19 O_3 N_1","C10H19NO3","C_10 H_18 O_3 N_1",6,10,1.9,0.3,10,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539474.28330772,1068417.6,200.129215629206,0.0574327556053679,25,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,3635072,5375380,4977289,9553694,8588081,10074543,4076315,4606568,4370532,NA,NA,NA,2921661,NA,NA,2743024,2684583,2630657,6138468,5128588,5728706,6220134,5974188,6454059,3094565,2738198,4254060,6409982,5757532,5314649
0,206.007087122241,0.4470704,207.014271004,"C_13 H_5 N_1 S_1","C13H5NS","C_13 H_4 N_1 S_1",1,13,0.385,0,13,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543835.0568615,1032531,206.007087122241,0.0540478439525648,30,0.91,0.91,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,FALSE,NA,2923339,3570619,2747278,5415340,4034436,2839889,3208511,NA,3654717,3540390,4302010,4512348,3353384,NA,3933592,3944431,3995350,4590480,3900781,3951819,4710040,3215545,NA,4283475,4283302,3300124,2912707,4786803,5722839,3781707,4266303,3452150,3445294
-1,209.09482132346,0.0060875,210.102096476,"C_8 H_19 O_4 P_1","C8H19O4P","C_8 H_18 O_4 P_1",2,8,2.375,0.5,8,19,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546018.23823641,923474.166666667,209.09482132346,0.00617667494532341,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15.43,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.887246052408,NA,NA,NA,10,FALSE,NA,56625368,55413104,55118160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21777184,23890510,22858838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,210.098182574256,0.036451,211.105451311,"C_7 H_19 O_4 P_1 C13_1","C8H19O4P","C_7 H_18 O_4 P_1 C13_1",2,8,2.375,0.5,7,19,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546746.37832638,903631.5,210.098182574256,0.118638212552292,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.69,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.887246052408,NA,NA,NA,10,FALSE,NA,4235949,5081937,5157687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,211.040063829439,0.0169585,212.047343857,"C_13 H_8 O_3","C13H8O3","C_13 H_7 O_3",1,13,0.615,0.231,13,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547474.72432767,958361.222222222,211.040063829439,0.0508713603655756,9,0.7,0.74,10,1,0,1,0,0,0,0,0,0,0,0,0,0,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7667397,7417301,7696388,7974381,8121773,8637883,NA,NA,NA,4469665,4983914,4455927,NA,NA,NA
0,212.129217279908,0.0039881,213.136492861,"C_11 H_19 O_3 N_1","C11H19NO3","C_11 H_18 O_3 N_1",2,11,1.727,0.273,11,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548203.27586193,931813.333333333,212.129217279908,0.0889954745145168,21,0,0.06,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE,NA,NA,NA,NA,3609790,3783254,4606216,9608257,8532199,8695730,3776794,5488623,3179830,NA,NA,NA,NA,2611802,NA,NA,NA,NA,7843828,7937987,5853134,4615886,3778166,2783555,2694567,2878086,NA,5452898,3829887,3685602
0,214.144866852843,0.0019661,215.152142861,"C_11 H_21 O_3 N_1","C11H21NO3","C_11 H_20 O_3 N_1",6,11,1.909,0.273,11,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549660.99401353,934840.535714286,214.144866852843,0.0468378186737819,28,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,2892328,NA,NA,5939322,6819325,6235387,8712182,7726263,7058317,4541686,3474358,3529951,NA,NA,NA,5931045,5154363,4872738,7062700,6677386,7411190,5415869,6583209,7119788,6984337,6664777,7664930,5984621,5603957,5544977,9170977,6399075,8904831
0,216.124115560451,0.0713301,217.13140748,"C_10 H_19 O_4 N_1","C10H19NO4","C_10 H_18 O_4 N_1",1,10,1.9,0.4,10,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551119.52974465,886727,216.124115560451,0.116645744432419,5,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4495486,4101983,NA,3179379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2816902,3209089,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,219.027492134438,0.438867,220.034672,"C_15 H_8 S_1","C15H8S","C_15 H_7 S_1",3,15,0.533,0,15,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553308.85879993,980293.6,219.027492134438,0.0793370554405438,25,0.79,0.79,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,FALSE,NA,4338527,3009658,3542151,3924397,4284156,3772082,4917527,3841560,4715784,NA,3433727,3998181,4719340,3505350,3246500,4880938,NA,2716459,NA,4467889,2948986,NA,2645311,3583279,NA,NA,3989158,4209335,3249188,3712470,2900315,NA,NA
0,221.058402775711,0.1435972,222.065711095,"C_8 H_15 O_5 P_1","C8H15O5P","C_8 H_14 O_5 P_1",1,8,1.875,0.625,8,15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554769.41924941,899827.4,221.058402775711,0.342509407170365,5,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE,NA,NA,NA,NA,NA,NA,2644682,NA,NA,NA,NA,NA,2557363,NA,2781359,NA,NA,NA,3517178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2986302,NA,NA
0,222.937606191362,0.2192102,223.944931714,"C_5 H_4 O_6 S_2","C5H4O6S2","C_5 H_3 O_6 S_2",1,5,0.8,1.2,5,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555499.99877294,897272.727272727,222.937606191362,0.0459596308793188,33,1.33,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,6021853,4740143,4613197,5464364,6233681,5297818,5722245,6731193,4959420,8807976,8463499,7782719,8204882,8176723,8130850,5896780,7477126,7631493,8111570,10503204,10454838,9249951,8504586,8127724,8995683,6628190,8013409,9372230,8426500,9934279,6357212,6542790,5183657
0,223.040068282383,0.0038251,224.047343857,"C_14 H_8 O_3","C14H8O3","C_14 H_7 O_3",1,14,0.571,0.214,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556230.77647238,969108.4,223.040068282383,0.126571576747105,5,0.73,0.76,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2924038,3720278,3192682,NA,2722111,2585888,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,227.03498184318,0.0008814,228.042258476,"C_13 H_8 O_4","C13H8O4","C_13 H_7 O_4",1,13,0.615,0.308,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559155.84848997,896291,227.03498184318,0.0412589726783214,9,0.67,0.73,10,1,0,1,0,0,0,0,0,0,0,0,0,0,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7294456,7437319,6098787,9530531,9637194,9637147,NA,NA,NA,5749318,3880025,4935213,NA,NA,NA
0,227.201647757392,0.0221245,228.208929238,"C_14 H_28 O_2","C14H28O2","C_14 H_27 O_2",4,14,2,0.143,14,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559155.84848997,959010.636363636,227.201647757392,0.0870528143361859,22,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,FALSE,NA,2814751,4304045,3192029,4147569,NA,3954512,2896052,2731553,NA,3614374,2940124,3296604,NA,NA,3129699,3011388,3741712,NA,3731021,3519578,4745145,3867895,3143073,2786673,NA,NA,NA,2982554,NA,2672260,3266846,NA,NA
0,229.014251731533,0.0220327,230.021523095,"C_12 H_6 O_5","C12H6O5","C_12 H_5 O_5",2,12,0.5,0.417,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560619.54338331,955236,229.014251731533,0.089749881897571,5,0.71,0.79,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121645,2922460,NA,2633864,3672396,4823316,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,231.027473220492,0.3346568,232.034672,"C_16 H_8 S_1","C16H8S","C_16 H_7 S_1",1,16,0.5,0,16,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562083.99211461,808660.75,231.027473220492,0.158641897195642,4,0.8,0.8,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2580048,2669660,3055795,3190225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,233.043142170519,0.4127401,234.050322,"C_16 H_10 S_1","C16H10S","C_16 H_9 S_1",3,16,0.625,0,16,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563549.1796196,844669.424242424,233.043142170519,0.024990292847769,33,0.73,0.73,12,1,0,1,0,0,0,0,0,0,0,0,0,0,6.61,-252.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.916368921233,NA,NA,NA,54,FALSE,NA,25949826,26982500,25770156,13063392,12906905,12655444,14595070,14375355,15014114,27376218,26753106,27751572,27391410,25868330,27636936,15949701,17300436,15791562,18266624,16349104,18709362,15734906,12171640,13785392,8947516,8443771,9042588,8214040,7162023,7322256,14111874,14228040,13751235
-1,234.04648923339,0.3779135,235.053676835,"C_15 H_10 S_1 C13_1","C16H10S","C_15 H_9 S_1 C13_1",3,16,0.625,0,15,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564282.04569505,841100.666666667,234.04648923339,0.0760007735870969,9,0.73,0.73,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1.29,-252.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.916368921233,NA,NA,NA,54,FALSE,NA,3477624,NA,NA,NA,NA,NA,NA,NA,NA,3937374,2572874,3720835,3043232,3613221,2903741,NA,NA,NA,3038213,3545508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,237.126117822906,0.0093309,238.133396476,"C_10 H_23 O_4 P_1","C10H23O4P","C_10 H_22 O_4 P_1",1,10,2.3,0.4,10,23,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566481.71172798,964332.75,237.126117822906,0.0894797083853381,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE,NA,4234874,4698263,4358383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
